rowid,fpl_orbper,fpl_smax,fpl_bmasse,fpl_rade,fpl_dens,fpl_tranflag,fpl_cbflag,fpl_snum,dec,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_metratio,fst_age,cos_simil,weighted_simil,cluster
2389,6.738975,0.055999999999999994,1.87,1.2,5.95,1,0,1,47.457096,3682.0,4.78,-0.835,0.66,0.48,-0.04,0,2.88,0.9896470579123442,0.984385379816025,0
2390,18.794234,0.111,4.04,1.84,3.56,1,0,1,47.457096,3682.0,4.78,-0.835,0.66,0.48,-0.04,0,2.88,0.9896269261877898,0.9843472103314057,0
2391,3.9409970000000003,0.047,24.0,1.55,35.4,1,0,1,47.880989,5571.0,4.59,-0.25,0.89,0.8,-0.03,0,4.37,0.9891530244299241,0.9838112723361102,0
2392,5.3495550000000005,0.057999999999999996,45.2,2.27,21.2,1,0,1,47.880989,5571.0,4.59,-0.25,0.89,0.8,-0.03,0,4.37,0.9891806391670022,0.983905379131357,0
2393,8.109044,0.076,1.98,1.22,5.99,1,0,1,47.880989,5571.0,4.59,-0.25,0.89,0.8,-0.03,0,4.37,0.9892501881181859,0.9840470585867885,0
2394,9.488014999999999,0.09,9.85,3.11,1.8,1,0,1,48.141651,5854.0,4.4,-0.145,0.96,1.09,0.06,0,4.57,0.9857983802716156,0.9789605577621681,0
2395,54.418693999999995,0.29,9.48,3.04,1.85,1,0,1,48.141651,5854.0,4.4,-0.145,0.96,1.09,0.06,0,4.57,0.9858064987593771,0.978974905916587,0
2396,2.5665459999999998,0.038,2.96,1.53,4.54,1,0,1,48.224667,6043.0,4.47,0.077,0.95,1.01,-0.03,0,4.07,0.9869485745656815,0.9802181831778922,0
2397,4.134444,0.052000000000000005,7.75,2.7,2.16,1,0,1,48.224667,6043.0,4.47,0.077,0.95,1.01,-0.03,0,4.07,0.9868736835871306,0.9800839547539768,0
2398,11.094286,0.10099999999999999,15.4,4.04,1.28,1,0,1,48.224667,6043.0,4.47,0.077,0.95,1.01,-0.03,0,4.07,0.9866943694645114,0.9797653110374493,0
2399,6.252972,0.062,5.48,2.2,2.83,1,0,1,48.375797,5120.0,4.63,-0.55,0.8,0.73,-0.05,0,4.9,0.9893325041483636,0.9845225757293884,0
2400,16.068638,0.11699999999999999,21.5,4.92,0.992,1,0,1,48.375797,5120.0,4.63,-0.55,0.8,0.73,-0.05,0,4.9,0.9889379443087628,0.9838315023172762,0
2401,41.194912,0.22,14.2,3.85,1.37,1,0,1,48.375797,5120.0,4.63,-0.55,0.8,0.73,-0.05,0,4.9,0.9891424523554846,0.9841891099494933,0
2402,7.1073,0.075,254.3,1.9,4.3812565360303335,1,0,1,49.479225,5828.0,4.09,0.376,1.1,1.55,0.03,0,6.61,0.9761040710847279,0.9618710879599627,0
2403,10.7421,0.099,858.1,3.2,4.3812565360303335,1,0,1,49.479225,5828.0,4.09,0.376,1.1,1.55,0.03,0,6.61,0.9759942699395535,0.9616915675176584,0
2404,15.274299,0.124,17.6,2.2,9.08,1,0,1,49.479225,5828.0,4.09,0.376,1.1,1.55,0.03,0,6.61,0.9760863182477907,0.9618416975577009,0
2405,32.625555,0.191,16.8,4.26,1.19,1,0,1,48.505859,5588.0,4.55,-0.38,0.84,0.82,-0.14,0,4.37,0.9870748730814134,0.9816556223613488,0
2406,91.77324200000001,0.38,4.82,2.04,3.12,1,0,1,48.505859,5588.0,4.55,-0.38,0.84,0.82,-0.14,0,4.37,0.9873545406208605,0.9821540914598933,0
2407,10.065275,0.07400000000000001,35.4,1.73,37.6,1,0,1,50.531914,3767.0,4.78,-1.054,0.59,0.49,-0.1,1,3.47,0.8524044769094419,0.9281966863826686,0
2408,19.271566,0.114,24.1,1.93,18.4,1,0,1,50.531914,3767.0,4.78,-1.054,0.59,0.49,-0.1,1,3.47,0.8524524425693669,0.9283686535098498,0
2409,4.431222,0.054000000000000006,9.69,3.08,1.82,1,0,1,51.121742,5847.0,4.5,0.051,0.97,0.97,0.03,0,4.47,0.9866817264213251,0.9802728553957556,0
2410,11.379349000000001,0.10099999999999999,14.0,3.83,1.37,1,0,1,51.121742,5847.0,4.5,0.051,0.97,0.97,0.03,0,4.47,0.9865813369684379,0.9800966258726558,0
2411,8.472382000000001,0.077,6.48,2.43,2.48,1,0,1,51.319523,5360.0,4.61,-0.334,0.84,0.76,-0.09,0,4.68,0.987964526737422,0.9829498879809798,0
2412,60.418955000000004,0.287,7.8,2.71,2.15,1,0,1,51.319523,5360.0,4.61,-0.334,0.84,0.76,-0.09,0,4.68,0.9879395529538838,0.9829058377887973,0
2413,2.711506,0.04,13.2,3.7,1.43,1,0,1,38.49465900000001,6224.0,4.42,0.194,1.11,1.11,0.09,0,3.47,0.9869585675494844,0.9785198517927096,0
2414,7.21205,0.077,12.1,3.51,1.54,1,0,1,38.49465900000001,6224.0,4.42,0.194,1.11,1.11,0.09,0,3.47,0.986986684878386,0.9785703646454609,0
2415,3.3402220000000002,0.037000000000000005,5.6,2.23,4.82,1,0,1,39.278313,4255.0,4.73,-1.093,0.51,0.55,-0.51,0,6.0,0.9741882396705913,0.9670056860407755,0
2416,7.824903999999999,0.065,2.18,1.28,4.82,1,0,1,39.278313,4255.0,4.73,-1.093,0.51,0.55,-0.51,0,6.0,0.9742342178099087,0.9670837104439574,0
2417,20.060548,0.122,4.86,2.05,4.82,1,0,1,39.278313,4255.0,4.73,-1.093,0.51,0.55,-0.51,0,6.0,0.9742011850114949,0.9670276613817433,0
2418,46.183669,0.213,5.56,2.22,4.82,1,0,1,39.278313,4255.0,4.73,-1.093,0.51,0.55,-0.51,0,6.0,0.9741890189217232,0.9670070034588918,0
2419,8.295611,0.065,3.09,1.57,4.39,1,0,1,39.898092,3750.0,4.75,-1.061,0.58,0.51,-0.05,0,3.16,0.9915762376823726,0.9877921199596151,0
2420,23.968127,0.132,4.66,2.0,3.2,1,0,1,39.898092,3750.0,4.75,-1.061,0.58,0.51,-0.05,0,3.16,0.9915549335703313,0.987751824149325,0
2421,4.715106,0.05,2.57,1.41,5.04,1,0,1,40.421834,4861.0,4.58,-0.552,0.81,0.72,0.03,0,4.27,0.9911671739431634,0.987094410516505,0
2422,8.103636,0.071,4.98,2.08,3.04,1,0,1,40.421834,4861.0,4.58,-0.552,0.81,0.72,0.03,0,4.27,0.9911370688407396,0.987039531325471,0
2423,2.0908759999999997,0.034,3.64,1.73,3.86,1,0,1,40.637815,5751.0,4.19,0.433,1.06,1.43,0.23,0,6.76,0.9772510826163827,0.9637220863562149,0
2424,6.155557,0.069,6.3,2.39,2.54,1,0,1,40.637815,5751.0,4.19,0.433,1.06,1.43,0.23,0,6.76,0.9772150098356353,0.9636635125407396,0
2425,13.233548999999998,0.115,9.64,3.07,1.83,1,0,1,40.637815,5751.0,4.19,0.433,1.06,1.43,0.23,0,6.76,0.9771545423771351,0.9635651857140813,0
2426,23.654,6.1761086775078455,169.7,5.6,5.31,1,0,1,40.637815,5751.0,4.19,0.433,1.06,1.43,0.23,0,6.76,0.9767230957395007,0.962864687501827,0
2427,50.446999999999996,6.1761086775078455,13.5,2.0,9.27,1,0,1,40.637815,5751.0,4.19,0.433,1.06,1.43,0.23,0,6.76,0.9772377436412337,0.9637007682261723,0
2428,11.763050999999999,0.095,6.04,2.33,2.62,1,0,1,40.663406,4914.0,4.58,-0.531,0.84,0.76,0.09,0,3.31,0.9894594001606078,0.9836966764616917,0
2429,56.228097999999996,0.268,6.85,2.51,2.38,1,0,1,40.663406,4914.0,4.58,-0.531,0.84,0.76,0.09,0,3.31,0.9894444921696148,0.9836692010009306,0
2430,8.1453,0.08,508.5,2.4,4.3812565360303335,1,0,1,38.343754,5897.0,4.2,0.07400000000000001,0.98,1.29,-0.19,0,6.17,0.9808030045671532,0.9687490097900985,0
2431,12.3335,0.106,508.5,2.8,4.3812565360303335,1,0,1,38.343754,5897.0,4.2,0.07400000000000001,0.98,1.29,-0.19,0,6.17,0.9807643844211529,0.9686843429844968,0
2432,4.244383999999999,0.051,3.43,1.67,4.05,1,0,1,38.343754,5897.0,4.2,0.07400000000000001,0.98,1.29,-0.19,0,6.17,0.9808497890272349,0.9688271458439166,0
2433,18.998355,0.138,8.15,2.78,2.08,1,0,1,38.343754,5897.0,4.2,0.07400000000000001,0.98,1.29,-0.19,0,6.17,0.9807663476268529,0.9686869056081717,0
2434,4.144495,0.048,2.45,1.37,5.24,1,0,1,40.750263,4985.0,4.63,-0.5920000000000001,0.78,0.74,-0.04,0,4.68,0.9917207575355098,0.9876080285225098,0
2435,7.9535279999999995,0.07400000000000001,102.3,2.2,52.8,1,0,1,40.750263,4985.0,4.63,-0.5920000000000001,0.78,0.74,-0.04,0,4.68,0.9914495703734235,0.9869643557568819,0
2436,12.718092,0.094,6.04,2.33,2.62,1,0,1,41.060921,4699.0,4.63,-0.607,0.74,0.67,-0.12,0,3.47,0.9905513036236987,0.9864392835096533,0
2437,36.065978,0.18899999999999997,7.13,2.57,2.31,1,0,1,41.060921,4699.0,4.63,-0.607,0.74,0.67,-0.12,0,3.47,0.9905298339229419,0.9863996345590617,0
2438,8.20395,0.075,7.32,2.61,2.26,1,0,1,41.80840300000001,5020.0,4.49,-0.642,0.81,0.85,0.01,0,4.37,0.9894469008211979,0.9848127414537575,0
2439,14.496481,0.109,4.66,2.0,3.2,1,0,1,41.80840300000001,5020.0,4.49,-0.642,0.81,0.85,0.01,0,4.37,0.9894946564998464,0.984899322229651,0
2440,5.7154419999999995,0.062,6.57,2.45,2.45,1,0,1,42.033958,5228.0,4.57,-0.398,0.83,0.84,0.01,0,4.79,0.9905903979896021,0.9856470253597232,0
2441,20.026218,0.142,4.62,1.99,3.22,1,0,1,42.033958,5228.0,4.57,-0.398,0.83,0.84,0.01,0,4.79,0.9906231076855593,0.985704941814833,0
2442,4.311792,0.05,8.05,2.76,2.1,1,0,1,42.301369,5554.0,4.58,-0.273,0.82,0.8,-0.17,0,4.79,0.9890326546575059,0.9838499633733039,0
2443,9.767292,0.087,4.86,2.05,3.1,1,0,1,42.301369,5554.0,4.58,-0.273,0.82,0.8,-0.17,0,4.79,0.9890927259788306,0.9839559038535007,0
2444,20.050401,0.14,15.2,2.31,6.78,1,0,1,42.301369,5554.0,4.58,-0.273,0.82,0.8,-0.17,0,4.79,0.9890746075393406,0.9839240654846382,0
2445,7.490189999999999,0.071,7.13,2.57,2.31,1,0,1,42.436317,5100.0,4.56,-0.426,0.86,0.8,0.05,0,3.63,0.9896946037103438,0.9843839646569017,0
2446,17.460812,0.124,225.6,2.18,120.0,1,0,1,42.436317,5100.0,4.56,-0.426,0.86,0.8,0.05,0,3.63,0.9883944928042426,0.9810884397068654,0
2447,36.277108,0.20199999999999999,21.6,3.03,4.27,1,0,1,42.436317,5100.0,4.56,-0.426,0.86,0.8,0.05,0,3.63,0.9896477062467984,0.9842991567325385,0
2448,3.21982106,6.1761086775078455,3.71,1.75,3.8,1,0,1,42.436317,5100.0,4.56,-0.426,0.86,0.8,0.05,0,3.63,0.9897497603083092,0.9844856363793112,0
2449,4.60182,0.052000000000000005,6.08,2.34,2.61,1,0,1,42.663429,5206.0,4.56,-0.49,0.9,0.83,0.01,0,4.57,0.9903038655735622,0.9855467792618011,0
2450,11.187161,0.095,2.86,1.5,4.66,1,0,1,42.663429,5206.0,4.56,-0.49,0.9,0.83,0.01,0,4.57,0.9903496612527102,0.9856289653790291,0
2451,3.33616,0.042,3.33,1.64,4.15,1,0,1,43.039291,5100.0,4.61,-0.441,0.84,0.77,0.05,0,4.27,0.9907473650605538,0.9862655816071442,0
2452,9.439452000000001,0.084,15.7,4.09,1.26,1,0,1,43.039291,5100.0,4.61,-0.441,0.84,0.77,0.05,0,4.27,0.9904868876192227,0.9858002223183124,0
2453,20.477912,0.14,14.7,3.94,1.32,1,0,1,43.039291,5100.0,4.61,-0.441,0.84,0.77,0.05,0,4.27,0.9905124696800007,0.9858457307028785,0
2454,6.308205,0.066,9.38,3.02,1.87,1,0,1,43.581356,5190.0,4.57,-0.424,0.9,0.83,0.2,0,2.34,0.9839181029932605,0.9727948719734378,0
2455,16.239494,0.12300000000000001,15.6,4.07,1.27,1,0,1,43.581356,5190.0,4.57,-0.424,0.9,0.83,0.2,0,2.34,0.983771080860106,0.9725249678832704,0
2456,3.306539,0.035,1.32,1.09,5.6,1,0,1,43.658524,3568.0,4.78,-1.308,0.4,0.48,-0.34,0,3.09,0.9833918968897983,0.9800143364088117,0
2457,7.113702,0.057999999999999996,2.89,1.51,4.61,1,0,1,43.658524,3568.0,4.78,-1.308,0.4,0.48,-0.34,0,3.09,0.9833828532335804,0.9799964477572387,0
2458,15.368459,0.09699999999999999,3.09,1.57,4.39,1,0,1,43.658524,3568.0,4.78,-1.308,0.4,0.48,-0.34,0,3.09,0.9833806381062644,0.9799921685836935,0
2459,6.238297,0.068,8.7,2.748,2.32,1,0,1,39.487894,6270.0,4.28,0.391,1.19,1.31,-0.04,0,11.0,0.9574126631287588,0.9155540967187369,0
2460,12.7207,0.11,15.2,5.2170000000000005,0.588,1,0,1,39.487894,6270.0,4.28,0.391,1.19,1.31,-0.04,0,11.0,0.9570611975221186,0.9150936808924516,0
2461,122.4,6.1761086775078455,71.9,10.0,0.395,0,0,1,39.487894,6270.0,4.28,0.391,1.19,1.31,-0.04,0,11.0,0.7754836818954043,0.8552579728203,1
2462,4.148141000000001,0.048,1.51,1.13,5.75,1,0,1,44.141953,5160.0,4.57,-0.467,0.83,0.81,0.02,0,5.13,0.9897894256931961,0.9843933357739933,0
2463,7.156803999999999,0.069,5.82,2.28,2.7,1,0,1,44.141953,5160.0,4.57,-0.467,0.83,0.81,0.02,0,5.13,0.9897423147137111,0.9843104925320739,0
2464,17.648312,0.127,5.39,2.18,2.86,1,0,1,44.141953,5160.0,4.57,-0.467,0.83,0.81,0.02,0,5.13,0.9897493762461307,0.9843228561052302,0
2465,4.790936,0.053,2.33,1.33,5.44,1,0,1,44.105865,5526.0,4.49,-0.237,0.95,0.89,-0.02,0,3.63,0.9885042484874256,0.9824847658204097,0
2466,16.514043,0.122,8.1,2.77,2.09,1,0,1,44.105865,5526.0,4.49,-0.237,0.95,0.89,-0.02,0,3.63,0.9884140832354626,0.9823195077929002,0
2467,30.133001,0.182,8.1,2.77,2.09,1,0,1,44.105865,5526.0,4.49,-0.237,0.95,0.89,-0.02,0,3.63,0.9884140859277876,0.9823195106275546,0
2468,99.64016099999999,0.40399999999999997,8.1,2.77,2.09,1,0,1,44.105865,5526.0,4.49,-0.237,0.95,0.89,-0.02,0,3.63,0.9884140942002909,0.9823195193065962,0
2469,6.668391000000001,0.057999999999999996,2.04,1.23,6.02,1,0,1,44.545963,4208.0,4.72,-0.8370000000000001,0.7,0.55,-0.13,0,3.47,0.9902029476665716,0.9866787726323761,0
2470,10.848463,0.08,5.27,2.15,2.91,1,0,1,44.545963,4208.0,4.72,-0.8370000000000001,0.7,0.55,-0.13,0,3.47,0.9901631891183905,0.986604400768731,0
2471,3.783986,0.046,3.29,1.63,4.17,1,0,1,44.858089,5208.0,4.59,-0.417,0.85,0.79,0.03,0,4.57,0.9901364973426328,0.9853823864495269,0
2472,10.281951,0.08900000000000001,7.51,2.65,2.22,1,0,1,44.858089,5208.0,4.59,-0.417,0.85,0.79,0.03,0,4.57,0.9900696799388935,0.9852633203180424,0
2473,18.119869,0.13,10.2,3.17,1.76,1,0,1,44.858089,5208.0,4.59,-0.417,0.85,0.79,0.03,0,4.57,0.9900133396795467,0.9851635319744637,0
2474,5.826662000000001,0.064,14.3,3.87,1.36,1,0,1,45.816504,5957.0,4.52,-0.131,0.93,0.91,-0.06,0,3.98,0.9881595991905338,0.9818389150468564,0
2475,12.412183,0.105,3.2,2.15,1.77,1,0,1,45.816504,5957.0,4.52,-0.131,0.93,0.91,-0.06,0,3.98,0.9883593280203651,0.9821961184919799,0
2476,18.746477,0.139,6.8,2.5,2.39,1,0,1,45.816504,5957.0,4.52,-0.131,0.93,0.91,-0.06,0,3.98,0.9883328379202653,0.9821488494855555,0
2477,5.714606,0.063,3.02,1.55,4.46,1,0,1,45.976841,5573.0,4.52,-0.229,0.9,0.93,0.02,0,4.37,0.9888161464818781,0.9832865136828738,0
2478,9.946047,0.092,9.22,2.99,1.9,1,0,1,45.976841,5573.0,4.52,-0.229,0.9,0.93,0.02,0,4.37,0.9887113746444465,0.9830993976461883,0
2479,1.04562266,6.1761086775078455,2.3,1.32,5.5,1,0,1,45.976841,5573.0,4.52,-0.229,0.9,0.93,0.02,0,4.37,0.9888213339456402,0.9832964210321684,0
2480,1.620493,0.027000000000000003,3.15,1.59,4.31,1,0,1,46.097389,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,0,9.55,0.9660481290873176,0.9357566213090694,0
2481,3.3880199999999996,0.045,5.27,2.15,2.91,1,0,1,46.097389,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,0,9.55,0.9660244966789976,0.9357240034867157,0
2482,5.8391720000000005,0.064,6.71,2.48,2.42,1,0,1,46.097389,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,0,9.55,0.966003366811409,0.9356943153411141,0
2483,10.681572000000001,0.096,6.12,2.35,2.59,1,0,1,46.097389,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,0,9.55,0.966012326437808,0.9357069324760746,0
2484,2.3826669999999996,0.034,7.32,2.61,2.26,1,0,1,46.023269,5180.0,4.36,-0.438,0.85,1.04,0.04,0,4.79,0.9860848829494331,0.9800238104866208,0
2485,6.581484,0.066,25.2,5.41,0.875,1,0,1,46.023269,5180.0,4.36,-0.438,0.85,1.04,0.04,0,4.79,0.9856024093653628,0.9791685094554915,0
2486,24.664551,0.16,21.7,4.95,0.983,1,0,1,46.023269,5180.0,4.36,-0.438,0.85,1.04,0.04,0,4.79,0.9857120773411423,0.9793625223807999,0
2487,13.197220000000002,0.10300000000000001,15.5,4.06,1.27,1,0,1,46.57933,4942.0,4.44,-0.625,0.82,0.92,0.1,0,3.63,0.9857851342614989,0.9796736757933824,0
2488,33.653079,0.193,12.7,3.61,1.48,1,0,1,46.57933,4942.0,4.44,-0.625,0.82,0.92,0.1,0,3.63,0.9858579055433148,0.9798066393487004,0
2489,8.115317,0.079,8.25,2.8,2.07,1,0,1,46.615005,5938.0,4.53,-0.156,0.93,0.9,-0.03,0,4.47,0.9885349860697932,0.9824970344537602,0
2490,36.924931,0.217,7.75,2.7,2.16,1,0,1,46.615005,5938.0,4.53,-0.156,0.93,0.9,-0.03,0,4.47,0.988544978756904,0.9825146968104205,0
2491,12.28,0.08551,5.12,2.78,1.26,1,0,1,46.56654,3914.0,4.68,-1.033,0.54,0.51,-0.13,0,2.95,0.9876952398682216,0.9827311412707981,0
2492,17.2559,0.10725,6.2,2.72,1.61,1,0,1,46.56654,3914.0,4.68,-1.033,0.54,0.51,-0.13,0,2.95,0.9877019079507732,0.9827437728538458,0
2493,3.5439190000000003,0.039,1.24,1.07,5.56,1,0,1,46.56654,3914.0,4.68,-1.033,0.54,0.51,-0.13,0,2.95,0.9877947745804381,0.98292018781178,0
2494,46.827915000000004,0.22,6.39,2.41,2.51,1,0,1,46.56654,3914.0,4.68,-1.033,0.54,0.51,-0.13,0,2.95,0.9877320910747338,0.9828006399026646,0
2495,8.187399000000001,0.075,4.7,2.01,3.18,1,0,1,38.014122,5250.0,4.49,-0.152,0.92,0.86,0.03,0,4.47,0.990496005781573,0.9854792902115486,0
2496,76.050178,0.332,3.68,1.74,3.84,1,0,1,38.014122,5250.0,4.49,-0.152,0.92,0.86,0.03,0,4.47,0.9905101430995878,0.98550469028065,0
2497,10.381227,0.08800000000000001,5.39,2.18,2.86,1,0,1,37.609184,5098.0,4.56,-0.478,0.85,0.79,0.04,0,3.98,0.9912758642410611,0.9867728971805475,0
2498,24.570857999999998,0.156,4.66,2.0,3.2,1,0,1,37.609184,5098.0,4.56,-0.478,0.85,0.79,0.04,0,3.98,0.9912876703146111,0.9867944471011653,0
2499,13.060855,0.10800000000000001,2.42,1.36,5.29,1,0,1,37.252649,5841.0,4.54,-0.226,1.03,0.88,0.0,0,3.55,0.9906297520939716,0.9844404775602891,0
2500,21.853722,0.152,3.33,1.64,4.15,1,0,1,37.252649,5841.0,4.54,-0.226,1.03,0.88,0.0,0,3.55,0.9906209970186014,0.9844242450875501,0
2501,16.568087,0.12,7.61,2.67,2.2,1,0,1,37.567794,5265.0,4.58,-0.476,0.89,0.79,0.02,0,4.27,0.991697258254058,0.9871800245215236,0
2502,47.332772999999996,0.242,6.66,2.47,2.43,1,0,1,37.567794,5265.0,4.58,-0.476,0.89,0.79,0.02,0,4.27,0.9917158841043207,0.9872134932779083,0
2503,40.806231,0.249,11.1,3.33,1.65,1,0,1,37.376246,6158.0,4.15,0.638,1.46,1.55,0.2,0,2.57,0.9770239631203201,0.9625514297333387,0
2504,140.10126100000002,0.5660000000000001,8.4,2.83,2.04,1,0,1,37.376246,6158.0,4.15,0.638,1.46,1.55,0.2,0,2.57,0.977081753950485,0.9626566393832521,0
2505,6.846261999999999,0.069,4.12,1.86,3.52,1,0,1,41.24482,5835.0,4.33,-0.022,0.98,1.1,-0.14,0,5.25,0.9855006303086042,0.9777844118666398,0
2506,17.028937,0.127,7.41,2.63,2.24,1,0,1,41.24482,5835.0,4.33,-0.022,0.98,1.1,-0.14,0,5.25,0.9854423519961483,0.9776827247530321,0
2507,43.130617,0.23600000000000002,6.76,2.49,2.41,1,0,1,41.24482,5835.0,4.33,-0.022,0.98,1.1,-0.14,0,5.25,0.9854555311023744,0.9777056737798381,0
2508,67.831024,0.319,7.22,2.59,2.28,1,0,1,41.24482,5835.0,4.33,-0.022,0.98,1.1,-0.14,0,5.25,0.9854462367095775,0.9776894803094336,0
2509,6.61833,0.071,6.71,2.48,2.42,1,0,1,44.166916,5885.0,4.45,-0.033,0.91,1.03,-0.05,0,4.79,0.9879252472383622,0.981450821382738,0
2510,107.723601,0.457,14.4,3.89,1.34,1,0,1,44.166916,5885.0,4.45,-0.033,0.91,1.03,-0.05,0,4.79,0.9877478640179712,0.9811399799031225,0
2511,3.353728,0.037000000000000005,37.9,1.98,26.8,1,0,1,47.157461,4258.0,4.73,-1.212,0.56,0.56,-0.18,0,3.31,0.9871607283617541,0.9829782612765114,0
2512,6.87745,0.06,5.18,2.13,2.95,1,0,1,47.157461,4258.0,4.73,-1.212,0.56,0.56,-0.18,0,3.31,0.9872001121559102,0.9830886468058855,0
2513,28.464515000000002,0.154,5.77,2.27,2.71,1,0,1,47.157461,4258.0,4.73,-1.212,0.56,0.56,-0.18,0,3.31,0.9871896309190595,0.9830690034711305,0
2514,25.934138,0.18,7.04,2.55,2.33,1,0,1,38.055075,6081.0,4.29,0.284,1.13,1.27,0.06,0,3.8,0.9856524199041478,0.9775283562576983,0
2515,83.446393,0.391,11.4,3.38,1.62,1,0,1,38.055075,6081.0,4.29,0.284,1.13,1.27,0.06,0,3.8,0.9855577620038155,0.9773580075668938,0
2516,5.326718,0.061,6.66,2.47,2.43,1,0,1,41.775967,5847.0,4.5,0.37,0.92,0.96,0.02,0,4.57,0.9890077916477016,0.9826655353533627,0
2517,8.127899000000001,0.081,3.5,1.69,3.98,1,0,1,41.775967,5847.0,4.5,0.37,0.92,0.96,0.02,0,4.57,0.9890554250252296,0.9827491543762087,0
2518,15.3348,0.11800000000000001,2895.31,4.0,4.3812565360303335,1,0,1,41.085876,5400.0,5.4,-0.354,0.65,0.59,0.41,1,1.62,0.8678302231773509,0.9227850486334466,0
2519,31.3309,0.191,4385.87,4.9,4.3812565360303335,1,0,1,41.085876,5400.0,5.4,-0.354,0.65,0.59,0.41,1,1.62,0.8677193485832985,0.922534376892396,0
2520,11.476094,0.107,4.7,2.01,3.18,1,0,1,44.422302,6067.0,4.2,0.3,1.17,1.46,0.07,0,3.72,0.9821872495372926,0.9730826690211334,0
2521,25.262887,0.18,3.78,1.77,3.75,1,0,1,44.422302,6067.0,4.2,0.3,1.17,1.46,0.07,0,3.72,0.982199700693416,0.9731054292569378,0
2522,10.43547805,0.055999999999999994,2.04,1.23,6.02,1,0,1,44.284233,5555.0,4.52,-0.259,0.9,0.87,-0.13,0,4.57,0.9885420403453535,0.9833265184227226,0
2523,7.41086267,0.071,0.809,0.95,5.18,1,0,1,44.284233,5555.0,4.52,-0.259,0.9,0.87,-0.13,0,4.57,0.9885440040104925,0.9833303603632824,0
2524,5.24972541,6.1761086775078455,0.21899999999999997,0.66,4.19,1,0,1,44.284233,5555.0,4.52,-0.259,0.9,0.87,-0.13,0,4.57,0.9885403181302816,0.9833246508422027,0
2525,2.9713529999999997,0.038,78.0,1.43,147.0,1,0,1,47.59383,5297.0,4.43,-0.027000000000000003,0.97,0.93,0.1,0,4.9,0.9844790697033328,0.9755594455562473,0
2526,6.057342,0.061,97.8,1.79,93.7,1,0,1,47.59383,5297.0,4.43,-0.027000000000000003,0.97,0.93,0.1,0,4.9,0.9856449774590349,0.9783906558855524,0
2527,10.937304,0.091,5.69,2.25,2.74,1,0,1,47.59383,5297.0,4.43,-0.027000000000000003,0.97,0.93,0.1,0,4.9,0.9863696474318113,0.9801720913906339,0
2528,2.936532,0.037000000000000005,2.86,1.5,4.66,1,0,1,47.697758,5626.0,4.51,-0.3720000000000001,0.94,0.81,0.01,0,4.68,0.9880653998306451,0.982297337201117,0
2529,8.014927,0.073,4.58,1.98,3.24,1,0,1,47.697758,5626.0,4.51,-0.3720000000000001,0.94,0.81,0.01,0,4.68,0.9880447173924489,0.9822603601180465,0
2530,11.634788,0.10099999999999999,2.99,1.54,4.5,1,0,1,38.477274,6023.0,4.44,0.159,1.08,1.01,0.07,0,3.63,0.9881224931955288,0.9807219463977265,0
2531,33.197860999999996,0.204,4.04,1.84,3.56,1,0,1,38.477274,6023.0,4.44,0.159,1.08,1.01,0.07,0,3.63,0.9881102348668025,0.980699533928379,0
2532,10.300682,0.098,6.08,2.34,2.61,1,0,1,38.514927,6165.0,4.23,0.421,1.16,1.38,0.0,0,3.31,0.9838267059086062,0.9741722001371885,0
2533,16.088134,0.132,11.4,3.38,1.62,1,0,1,38.514927,6165.0,4.23,0.421,1.16,1.38,0.0,0,3.31,0.9837119892251444,0.9739633838648373,0
2534,35.676062,0.22399999999999998,11.1,3.33,1.65,1,0,1,38.514927,6165.0,4.23,0.421,1.16,1.38,0.0,0,3.31,0.9837189380021114,0.9739759949644631,0
2535,14.12841,0.11900000000000001,8.6,2.87,2.0,1,0,1,39.036326,6105.0,4.45,-0.117,1.02,1.05,0.02,0,3.8,0.9888446866791367,0.9819995703151766,0
2536,31.884,6.1761086775078455,16.6,2.9,3.74,1,0,1,39.036326,6105.0,4.45,-0.117,1.02,1.05,0.02,0,3.8,0.9888415238838576,0.9819948960882685,0
2537,48.648,6.1761086775078455,16.3,2.8,4.08,1,0,1,39.036326,6105.0,4.45,-0.117,1.02,1.05,0.02,0,3.8,0.9888524501324529,0.9820146277762598,0
2538,17.324,6.1761086775078455,87.3,2.92,19.3,1,0,1,39.077209,5946.0,4.08,0.516,1.21,1.65,0.1,0,4.07,0.980368981048879,0.9707653440274622,0
2539,33.006,6.1761086775078455,64.2,3.36,9.3,1,0,1,39.077209,5946.0,4.08,0.516,1.21,1.65,0.1,0,4.07,0.980333328080351,0.9707147026519019,0
2540,30.160546000000004,0.207,15.6,4.07,1.27,1,0,1,38.702235,4991.0,3.62,0.62,1.3,2.94,0.19,0,7.76,0.9592083455349841,0.9347832751559623,0
2541,51.078775,0.294,12.6,3.59,1.5,1,0,1,38.702235,4991.0,3.62,0.62,1.3,2.94,0.19,0,7.76,0.9592795989718627,0.9348951473972935,0
