rowid,fpl_orbper,fpl_smax,fpl_bmasse,fpl_rade,fpl_dens,fpl_tranflag,fpl_cbflag,fpl_snum,dec,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_metratio,fst_age,cos_simil,weighted_simil,cluster
599,85.5073,0.3374,14.03,3.83,1.37,0,0,2,-28.783834,5256.0,4.37,-0.31,0.7,0.83,-0.11,0,4.236718483690839,0.7799237642682916,0.8559743151682417,1
600,597.0643,1.3649,472.83,13.6,1.03,0,0,2,-28.854071,5790.0,4.38,0.107,1.07,1.11,-0.06,0,5.53,0.7697757533909925,0.846182166142157,1
601,160.07,0.586,177.9848,14.2,0.342,0,0,1,-26.02656,5726.0,4.48,-0.11,1.05,0.89,0.14,0,1.36,0.7895040491852904,0.8878036171619696,1
602,1155.7,2.112,232.0159,14.0,0.465,0,0,1,-26.02656,5726.0,4.48,-0.11,1.05,0.89,0.14,0,1.36,0.7897295769127027,0.8881435431812663,1
603,18.315,0.1207,2.7,1.45,4.87,0,0,1,-43.069782,5401.0,4.22,-0.163,0.7,0.92,-0.4,0,5.76,0.7867206708482766,0.892831650967921,1
604,40.114000000000004,0.2036,2.4,1.35,5.36,0,0,1,-43.069782,5401.0,4.22,-0.163,0.7,0.92,-0.4,0,5.76,0.7867266897848296,0.8928388307425125,1
605,90.309,0.3499,4.8,2.04,3.11,0,0,1,-43.069782,5401.0,4.22,-0.163,0.7,0.92,-0.4,0,5.76,0.7866611814932486,0.8927581465688571,1
606,147.02,0.509,4.77,2.03,3.13,0,0,1,-43.069782,5401.0,4.22,-0.163,0.7,0.92,-0.4,0,5.76,0.7866625272574604,0.8927598241115178,1
607,130.08,0.524,165.265,14.2,0.317,0,0,1,-37.763622,6067.0,4.33,0.244,1.13,1.2,0.022,0,3.96,0.7893947090133784,0.8983276103287242,1
608,875.5,2.1,3146.4,12.5,8.85,0,0,1,21.239859,4035.0,1.4,2.863,1.6,51.1,-0.09,0,2.0,0.5332128208290653,0.5484257693084523,1
609,380.85001,0.95,397.2875,13.7,0.8490000000000001,0,0,1,-33.730103,4802.0,4.26,-0.556,0.39,0.76,0.05,0,4.5,0.7955206105133894,0.9058949486585645,1
610,352.7,1.05,444.962,13.6,0.972,0,0,1,19.020302,4860.0,3.13,1.09,1.25,4.98,0.21,0,4.236718483690839,0.7591131428541759,0.8594356493828189,1
611,3.52474859,0.04707,232.0159,15.581,0.36200000000000004,1,0,1,18.884319,6091.0,4.45,0.232,1.23,1.19,0.01,0,3.1,0.9837514298286701,0.9707474537761351,0
612,649.918,1.4869999999999999,153.1,14.3,0.28800000000000003,0,0,1,-41.224892,5790.0,4.354839473684218,0.056,1.04,1.06,0.011107881644409444,0,4.236718483690839,0.788139454446815,0.8979150232703117,1
613,442.19,1.13,410.0007,13.6,0.8959999999999999,0,0,1,-7.548653999999999,5538.0,4.38,0.0,1.01,1.07,0.22,0,12.0,0.75673246638591,0.8303270259004757,1
614,354.1,1.148,574.63664,13.4,1.31,0,0,1,16.04055,4951.0,3.28,1.121,1.61,4.92,0.04,0,2.1,0.7663794121505576,0.8605860521716979,1
615,1558.0,2.656,212.9461,14.0,0.426,0,0,1,61.134438,5652.0,4.354839473684218,0.07,1.03,1.13,0.17,0,4.236718483690839,0.7984803802461353,0.9074502959060247,1
616,25.201,0.14300000000000002,13.0,3.66,1.46,0,0,1,-54.560619,4127.0,4.354839473684218,-1.065,0.61,0.57,0.011107881644409444,0,4.236718483690839,0.7877787709454199,0.9052236889379998,1
617,2.24571,0.03,162.0933,14.2,0.311,0,0,2,-77.717926,6239.0,4.5,0.281,1.55,1.16,0.18,0,1.0,0.7005158362214079,0.7683325522537168,1
618,380.7,1.19,759.6137,13.3,1.77,0,0,1,-17.263659,5003.0,3.31,1.063,1.56,5.27,0.13,0,1.92,0.7567086798973077,0.8511064538628096,1
619,882.7000099999999,1.89,1773.4914,12.8,4.65,0,0,1,-49.43327,5979.0,4.27,0.429,1.57,1.51,0.15,0,4.6,0.7724288016001304,0.8838882178421577,1
620,84.288,0.36200000000000004,65.9,9.52,0.42,0,0,1,-30.617809,5605.0,4.51,-0.266,0.89,0.78,-0.26,0,4.236718483690839,0.806487319913449,0.9169805858818708,1
621,1854.4,3.23,6451.9490000000005,12.1,20.0,0,0,1,31.787594,5933.0,4.05,0.67,1.31,2.04,0.14,0,4.34,0.7997946630888881,0.9070919813367403,1
622,5.75999,0.057638,1.819,1.19,5.93,0,0,1,-6.400821,4935.0,4.4,-0.523,0.77,0.73,-0.1,0,4.236718483690839,0.8226782477009831,0.9352387825814147,1
623,7.282430000000001,0.067393,1.72,1.17,5.9,0,0,1,-6.400821,4935.0,4.4,-0.523,0.77,0.73,-0.1,0,4.236718483690839,0.8226788504747796,0.9352396361848322,1
624,10.864989999999999,0.08799,2.801,1.48,4.75,0,0,1,-6.400821,4935.0,4.4,-0.523,0.77,0.73,-0.1,0,4.236718483690839,0.8226657218635252,0.935221173918084,1
625,25.1967,0.15417,2.877,1.51,4.59,0,0,1,-6.400821,4935.0,4.4,-0.523,0.77,0.73,-0.1,0,4.236718483690839,0.82266393912995,0.9352186298572164,1
626,3.93404,0.05,6.3566,2.4,2.53,0,0,1,-56.599533,5110.0,4.4,-0.342,0.67,0.85,0.2,0,7.0,0.7651599789074213,0.8737609464596294,1
627,567.94,1.2819999999999998,104.3,12.5,0.293,0,0,1,-56.599533,5110.0,4.4,-0.342,0.67,0.85,0.2,0,7.0,0.7600476286243857,0.8669562923402617,1
628,1311.0,2.56,400.4,13.7,0.856,0,0,1,-48.598286,5999.0,4.15,0.557,1.3,1.8,0.244,0,3.0,0.7628731836372247,0.871673493592199,1
629,1334.28,2.497,706.5360900000002,13.3,1.65,0,0,1,-70.073708,5909.0,4.19,0.37,1.17,1.39,0.2,0,4.75,0.7422369335180999,0.8568044305704212,1
630,148.60001,0.61,333.7215,13.8,0.698,0,0,1,44.477753,4639.0,2.36,1.5590000000000002,0.81,9.83,-0.17,0,3.8,0.7024483611062174,0.7900830186826151,1
631,118.45,0.46,181.1631,14.1,0.355,0,0,1,-26.658764,5399.0,4.37,-0.15,0.74,0.93,0.27,0,1.0,0.7781915739108658,0.8740350543234768,1
632,22.6786,0.1455,8.23,2.8,2.06,0,0,1,-58.32368100000001,5430.0,4.37,-0.208,0.8,0.91,0.0,0,4.236718483690839,0.7799817409926086,0.8960821583850942,1
633,53.7357,0.2586,17.37,4.34,1.17,0,0,1,-58.32368100000001,5430.0,4.37,-0.208,0.8,0.91,0.0,0,4.236718483690839,0.7795769822305813,0.8955063508629207,1
634,7.1268199999999995,0.08,413.17900000000003,13.6,0.903,0,0,1,-2.395385,5622.0,4.34,0.1,1.0,1.11,0.36,0,5.84,0.7937648418190796,0.9021129183025075,1
635,4270.0,5.32,826.32,13.2,1.97,0,0,1,-2.395385,5622.0,4.34,0.1,1.0,1.11,0.36,0,5.84,0.7940968155568798,0.9025946319622136,1
636,7.78993,0.0695,3.7,0.892,31.93,1,0,1,-63.4991,4640.0,4.61,-0.6859999999999999,0.73,0.69,0.003,0,3.8,0.9545881592479241,0.9522161618994684,0
637,1319.0,2.38,4131.62,12.3,12.2,0,0,2,-0.429622,5966.0,4.35,0.276,1.02,1.27,-0.135,0,7.6,0.7744017067833163,0.8466198131271637,1
638,3501.3,4.56,6865.128000000001,12.1,21.3,0,0,1,58.875927,5544.0,4.354839473684218,0.1,1.03,1.21,0.26,0,7.59,0.7941104255439094,0.8974045394772734,1
639,225.7,0.69,63.566,9.32,0.431,0,0,1,-2.260742,4730.0,4.46,-0.458,0.76,0.85,0.28,0,8.5,0.7913061334696119,0.8882696484937647,1
640,5501.0,6.22,3302.11,12.5,9.29,0,0,1,-62.700005,5362.0,4.0,0.425,1.05,1.91,-0.13,0,8.9,0.7304875863638084,0.8208002237158142,1
641,3.092926,0.03876,4.74,1.602,6.34,1,0,1,57.168354,4699.0,4.57,-0.5770000000000001,0.81,0.78,0.11,0,11.0,0.9605809971351594,0.9247390535510693,0
642,6.7645800000000005,0.0653,4.36,1.511,6.95,1,0,1,57.168354,4699.0,4.57,-0.5770000000000001,0.81,0.78,0.11,0,11.0,0.9605829496703372,0.9247413398224692,0
643,46.858999999999995,0.237,16.17,1.61,4.3812565360303335,0,0,1,57.168354,4699.0,4.57,-0.5770000000000001,0.81,0.78,0.11,0,11.0,0.7827782528279671,0.8679131313769851,1
644,22.717,0.1463,7.3,1.31,4.3812565360303335,0,0,1,57.168354,4699.0,4.57,-0.5770000000000001,0.81,0.78,0.11,0,11.0,0.7827837791552681,0.8679184906642502,1
645,94.2,0.3753,10.80622,3.28,1.68,0,0,1,57.168354,4699.0,4.57,-0.5770000000000001,0.81,0.78,0.11,0,11.0,0.7826617890994149,0.8677748353393133,1
646,2247.0,3.11,108.0622,12.7,0.29,0,0,1,57.168354,4699.0,4.57,-0.5770000000000001,0.81,0.78,0.11,0,11.0,0.7793676639445112,0.8637100784737192,1
647,2093.3,3.2,317.83,13.8,0.665,0,0,1,56.730328,4820.0,3.51,0.62,1.0,2.9,-0.04,0,7.233,0.7681876774165092,0.8661323006827922,1
648,6.03607,0.06356,16.6,4.71,0.87,1,0,1,-56.903786,5527.0,4.4,-0.028,0.92,1.03,0.04,0,10.0,0.9311941315530197,0.8922920687215611,0
649,3.83492,0.0507,20.97678,4.85,1.01,0,0,1,18.64572,5807.0,4.17,0.42,1.18,1.61,0.18,0,5.69,0.8063581659129666,0.9147360988512173,1
650,4682.0,5.79,4640.318,12.3,13.7,0,0,1,18.64572,5807.0,4.17,0.42,1.18,1.61,0.18,0,5.69,0.8022884419107015,0.9088486982050711,1
651,672.09998,1.6,5288.6912,12.2,16.0,0,0,1,61.97012700000001,3787.0,1.3,2.894,2.2,54.92,-0.25,0,4.5,0.5309846647936675,0.5600635631012405,1
652,2266.4,3.3960000000000004,355.33394,13.7,0.759,0,0,1,-20.61603,5921.0,4.36,0.173,1.02,1.07,-0.07,0,4.586,0.8041747813555974,0.911772253273309,1
653,3724.7,4.94,460.8,13.6,1.01,0,0,1,8.643844999999999,5940.0,4.24,0.498,1.16,1.68,0.09,0,4.4,0.8062141542907119,0.9137890063395846,1
654,218.47,0.74,1010.6994,13.1,2.47,0,0,1,56.88652800000001,5960.0,4.24,0.35700000000000004,1.13,1.42,-0.17,0,4.236718483690839,0.796419947347037,0.9053994279227549,1
655,456.1,1.25,982.05,13.1,2.4,0,0,1,-58.209732,6304.0,4.43,0.22,1.25,1.21,-0.03,0,1.3,0.7626795047234991,0.8617968818248717,1
656,14.2767,0.1228,60.5,9.17,0.431,1,0,1,-21.801424,5080.0,3.58,0.7120000000000001,1.21,2.94,-0.08,0,4.9,0.9600535625822608,0.946050916177441,0
657,22482.0,18.5,3082.9509999999996,12.5,8.67,0,0,1,-77.38533000000002,5830.0,4.08,0.603,1.67,2.0,0.29,0,4.236718483690839,0.723506231030712,0.8396663519693519,1
658,1173.0,2.306,511.7063,13.5,1.14,0,0,1,63.155483,5620.0,4.05,0.422,1.19,1.85,0.29,0,6.2,0.7865547388834638,0.8926736596275686,1
659,871.0,1.83,495.8148,13.5,1.11,0,0,1,-70.903358,4806.0,3.31,0.929,1.07,4.1,0.05,0,4.236718483690839,0.7116745026294896,0.820545013744448,1
660,3999.0,5.14,673.7996,13.4,1.54,0,0,1,48.996521,5701.0,3.99,0.509,1.21,1.85,-0.18,0,7.854,0.7825980898615165,0.8794339568652147,1
661,572.38,1.34,2660.2371,12.6,7.31,0,0,1,-5.985757,5790.0,4.38,0.115,1.12,1.13,0.01,0,10.24,0.776614078451422,0.8576400547639412,1
662,1189.1,2.28,1897.4451,12.8,4.97,0,0,1,-61.586773,6097.0,4.19,0.47,1.34,1.54,0.27,0,2.0,0.7443653453827697,0.8501847798275031,1
663,26.6904,0.191,222.481,14.0,0.446,0,0,1,-22.428114,5894.0,4.18,0.61,1.31,1.93,0.27,0,4.12,0.7852085595782543,0.8942543841664572,1
664,528.07,1.167,4338.2,12.3,12.8,0,0,1,31.826290000000004,5027.0,4.6,-0.476,0.75,0.74,-0.37,0,4.8,0.8076589024862556,0.9189689807606757,1
665,730.59998,1.6,829.5363,13.2,1.98,0,0,1,-52.915836,5974.0,4.43,0.133,1.12,1.07,-0.13,0,2.0,0.7753931582697812,0.8797265437905193,1
666,1211.17,2.37,485.32641,13.5,1.08,0,0,1,-60.07784300000001,5843.0,4.15,0.452,1.21,1.49,0.29,0,4.508,0.7495791038246289,0.8631040760416921,1
667,141.63,0.5670000000000001,359.1479,13.7,0.768,0,0,1,16.474291,6101.0,4.37,0.47,1.21,1.53,0.05,0,3.43,0.8092766899054351,0.9159455610051063,1
668,192.0,0.747,2089.644,12.7,5.61,0,0,1,53.56823000000001,4791.0,2.55,1.75,1.5,10.9,-0.36,0,2.4,0.6972739617841618,0.7820823478025505,1
669,17.667,0.121,17.92,4.42,1.14,1,0,1,-62.767075,4826.33,4.354839473684218,-0.636,0.75,0.73,0.011107881644409444,0,4.236718483690839,0.9520419639328578,0.9487364337945742,0
670,29.625,0.17,17.18,4.31,1.18,1,0,1,-62.767075,4826.33,4.354839473684218,-0.636,0.75,0.73,0.011107881644409444,0,4.236718483690839,0.9520685610150836,0.9487858908683993,0
671,1561.0,2.77,2870.0049,12.5,8.07,0,0,1,40.530636,6040.0,4.23,0.46,1.47,1.53,0.28,0,5.68,0.7987585956412097,0.9062425802671409,1
672,4100.0,5.7,1906.98,12.8,5.0,0,0,1,59.253857,4769.0,2.37,1.85,1.47,12.73,-0.25,0,4.236718483690839,0.6918231776509193,0.779350242015231,1
673,501.75,1.16,1655.82,12.8,4.34,0,0,1,57.029456,4297.0,2.31,1.55,0.82,25.46,-0.18,0,5.085,0.6768060770153466,0.7521701261673718,1
674,745.7000099999999,1.92,5050.3187,12.2,15.3,0,0,1,58.04324,3926.0,1.67,3.095,8.76,71.23,-0.25,0,4.42,0.5119817344526709,0.5268647673924033,1
675,3668.0,4.92,1226.8238,13.0,3.07,0,0,1,17.476366,5802.0,4.26,0.276,1.11,1.3,0.19,0,6.68,0.8009726488526878,0.9045099079479728,1
676,535.59998,1.29,4096.8287,12.3,12.1,0,0,1,74.08003199999997,4052.0,1.44,2.546,1.61,40.0,-0.49,0,9.0,0.556070658459678,0.6139378148718476,1
677,2.0455,0.034,11.8,3.46,1.57,0,0,1,-70.024101,6034.0,4.354839473684218,0.377,1.22,1.41,0.011107881644409444,0,4.236718483690839,0.7589822355075831,0.8758320536493033,1
678,6019.32,6.19,1423.8784,12.9,3.64,0,0,1,-20.267792,5160.0,4.4,-0.384,0.86,0.83,0.04,0,4.0,0.8070017457361063,0.9174298669536474,1
679,1802.29,2.971,290.81445,13.9,0.595,0,0,1,-65.186676,6125.0,4.26,0.302,1.08,1.23,-0.12,0,4.802,0.7582274943482574,0.8691635656976766,1
680,3.4442,0.04,133.4886,14.3,0.251,0,0,3,-5.764002,5186.0,4.38,-0.292,0.77,0.94,0.13,0,1.0,0.7037217260715449,0.7014923782378691,1
681,4.12688,0.0568,371.8611,16.141,0.486,1,0,1,-76.304061,6801.0,4.21,0.6679999999999999,1.43,1.56,0.02,0,1.31,0.9142752121813399,0.8838659613909056,0
682,42.378,6.1761086775078455,8.47,2.84,2.03,0,0,1,-7.652871,5072.0,4.45,-0.34,0.78,0.87,-0.42,0,6.9,0.8014658916677109,0.9025212952641833,1
683,428.1,1.271,495.8,13.5,1.11,0,0,1,-59.302155000000006,4846.0,3.78,0.851,1.23,3.18,0.42,0,2.89,0.7262998424750697,0.8358901947745376,1
684,2198.14,3.242,474.83802,13.6,1.04,0,0,1,-41.960266,5737.0,4.46,0.043,0.94,0.92,-0.12,0,4.01,0.791894771438876,0.9018822783329925,1
685,18.02,0.125,211.35695,14.1,0.414,0,0,1,-59.410835,4894.0,4.08,-0.409,0.8,0.89,0.3,0,13.0,0.6909805494051388,0.7626948719430109,1
686,36.07,0.198,51.48846,8.24,0.506,0,0,1,-59.410835,4894.0,4.08,-0.409,0.8,0.89,0.3,0,13.0,0.6941459839833359,0.766026977333913,1
687,5174.0,5.4479999999999995,1721.04945,12.8,4.51,0,0,1,-59.410835,4894.0,4.08,-0.409,0.8,0.89,0.3,0,13.0,0.6918320376144894,0.763596992887517,1
688,379.0,1.02,1875.1970000000001,12.8,4.91,0,0,1,-10.550821,5662.0,4.42,0.016,1.02,1.03,0.23,0,2.5,0.7987903185601294,0.9049620736830705,1
689,1116.0,2.15,368.67,13.7,0.7879999999999999,0,0,1,-50.622192,5664.0,4.12,0.34,1.06,1.48,0.06,0,4.236718483690839,0.7718713723754386,0.8824255887020704,1
690,6.0881,0.06,311.4734,13.8,0.6509999999999999,0,0,1,15.335032,4503.0,4.67,-0.7190000000000001,0.82,0.69,0.13,0,0.625,0.8017343696460915,0.8940918537014938,1
691,8.7836,0.066,8.4,2.83,2.04,0,0,1,18.958172,3679.0,4.81,-1.472,0.45,0.45,0.15,0,3.62,0.8194577848147998,0.9341978225698455,1
692,380.2,1.18,490.09386,13.5,1.09,0,0,1,4.575287,4972.0,3.06,1.26,1.53,6.48,-0.21,0,1.8,0.7520492992162717,0.8406730911193833,1
693,1362.3,2.28,762.7919999999999,13.3,1.78,0,0,1,60.676197,5560.0,4.44,-0.174,0.85,0.85,-0.24,0,7.4,0.7906145971089126,0.8937719912989781,1
694,2443.0,3.43,772.3269,13.3,1.8,0,0,1,-2.277619,5505.0,4.41,-0.13699999999999998,0.84,0.95,-0.14,0,4.236718483690839,0.8143635665344633,0.9228036974544345,1
695,311.60001,1.23,435.4271,13.6,0.951,0,0,1,54.894985,4844.0,2.67,1.77,1.97,10.76,0.0,0,4.236718483690839,0.7223026984126258,0.8137616116186908,1
696,2527.83,3.7039999999999997,2740.33026,12.6,7.53,0,0,1,-58.02075600000001,5607.0,4.42,0.084,1.05,1.02,0.39,0,2.525,0.7503372539942089,0.8613491618917957,1
697,11613.0,9.89,2415.508,12.6,6.64,0,0,1,-58.02075600000001,5607.0,4.42,0.084,1.05,1.02,0.39,0,2.525,0.7503410491960245,0.8613568760569985,1
698,1157.0,2.34,387.7526,13.7,0.8290000000000001,0,0,1,-5.674045,5882.0,4.07,0.465,1.12,1.61,0.2,0,3.6,0.7947034033282626,0.90169222662307,1
699,1684.0,2.69,149.37,14.3,0.281,0,0,1,-28.419298,5400.0,4.37,-0.146,0.92,0.91,0.13,0,4.8,0.7948736229236689,0.9046552066307945,1
700,847.0,1.85,491.68301,13.5,1.1,0,0,1,-24.368839,4895.0,3.2,1.091,1.17,4.4,-0.14,0,3.8,0.7600822740340916,0.8602434527169059,1
701,466.0,1.26,197.0546,14.1,0.386,0,0,1,12.352201,6130.0,4.18,0.603,1.7,1.75,0.17,0,4.88,0.8012581653475026,0.9079463425507147,1
702,16.5535,0.1254,10.47,3.22,1.72,0,0,1,-23.24188,5898.0,4.45,0.079,0.96,1.07,-0.17,0,4.236718483690839,0.8126290638040813,0.9236770641419254,1
703,51.2053,0.2663,14.16,3.85,1.36,0,0,1,-23.24188,5898.0,4.45,0.079,0.96,1.07,-0.17,0,4.236718483690839,0.8124657538319304,0.9234482595282013,1
704,271.6737,0.8098,11.82,3.46,1.57,0,0,1,-23.24188,5898.0,4.45,0.079,0.96,1.07,-0.17,0,4.236718483690839,0.8125714052327192,0.923596293009114,1
705,0.959624,0.0186,5.02,1.7,5.6,1,0,1,4.381469,5528.0,4.53,-0.262,0.94,0.87,-0.02,0,4.236718483690839,0.9930586440755599,0.9892358979509766,0
706,29.83832,0.1841,9.8,2.86,1.97,1,0,1,4.381469,5528.0,4.53,-0.262,0.94,0.87,-0.02,0,4.236718483690839,0.9929587782909679,0.9890547175633845,0
707,8.509,0.07757,6.9,2.52,2.37,0,0,1,4.381469,5528.0,4.53,-0.262,0.94,0.87,-0.02,0,4.236718483690839,0.8225951557568307,0.9348061879102961,1
708,157.54,0.59,966.16,13.1,2.36,0,0,1,69.639404,4580.0,2.1,1.666,1.13,10.22,-0.15,0,5.83,0.6759087253569867,0.7619543145324855,1
709,2372.0,3.41,222.481,14.0,0.446,0,0,1,26.327963,5727.0,4.41,0.064,0.94,1.09,0.11,0,4.99,0.8098857695781202,0.9183436491000765,1
710,3.3877300000000004,0.04,152.5584,14.3,0.287,0,0,1,-49.963524,5000.0,4.26,-0.405,0.47,0.84,0.05,0,1.0,0.7688889108984814,0.8660360529302741,1
711,326.0,1.07,440.19455,13.6,0.9620000000000001,0,0,1,-13.986479999999998,4978.0,3.4,0.998,1.41,4.45,0.03,0,3.0,0.7711588013717138,0.8718898308223292,1
712,834.0,6.1761086775078455,1897.4451,12.8,4.97,0,0,1,-13.986479999999998,4978.0,3.4,0.998,1.41,4.45,0.03,0,3.0,0.7720616600351685,0.8732312217288158,1
713,18.1991,0.1508,104.56607,12.5,0.294,0,0,1,-26.797472,5935.0,4.12,0.64,1.38,1.97,0.35,0,3.63,0.7766396797313894,0.8860872250877462,1
714,388.0,1.1,2892.1,12.5,8.14,0,0,1,79.231148,6250.0,4.0,0.535,1.25,1.44,-0.12,0,3.0,0.7758899154791383,0.8805042565366631,1
715,551.40002,1.6,638.8383,13.4,1.46,0,0,1,-14.951111,4861.0,3.24,1.173,1.84,5.39,0.27,0,1.88,0.7455043001582686,0.8389405729266038,1
716,916.0,2.24,556.2025,13.5,1.24,0,0,1,-14.951111,4861.0,3.24,1.173,1.84,5.39,0.27,0,1.88,0.745403782183772,0.8387853262332376,1
717,1049.0,2.07,260.6206,13.9,0.5329999999999999,0,0,1,7.353343,5879.0,4.21,0.339,1.14,1.38,0.18,0,8.0,0.7911286520041713,0.887171946160355,1
718,214.67,0.7181,53.5,8.42,0.49200000000000005,0,0,1,7.353343,5879.0,4.21,0.339,1.14,1.38,0.18,0,8.0,0.7948482005127703,0.8920653599004799,1
719,117.87,0.4817,30.7,6.07,0.754,0,0,1,7.353343,5879.0,4.21,0.339,1.14,1.38,0.18,0,8.0,0.795838749184419,0.8933674178119081,1
720,49.175,0.2687,16.8,4.26,1.19,0,0,1,7.353343,5879.0,4.21,0.339,1.14,1.38,0.18,0,8.0,0.7963497844411389,0.894037391737094,1
721,676.8,1.5430000000000001,37.9,6.88,0.64,0,0,1,7.353343,5879.0,4.21,0.339,1.14,1.38,0.18,0,8.0,0.795538902986005,0.892973544959103,1
722,5700.0,6.36,120.6,13.6,0.263,0,0,1,7.353343,5879.0,4.21,0.339,1.14,1.38,0.18,0,8.0,0.7913812514870492,0.8875044024383947,1
723,82.46700000000001,0.389,1195.0408,13.0,2.99,0,0,1,64.318779,6060.0,4.24,0.537,1.15,1.76,0.04,0,4.236718483690839,0.7955492659730061,0.903884613165064,1
724,62.25,0.295,72.46524000000002,10.1,0.386,0,0,1,21.250473,5221.0,4.45,-0.267,0.8,0.88,0.19,0,3.0,0.8108356901561129,0.9201375746777994,1
725,154.378,0.53364,214.53525,14.0,0.43,0,0,1,20.730787,5492.0,4.5,-0.112,0.85,0.91,-0.44,0,4.0,0.803017998599122,0.912937320862083,1
726,885.5,1.71,207.22516,14.1,0.406,0,0,1,20.730787,5492.0,4.5,-0.112,0.85,0.91,-0.44,0,4.0,0.8029028123123559,0.912771369153237,1
727,1862.0,2.807,221.20968,14.0,0.44299999999999995,0,0,1,20.730787,5492.0,4.5,-0.112,0.85,0.91,-0.44,0,4.0,0.8030178397836725,0.9129371926993506,1
728,55.012919999999994,0.27699999999999997,854.9627,13.2,2.04,0,0,1,6.060579,5329.0,4.51,-0.22,0.94,0.91,0.27,0,5.65,0.805230152145778,0.9143620095233759,1
729,2720.0,3.74,1013.8777,13.1,2.48,0,0,1,6.060579,5329.0,4.51,-0.22,0.94,0.91,0.27,0,5.65,0.8053134219263223,0.9144830362213994,1
730,363.20001,1.02,127.132,14.0,0.255,0,0,1,-73.699341,5981.0,4.23,0.411,1.37,1.49,-0.18,0,6.2,0.7381834032992293,0.8465973889046382,1
731,14.309439999999999,0.1294,253.31051,13.9,0.518,0,0,1,1.168193,5541.0,3.77,0.84,1.41,2.56,0.32,0,3.09,0.7780977187902091,0.8819828840726055,1
732,2136.1,3.64,4128.6117,12.3,12.2,0,0,1,1.168193,5541.0,3.77,0.84,1.41,2.56,0.32,0,3.09,0.7794491200735542,0.8840651787268724,1
733,685.25,1.6230000000000002,3082.31534,12.5,8.67,0,0,1,-8.3277,5338.0,3.88,0.606,1.21,2.03,0.25,0,6.072,0.7839253854958323,0.8885949574806414,1
734,2093.07,3.1,3184.6566,12.5,8.96,0,0,1,-80.469124,6037.0,4.42,0.16,1.09,1.1,0.08,0,2.98,0.73560125704365,0.8504760330986095,1
735,3.2498,0.040999999999999995,8.5,2.85,2.02,0,0,1,-19.704346,5576.0,4.63,-0.316,0.87,0.74,0.011107881644409444,0,4.236718483690839,0.8157624177416234,0.9287534605316279,1
736,4.3123,0.0468,4.0,1.83,3.59,0,0,1,-60.023472,4956.0,4.47,-0.639,0.77,0.71,-0.31,0,4.5,0.7817500454056397,0.8972779481362944,1
737,9.6184,0.0799,6.6,2.46,2.44,0,0,1,-60.023472,4956.0,4.47,-0.639,0.77,0.71,-0.31,0,4.5,0.7816555058038064,0.8971510434886776,1
738,20.432000000000002,0.1321,9.5,3.04,1.86,0,0,1,-60.023472,4956.0,4.47,-0.639,0.77,0.71,-0.31,0,4.5,0.7815282937495459,0.8969796902422481,1
739,51.76,0.247,5.2,2.13,2.96,0,0,1,-60.023472,4956.0,4.47,-0.639,0.77,0.71,-0.31,0,4.5,0.7817107415460586,0.8972252824235579,1
740,197.8,0.6,7.1,2.56,2.33,0,0,1,-60.023472,4956.0,4.47,-0.639,0.77,0.71,-0.31,0,4.5,0.7816363473226999,0.8971252588673951,1
741,578.6,1.4,858.1410000000001,13.2,2.05,0,0,1,63.453838,4869.0,3.02,1.664,2.0,8.56,0.14,0,1.35,0.7317902762209435,0.8140704546571967,1
742,264.14999,0.85,1484.2661,12.9,3.8,0,0,1,44.260445,6165.0,4.43,0.292,1.45,1.21,0.2,0,3.56,0.8045666610932773,0.9122248652080209,1
743,963.0,6.1761086775078455,807.25,13.2,1.93,0,0,2,-48.239693,5010.0,4.42,-0.187,0.7,0.85,-0.09,0,1.6,0.7494709939041526,0.814024146032573,1
744,1.3283,6.1761086775078455,5838.29,12.1,18.1,0,0,2,-48.239841,5488.212277202725,4.354839473684218,-0.07515228426395948,0.4,1.5409463240905692,0.011107881644409444,0,4.236718483690839,0.7551112025384148,0.8332430130190486,1
745,526.62,1.28,495.79,13.5,1.11,0,0,1,-37.982632,5688.0,4.4,0.086,0.99,1.08,0.2,0,6.4,0.7802283213254588,0.8871054238045343,1
746,857.5,1.67,508.528,13.5,1.14,0,0,1,34.1353,5405.0,4.45,-0.27,0.83,0.82,-0.09,0,4.1,0.8122503881597347,0.9219103936231018,1
747,431.88,1.17,708.7609,13.3,1.66,0,0,1,20.448927,5596.0,4.23,0.298,1.25,1.42,0.4,0,8.52,0.7843543274087837,0.8815805471874192,1
748,6700.0,6.95,689.66,13.3,1.61,0,0,1,20.448927,5596.0,4.23,0.298,1.25,1.42,0.4,0,8.52,0.7843533192268566,0.8815796648056162,1
749,832.97,1.662,257.4423,13.9,0.527,0,0,1,-26.51568,5717.0,4.5,-0.1,0.88,0.85,-0.28,0,3.813,0.8029097817629897,0.9112481931016336,1
750,149.61,0.5539999999999999,14.4,3.89,1.34,0,0,1,6.783074000000001,5727.0,4.44,-0.009000000000000001,1.01,1.0,-0.09,0,3.72,0.8211958486216948,0.932359242866913,1
751,15.56,0.12,15.8915,4.12,1.25,0,0,1,-65.649521,5686.0,4.39,0.01,0.93,1.02,-0.35,0,8.68,0.7367116039225641,0.8312761014172411,1
