"rowid","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_rade","fpl_dens","fpl_tranflag","fpl_cbflag","fpl_snum","dec","fst_optmag","fst_nirmag","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age","simil"
"0","1000","3","0.3","1000","12.4","10","0","0","1","30","3","3","K0 III","4742","3","1","1.5","7","-0.01","[Fe/H]","0.4","84.0188"
"1","326.03","1.29","0.231","6165.6","12.1","19.1","0","0","1","17.792868","4.74","2.282","K0 III","4742","2.31","2.2430000000000003","2.7","19","-0.35","[Fe/H]","4.236718483690839","39.4383"
"2","516.21997","1.53","0.08","4684.8142","12.3","13.8","0","0","1","71.823898","5.016","1.939","K4 III","4213","1.93","2.43","2.78","29.79","-0.02","[Fe/H]","1.56","78.3099"
"3","185.84","0.83","0","1525.5","12.9","3.9","0","0","1","39.236198","5.227","2.331","G8 III","4813","2.63","1.7630000000000001","2.2","11","-0.24","[Fe/H]","4.5","79.844"
"4","1773.40002","2.93","0.37","1481.0878","12.9","3.79","0","0","1","43.817646","6.61","4.7139999999999995","K0 V","5338","4.45","-0.151","0.9","0.93","0.41","[Fe/H]","5.24","91.1647"
"5","798.5","1.66","0.68","565.7374","13.5","1.26","0","0","3","50.517525","6.25","4.651","G2.5 V","5750","4.36","0.1","1.08","1.13","0.06","[Fe/H]","7.4","19.7551"
"6","993.3","2.6","0.08","3273.5","12.5","9.21","0","0","1","10.839286","5.506","3.366","G6 III","4979","2.82","1.6019999999999999","2.3","8.5","-0.052000000000000005","[Fe/H]","1.1","33.5223"
"7","2319.5392238828044","330","","3000","18.647000000000002","2.54","0","0","1","-21.083036","12.057","8.916","K7 V","4060","4.354839473684218","-0.37","0.85","1.18","0.011107881644409444","[Fe/H]","0.005","76.823"
"8","30.3506","0.19","0.042","289.2253","13.9","0.592","0","0","1","49.844852","5.58","3.159","G3 IV","4893","2.42","1.774","0.99","10.64","-0.77","[Fe/H]","6.92","27.7775"
"9","452.8","1.333","0.09","632.46","13.4","1.44","0","0","1","-0.902244","6.441","4.285","K0 IV","5098","3.5","1.1640000000000001","1.54","4.9","-0.03","[Fe/H]","2.7","55.397"
"10","883","2.08","0.29","273.32","13.9","0.559","0","0","1","-0.902244","6.441","4.285","K0 IV","5098","3.5","1.1640000000000001","1.54","4.9","-0.03","[Fe/H]","2.7","47.7397"
"11","2319.5392238828044","52","","7786.5","11.209000000000001","30.4","0","0","1","-24.664049","14.24","9.198","M3.5 V","3530","4.354839473684218","-1.72","0.4","1.5409463240905692","0.011107881644409444","[Fe/H]","0.12","62.8871"
"12","2319.5392238828044","156","","4417.837","16.141","5.77","0","0","1","-39.422928000000006","15.012","10.404000000000002","M6","3064","4.59","-2.23","0.11","0.28","0.011107881644409444","[Fe/H]","0.035","36.4784"
"13","2319.5392238828044","15","","2383.6","12.6","6.55","0","0","1","23.030941000000002","18.967","13.161","M8.5","5488.212277202725","4.354839473684218","-0.07515228426395947","0.02","1.5409463240905692","0.011107881644409444","[Fe/H]","0.001","51.3401"
"14","2319.5392238828044","46","","1271","13","3.18","0","0","1","-39.548332","20.15","11.945","M8","5488.212277202725","4.354839473684218","-0.07515228426395947","0.02","1.5409463240905692","0.011107881644409444","[Fe/H]","0.008","95.223"
"15","416","0.92","","603.877","13.4","1.38","0","1","2","46.066418","12.138","12.955","","10868","3.91","0.168","0.48","0.34","-0.092","[Fe/H]","4.236718483690839","91.6195"
"16","7336.5","6.176108677507845","0.26","6657.48","10.31","33.4","0","0","1","16.421758999999998","17.396","11.825999999999999","M8.5","2300","4.354839473684218","-3.48","0.08","0.12","0.011107881644409444","[Fe/H]","4.236718483690839","63.5712"
"17","2319.5392238828044","230","","3972.875","12.3","11.7","0","0","1","47.86182","12.51","9.148","K7 V","4045","4.354839473684218","-1.021","0.6","0.62","0.011107881644409444","[Fe/H]","0.12","71.7297"
"18","335.10001","0.99","0.29","4392.4106","12.3","13","0","0","4","24.648064","6.962000000000001","5.822","F6 V","6331","4.43","0.381","1.93","1.41","0.19","[Fe/H]","0.91","14.1603"
"19","269.3","0.87","0.432","2256.5","12.7","6.05","0","0","1","64.327934","4.61","1.734","K1 III","4415","1.8","2.062","1.23","18.11","-0.25","[Fe/H]","4.604","60.6969"
"20","479.1","1.19","0.38","1233.13","13","3.08","0","0","1","65.563484","4.82","2.085","K1.5 III","4200","1.71","2.155","0.98","22.03","-0.46","[Fe/H]","9.49","1.63006"
"21","1078","2.1","0.032","804.08","13.2","1.92","0","0","1","40.430256","5.05","3.75","G0 V","5892","4.27","0.21600000000000003","1.03","1.23","0","[Fe/H]","7.3","24.2887"
"22","2391","3.6","0.098","171.621","14.2","0.329","0","0","1","40.430256","5.05","3.75","G0 V","5892","4.27","0.21600000000000003","1.03","1.23","0","[Fe/H]","7.3","13.7232"
"23","14002","11.6","0.16","521.22","13.5","1.16","0","0","1","40.430256","5.05","3.75","G0 V","5892","4.27","0.21600000000000003","1.03","1.23","0","[Fe/H]","7.3","80.4177"
"24","11688","12","0.45","635.66","13.4","1.45","0","0","3","-2.473548","5.23","4.537","F0 IV","7190.1","4.354839473684218","0.85","1.75","1.56","-0.027000000000000003","[M/H]","0.02","15.6679"
"25","4.230785","0.0527","0.013","146.2018","14.3","0.275","0","0","1","20.768832999999997","5.5","3.911","G2.5 IV","5793","4.33","0.147","1.12","1.2","0.2","[Fe/H]","4","40.0944"
"26","14.65152","0.115227","0.0034","263.9785","13.9","0.54","0","0","2","28.330818","5.96","4.015","G8 V","5196","4.45","-0.235","0.91","0.94","0.31","[Fe/H]","10.2","12.979"
"27","44.4175","0.24137600000000003","0.02","54.4738","8.51","0.486","0","0","2","28.330818","5.96","4.015","G8 V","5196","4.45","-0.235","0.91","0.94","0.31","[Fe/H]","10.2","10.8809"
"28","4825","5.503","0.019","1232.493","13","3.08","0","0","2","28.330818","5.96","4.015","G8 V","5196","4.45","-0.235","0.91","0.94","0.31","[Fe/H]","10.2","99.8925"
"29","0.736539","0.01544","0.028","8.08","1.91","6.4","1","0","2","28.330818","5.96","4.015","G8 V","5196","4.45","-0.235","0.91","0.94","0.31","[Fe/H]","10.2","21.8257"
"30","262","0.788","0.305","44.812","7.59","0.563","0","0","2","28.330818","5.96","4.015","G8 V","5196","4.45","-0.235","0.91","0.94","0.31","[Fe/H]","10.2","51.2932"
"31","934.3","2.11","0.073","638.8383","13.4","1.46","0","0","1","58.162631999999995","5.86","3.701","K0 III-IV","4938","3.19","1.156","1.44","5.2","-0.1","[Fe/H]","2.353","83.9112"
"32","4.215","0.050200999999999996","0.12","5.1","2.11","2.98","0","0","1","-18.311195","4.74","2.9560000000000004","G5 V","5577","4.34","-0.095","0.94","0.96","-0.01","[Fe/H]","8.96","61.264"
"33","38.021","0.2175","0.14","18.2","4.46","1.13","0","0","1","-18.311195","4.74","2.9560000000000004","G5 V","5577","4.34","-0.095","0.94","0.96","-0.01","[Fe/H]","8.96","29.6032"
"34","123.01","0.476","0.35","22.9","5.11","0.943","0","0","1","-18.311195","4.74","2.9560000000000004","G5 V","5577","4.34","-0.095","0.94","0.96","-0.01","[Fe/H]","8.96","63.7552"
"35","796","1.93","0.22","781.8618","13.3","1.83","0","0","1","-19.255878","3.92","1.564","K1 III","4792","3.25","1.053","1.52","2.3","0.21","[Fe/H]","4.236718483690839","52.4287"
"36","116.688","0.481","0.3988","2380.45","12.6","6.54","0","0","1","13.778788","4.97","3.5","G4 V","5495","3.95","0.48700000000000004","1.09","1.89","-0.11","[Fe/H]","7.92","49.3583"
"37","691.9","2.1","0.117","953.49","13.1","2.33","0","0","1","-1.0348959999999998","5.35","3.207","G3 III","4846","2.63","1.73","2.49","10.5","0","[Fe/H]","4.236718483690839","97.2775"
"38","93.4","0.49","0.06","416.3573","13.6","0.91","0","0","1","74.900925","6.83","4.515","K0","4847","2.57","1.725","1.44","10.3","-0.03","[Fe/H]","1.7","29.2517"
"39","952.7","2.5","0.206","1684.4","12.8","4.41","0","0","1","-3.396175","5.65","3.266","G5 III","4785","2.35","1.778","2.4","11","-0.06","[Fe/H]","4.236718483690839","77.1358"
"40","181.4","0.7","0.027","1017","13.1","2.49","0","0","1","-9.087736999999999","4.25","1.597","K0 III","4665","2.52","1.692","1.4","11","-0.03","[Fe/H]","3.56","52.6745"
"41","2319.5392238828044","260","","4290.5","12.3","12.7","0","0","1","-58.05431","9.128","6.981","K2 V","5378","4.44","-0.226","0.9","1","-0.05","[Fe/H]","0.03","76.9914"
"42","481.9","1.3","0.2","2034.112","12.7","5.46","0","0","1","2.7601419999999997","9.58","6.021","","4095","1.89","2.7","1.14","32.35","-0.71","[Fe/H]","5.2","40.0229"
"43","268.94","0.78","0.29","330.5432","13.8","0.691","0","0","1","14.689387","9.63","7.336","K2 V","4864","4.26","-0.424","0.49","0.86","0.17","[Fe/H]","4.236718483690839","89.1529"
"44","153.22","0.576","0.001","337.21763","13.8","0.705","0","0","1","14.616381","10.31","7.718","G5","4649","2.61","1.57","1.08","8.95","-0.22","[Fe/H]","7.41","28.3315"
"45","137.48","0.539","0.26","352.78","13.7","0.754","0","0","1","15.54693","9.046","6.525","K0","4796","2.8","2.01","1.1","14.7","0.28","[Fe/H]","7.1","35.2458"
"46","379.63","1.05","0.15","17668.1697","11.6","62.2","0","0","1","19.891409","9.75","6.42","K2 II","4259","1.77","2.7680000000000002","10.83","71.02","-0.79","[Fe/H]","4.236718483690839","80.7725"
"47","621.99","2.01","0.18","3963.17","12.4","11.4","0","0","1","19.891409","9.75","6.42","K2 II","4259","1.77","2.7680000000000002","10.83","71.02","-0.79","[Fe/H]","4.236718483690839","91.9026"
"48","578.2","1.3","0.21","1334.886","13","3.34","0","0","1","21.005314000000002","9.36","6.169","K5 III","4296","1.99","1.96","0.8","17.3","-0.46","[Fe/H]","4.236718483690839","6.97553"
"49","41.6855","0.241","0","22.2481","2.5780000000000003","7.89","1","0","1","20.599232","11.038","9.368","G","5766","4.5","0.05","1.67","1.08","-0.15","[Fe/H]","3.34","94.9327"
"50","392.6","1","0.2","289.2253","13.9","0.592","0","0","1","49.58696","9.14","5.904","K0 III","4414","2.24","1.69","0.74","11","-0.2","[Fe/H]","4.236718483690839","52.5995"
"51","733","1.7","0.76","540.311","13.5","1.21","0","0","1","48.930061","8.699","5.645","K3 III","4534","2.48","1.64","1.09","10.33","-0.13","[Fe/H]","4.236718483690839","8.60558"
"52","2590","4.2","0.35","508.5","13.5","1.14","0","0","1","49.730011","9.38","6.571000000000001","K0","4943","2.85","1.47","1.52","7.6","-0.19","[Fe/H]","2.34","19.2214"
"53","3.8728","0.0428","0","8.5","2.85","2.02","0","0","1","-5.9948440000000005","9.7","6.305","K7/M0 V","4324","4.74","-1.022","0.7","0.67","-0.14","[Fe/H]","4.4","66.3227"
"54","125.94","0.435","0.31","53","8.38","0.495","0","0","1","-5.9948440000000005","9.7","6.305","K7/M0 V","4324","4.74","-1.022","0.7","0.67","-0.14","[Fe/H]","4.4","89.0233"
"55","5.6","0.06","0.15","12.7132","3.61","1.48","0","0","1","-9.516680000000001","9.88","7.3229999999999995","K3 V","4816","4.43","-0.626","0.5","0.71","-0.06","[Fe/H]","4.5","34.8893"
"56","237.6","0.68","0.19","104","12.5","0.293","0","0","1","-9.516680000000001","9.88","7.3229999999999995","K3 V","4816","4.43","-0.626","0.5","0.71","-0.06","[Fe/H]","4.5","6.41713"
"57","3.48777","0.04","0.02","187.5197","14.1","0.368","0","0","1","-10.770375999999999","10.08","8.124","K0 V","5393","4.69","-0.191","1.47","0.91","0.38","[Fe/H]","1","2.0023"
"58","1667","2.28","0.05","168.44","14.2","0.323","0","0","1","-11.636039","9.99","6.867000000000001","K7 V","4475","4.1","-0.8809999999999999","0.57","0.52","-0.48","[Fe/H]","4.4","45.7702"
"59","714.29999","1.66","0.21","3108.3774","12.5","8.75","0","0","1","-13.906639000000002","9.45","7.151","G5 IV/V","4545","2.2","2.043","2.12","19.17","-0.08","[Fe/H]","0.74","6.30958"
"60","655.6","1.34","0.54","1620.9","12.8","4.25","0","0","1","-16.226345000000002","9.566","6.914","K5 V","4714","4.26","-0.6779999999999999","0.74","0.69","-0.03","[Fe/H]","4.3","23.828"
"61","10037.5","2.6","","3337.1","12.4","9.62","0","0","1","10.228611","12.69510042896795","10.751365111561855","","580.5","4.72","-0.07515228426395947","0.02","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839","97.0634"
"62","2319.5392238828044","210","","3994.486","12.3","11.8","0","0","1","-77.625877","17.293","10.703","M3.5","5488.212277202725","4.354839473684218","-0.07515228426395947","0.35","1.5409463240905692","0.011107881644409444","[Fe/H]","0.002","90.2208"
"63","8.9891","6.176108677507845","0.25","3686.828","12.4","10.6","0","0","1","22.841696","12.939","7.792999999999999","K7","3635","4.354839473684218","-0.10800000000000001","0.9","1.88","0.011107881644409444","[Fe/H]","0.003","85.092"
"64","2319.5392238828044","440","","5403","24.66","1.98","0","0","1","-76.455383","11.773","8.661","K5e","4200.2","4.354839473684218","-0.102","0.9950321463897129","1.68","0.011107881644409444","[Fe/H]","0.002","26.6666"
"65","1.5089557","0.02752","0","327.35","16.7","0.38","1","0","1","-3.102147","13.6","12.149000000000001","G0 V","5950","4.25","0.298","0.95","1.11","-0.3","[M/H]","1.6","53.976"
"66","13.2406","0.1055","0.53","874","10.87","3.7","1","0","1","0.746143","15.22","11.782","K1 V","5075","4.65","-0.726","0.89","0.79","0.26","[Fe/H]","3","37.5207"
"67","2.99433","0.0436","0","740.51","16.03","0.99","1","0","1","5.937688","12.939","11.248","F6 V","6440","4.22","0.37799999999999995","1.27","1.37","-0.03","[Fe/H]","2","76.0249"
"68","2.828042","0.04016","0.07","291.438","16.14","0.411","1","0","1","-1.296439","15.515","13.557","","5675","4.38","-0.128","1.08","1.12","0.16","[Fe/H]","6.3","51.2535"
"69","4.03519","0.051","0","415.704","9.92","2.34","1","0","1","-5.086444999999999","15.039000000000001","13.376","G0 V","5945","4.46","0.073","1.09","1.01","0.01","[Fe/H]","1.635","66.7724"
"70","1.51214","0.027","0","2415.4","12.22","7.3","1","0","1","-5.536037","16.033","13.806","F9 V","6035","4.35","0.11900000000000001","1.13","1.21","0.05","[Fe/H]","4.2","53.1606"
"71","5.35227","0.0618","0.33","170.032","13.11","0.44","1","0","1","-6.0025949999999995","15.63","12.847000000000001","G5 V","5650","4.36","-0.435","1.1","1.19","0.19","[M/H]","6.73","3.92803"
"72","3.7681","0.0461","0","772.29","11.43","2.82","1","0","1","-6.612234","15.46","12.472000000000001","G2 V","5740","4.4","0.134","1.04","1.59","0","[Fe/H]","10.7","43.7638"
"73","1.9000693","0.0295","0.08","1102.82","14.68","2.2","1","0","1","-0.031586","15","13.014000000000001","G9 V","5440","4.4","-0.226","0.95","1","-0.1","[Fe/H]","0.6","93.1835"
"74","3.89713","0.0518","0.047","352.78","14.46","0.71","1","0","1","-0.170681","14.007","11.837","F9 V","6090","4.07","0.544","1.21","1.65","-0.02","[Fe/H]","5","93.081"
"75","1.7429935","0.02798","0.0143","1102.82","16.432000000000002","1.47","1","0","2","1.3837139999999999","12.57","10.31","","5625","4.53","-0.321","0.96","0.91","-0.03","[Fe/H]","2.7","72.0952"
"76","9.24285","0.09","0.59","1366.669","9.416","8.87","1","0","1","0.226919","14.66","12.513","G2 V","4947.5","4.2","0.006","1.14","1.37","0.14","[Fe/H]","0.1","28.4293"
"77","1675","2.9","0.6","5403.11","12.2","16.4","0","0","1","0.226919","14.66","12.513","G2 V","4947.5","4.2","0.006","1.14","1.37","0.14","[Fe/H]","0.1","73.8534"
"78","2.72474","0.0417","0","718.2958","14.572000000000001","1.36","1","0","1","-0.29913","16","13.812999999999999","F8 IV","6200","3.7","0.705","1.29","1.95","0","[Fe/H]","4.1","63.9979"
"79","9.75598","0.092","0.077","12.2","4.88","0.249","1","0","1","6.219136","13.944","11.988","G3 V","5939","4.36","0.013999999999999999","1.1","1.14","0.17","[Fe/H]","3.3","35.4049"
"80","3.6313","0.048","0.16","889.9","11.77","3","1","0","1","4.357806","15.63","12.364","G0 V","5900","4.3","0.087","1.14","1.61","0.05","[Fe/H]","7.2","68.7861"
"81","5.1134","0.056","0","5.7","3.7","0.9","1","0","1","-3.719301","15.18","12.924000000000001","K1 V","4950","4.55","-0.601","0.91","0.86","0.3","[Fe/H]","11","16.5974"
"82","11.759","0.098","0","28","5","1.3","1","0","1","-3.719301","15.18","12.924000000000001","K1 V","4950","4.55","-0.601","0.91","0.86","0.3","[Fe/H]","11","44.0105"
"83","4.86069","0.0578","0","85.81","12.11","0.15","1","0","1","6.513829","14.710999999999999","12.845999999999998","F9","6040","4.31","0.141","1.09","1.19","-0.01","[Fe/H]","4.5","88.0075"
"84","4.20474","0.0526","0","165.26","14.12","0.28","1","0","1","6.969786999999999","15.468","13.261","G5","5590","3.99","0.451","1.09","1.79","0.01","[Fe/H]","8.6","82.9201"
"85","3.57532","0.0476","0.065","3302.11","11.287","12.6","1","0","1","5.538462","15.54","12.985","G2","5900","4.4","-0.166","1.05","1.08","-0.1","[M/H]","4.21","33.0337"
"86","5.20851","0.0603","0.047","153.82972","10.705","0.69","1","0","1","5.57373","13.412","11.032","G8/9 IV","5150","3.6","0.38799999999999996","1.01","1.78","0.15","[Fe/H]","12","22.8968"
"87","2.85057","0.0386","0.082","270.1555","10.088","1.45","1","0","1","6.4796510000000005","15.239","13.048","K0 V","5260","4.3","-0.34700000000000003","0.97","0.9","0.2","[Fe/H]","4.5","89.3372"
"88","4.2568","0.05782999999999999","0","6883.91","11.32","26.4","1","0","1","0.12182","13.292","11.618","F3 V","6740","4.22","0.391","1.37","1.56","0.14","[Fe/H]","2.2","35.036"
"89","9.20205","0.09","0","228.83","13.34","0.525","1","0","1","-0.672774","13.561","12.288","","6190","4.41","0.185","1.16","1.17","0.15","[Fe/H]","1","68.667"
"90","4.0378962","0.04947","0.09","148.42","15.558","0.217","1","0","1","0.815239","13.902000000000001","12.546","F9 V","6100","4.19","0.223","1","1.19","-0.25","[M/H]","6.9","95.6468"
"91","8.886593","0.0855","0.1","940.74","13.068","2.32","1","0","1","6.663194","13.912","12.119000000000002","F9 V","6090","4.43","0.026000000000000002","1.05","1.02","-0.2","[Fe/H]","2.5","58.864"
"92","0.85359163","0.017016","0","3.1783","1.681","6.61","1","0","1","-1.063033","11.668","9.806000000000001","G9 V","5275","4.5","-0.292","0.82","0.83","0.05","[Fe/H]","1.75","65.7304"
"93","3.698","0.046","0","8.4","2.83","2.04","0","0","1","-1.063033","11.668","9.806000000000001","G9 V","5275","4.5","-0.292","0.82","0.83","0.05","[Fe/H]","1.75","85.8676"
"94","6.21229","0.063","0","69.92","6.39","1.6","1","0","1","1.426452","14.8","11.463","K1 V","5080","4.58","-0.665","0.88","0.77","0.3","[M/H]","3","43.956"
"95","95.272656","0.4021","0.133","266.9772","11.949000000000002","0.86","1","0","1","6.204172","13.69","11.687999999999999","G3 V","5625","4.54","-0.254","0.96","0.96","-0.01","[Fe/H]","6","92.397"
"96","6.71837","0.071","","47.6745","6.388999999999999","1.1","1","0","1","9.257431","13.587","12.193","G0 VI","5970","4.67","-0.155","1.08","0.79","0","[Fe/H]","4.236718483690839","39.8437"
"97","4098.1","5.75","0","3823.2733","12.4","11","0","1","2","45.546303","11.975","8.555","","3585.67","4.354839473684218","-0.07515228426395947","0.51","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839","81.4767"
"98","246.36","0.36","0.345","9057.77","11.9","29.5","0","0","1","-49.200359000000006","18.558","12.062000000000001","L1.5","5488.212277202725","4.354839473684218","-0.07515228426395947","0.07","1.5409463240905692","0.011107881644409444","[Fe/H]","1","68.4219"
"99","2319.5392238828044","330","","3496","30.264","0.693","0","0","1","26.54952","12.495999999999999","8.177999999999999","M0.5","3751.5","4.354839473684218","-0.569","0.33","0.27","0.011107881644409444","[Fe/H]","0.001","91.0972"
"100","10220","8.19","0.39","1995.88832","12.7","5.35","0","1","2","17.961417","18.633","10.751365111561855","","13500","4.354839473684218","-2.4","0.69","0.01","0.011107881644409444","[Fe/H]","4.236718483690839","48.2491"
"101","8.138268","6.176108677507845","0","413.179","5.7","4.3812565360303335","1","0","2","-69.195747","8.469","6.676","G6 V","5428","4.6","-0.14","1.01","0.96","0","[Fe/H]","0.045","21.5825"
"102","28.1656","6.176108677507845","","4.16","1.87","3.5","1","0","1","-3.389389","15.261","11.933","","3588","4.354839473684218","-0.07515228426395947","0.41","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839","95.0252"
"103","2.13174","6.176108677507845","","0.26","0.6920000000000001","4.31","1","0","1","0.48811400000000005","14.102","11.437999999999999","","4991","4.354839473684218","-0.7659999999999999","0.78","0.55","0.011107881644409444","[Fe/H]","4.236718483690839","92.0128"
"104","3.80464","6.176108677507845","","1.98","1.22","5.99","1","0","1","2.282436","12.074000000000002","10.637","","5942.5","4.09","0.45799999999999996","1.07","1.6","0.09","[Fe/H]","4.236718483690839","14.766"
"105","2.71578","6.176108677507845","","1.08","1.03","5.43","1","0","1","4.55734","14.67","12.087","K3 V","4761","4.63","-0.7609999999999999","0.67","0.54","-0.33","[Fe/H]","4.236718483690839","88.1062"
"106","3.96151","6.176108677507845","","0.972","1","5.34","1","0","1","5.988378","14.717","11.664000000000001","","4326","4.74","-0.8740000000000001","0.61","0.63","0.011107881644409444","[Fe/H]","4.236718483690839","64.1081"
"107","4.16959","6.176108677507845","","1.37","1.1","5.66","1","0","1","6.134857","14.867","12.454","","5053","4.354839473684218","-0.635","0.8","0.63","0.011107881644409444","[Fe/H]","4.236718483690839","43.1953"
"108","8.050722","6.176108677507845","","2.27","1.31","5.55","1","0","1","-16.341755","12.290999999999999","10.549000000000001","","5502.7","4.46","-0.17600000000000002","0.88","0.83","-0.13","[Fe/H]","4.236718483690839","61.9596"
"109","4.50756","6.176108677507845","","3.53","1.7","3.95","1","0","1","-14.121665","13.116","11.487","","5769.5","4.354839473684218","-0.17","0.93","0.82","0.011107881644409444","[Fe/H]","4.236718483690839","28.1059"
"110","2.87814","6.176108677507845","","1.01","1.01","5.39","1","0","1","-13.900920999999999","16.069000000000003","12.538","","3550.11","4.354839473684218","-0.07515228426395947","0.22","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839","78.6002"
"111","5.29711","6.176108677507845","","3.26","1.62","4.21","1","0","1","-13.610113","16.743","13.071","","4018.74","4.354839473684218","-0.98","0.56","0.67","0.011107881644409444","[Fe/H]","4.236718483690839","30.7458"
"112","2.25372","6.176108677507845","","0.666","0.9","5.02","1","0","1","-9.509530999999999","16.172","12.767000000000001","","3637.57","4.354839473684218","-0.07515228426395947","0.41","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839","44.7034"
"113","1.58252","6.176108677507845","","0.84","0.96","5.22","1","0","1","-7.972405999999999","14.050999999999998","11.635","","5014.67","4.354839473684218","-0.593","0.71","0.67","0.011107881644409444","[Fe/H]","4.236718483690839","22.6107"
"114","21.169861","0.131","0.06","4.58","1.98","3.24","1","0","1","17.640005","15.255999999999998","11.429","M0","4148.21","4.354839473684218","-1.113","0.66","0.57","0.14","[Fe/H]","0.79","18.7533"
"115","19.49221","0.1493","0","27","5.76","0.65","1","0","1","19.402252","10.154","8.837","G0","6069","4.22","0.369","1.17","1.39","0.1","[Fe/H]","3.99","27.6235"
"116","2.28943","6.176108677507845","","2.31","1.3230000000000002","5.48","1","0","1","-17.609904999999998","14.423","12.186","","4987.49","4.354839473684218","-0.505","0.83","0.75","0.011107881644409444","[Fe/H]","4.236718483690839","55.6444"
"117","18.0983","6.176108677507845","","5.35","2.17","2.88","1","0","1","-14.359463","13.354000000000001","11.775","","5782.33","4.354839473684218","0.179","1.11","1.22","0.011107881644409444","[Fe/H]","4.236718483690839","41.6501"
"118","34.885","6.176108677507845","","3.19","1.6","4.28","1","0","1","-12.734722999999999","13.552","11.366","","4982.79","4.354839473684218","-0.49700000000000005","0.91","0.76","0.011107881644409444","[Fe/H]","4.236718483690839","16.9607"
"119","15.2841","6.176108677507845","","1.46","1.12","5.71","1","0","1","-10.862432","12.487","10.857000000000001","","5864.75","4.354839473684218","0.006","0.95","0.98","0.011107881644409444","[Fe/H]","4.236718483690839","90.6804"
"120","13.603","0.098","0.2","7.2","2.5860000000000003","2.29","1","0","1","-7.318144","14.835999999999999","12.16","K3","4684","4.62","-0.804","0.69","0.67","-0.13699999999999998","[Fe/H]","4.236718483690839","10.3171"
"121","65.55","0.28","0.2","7.7","2.69","2.17","1","0","1","-7.318144","14.835999999999999","12.16","K3","4684","4.62","-0.804","0.69","0.67","-0.13699999999999998","[Fe/H]","4.236718483690839","12.6075"
"122","0.70531","6.176108677507845","","2.79","1.48","4.73","1","0","1","7.995316000000001","14.042","12.002","","5523","4.47","-0.215","0.94","0.94","0.15","[Fe/H]","4.236718483690839","49.5444"
"123","0.571331","0.0134","0","7.72","1.82","8.5","1","0","1","10.794699000000001","12.102","10.344000000000001","G5 V","5617","4.45","-0.11","0.97","0.98","0.13","[Fe/H]","5","76.0475"
"124","13.339079","0.1091","0.18","5.8","2.73","2","1","0","1","10.794699000000001","12.102","10.344000000000001","G5 V","5617","4.45","-0.11","0.97","0.98","0.13","[Fe/H]","5","98.4752"
"125","6.180235","0.07229","","953.49","11.780999999999999","3.1","1","0","2","16.278742","11.439","9.892999999999999","F5 V","6202","4.16","0.526","1.32","1.59","0.141","[Fe/H]","3.02","93.5004"
"126","3650","4.5","0","4131.79","12.442","4.3812565360303335","1","0","1","11.842731","12.415999999999999","10.148","","4898","3.52","0.5479999999999999","0.9","2.7","-0.23","[Fe/H]","4.236718483690839","68.4445"
"127","2319.5392238828044","800","","5085.28","12.2","15.4","0","0","1","25.049898000000002","20.48","13.329","M7.25","2838","4.354839473684218","-0.6990000000000001","0.05","1.5409463240905692","0.011107881644409444","[Fe/H]","0.001","38.3188"
"128","555530","160","0.87","826.3","13.5","1.85","0","0","1","-29.622235999999997","1.16","0.945","A3 V","8399","4.14","1.217","1.92","1.92","0.011107881644409444","[Fe/H]","0.2","74.9771"
"129","1.628931","0.0153","0.22","1.66","1.16","6.3","1","0","1","-47.156727000000004","13.49","8.322000000000001","M4.5 V","3270","4.88","-2.359","0.18","0.21","-0.12","[Fe/H]","5","36.8664"
"130","8.929","0.0476","0.27","2.64","1.43","4.96","0","0","1","-47.156727000000004","13.49","8.322000000000001","M4.5 V","3270","4.88","-2.359","0.18","0.21","-0.12","[Fe/H]","5","29.416"
"131","41.38","0.166","0.38","96.7","11.9","0.315","0","0","1","42.751971999999995","11.92","6.822","M4","3264","4.354839473684218","-1.699","0.35","0.4","0.011107881644409444","[Fe/H]","4.236718483690839","23.2262"
"132","532.58","0.912","0.342","68.06","9.71","0.409","0","0","1","42.751971999999995","11.92","6.822","M4","3264","4.354839473684218","-1.699","0.35","0.4","0.011107881644409444","[Fe/H]","4.236718483690839","58.4489"
"133","1.58040456","0.01411","0","6.26125","2.847","1.49","1","0","1","4.96392","15.1","8.782","M4.5","3026","4.94","-2.312","0.15","0.22","0.39","[Fe/H]","3","24.4413"
"134","3.6511","0.026","0.04","7.4","2.63","2.24","0","0","1","-17.685771","13.57","8.115","M4.5 V","3236","5.09","-2.439","0.18","0.19","-0.04","[Fe/H]","4.236718483690839","15.239"
"135","35.61253","0.1915","0.188","22.7","2.61","7","1","0","1","-63.4991","7.87","5.375","K4.5","4640","4.61","-0.6859999999999999","0.73","0.69","0.003","[Fe/H]","3.8","73.2149"
"136","8.63182","0.0607","0.073","10.6","3.25","1.7","0","0","1","-53.373699","11.81","7.135","M3.5 V","3500","4.354839473684218","-1.7080000000000002","0.4","0.43","0.1","[Fe/H]","6","12.5475"
