"rowid","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_rade","fpl_dens","fpl_tranflag","fpl_cbflag","fpl_snum","dec","fst_optmag","fst_nirmag","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age","simil"
"3239","21.67697486","6.176108677507845","","5.39","2.18","2.86","1","0","1","47.92918","15.374","13.200999999999999","","4897","4.6","-0.377","0.79","0.74","-0.03","[Fe/H]","3.63","6.35237"
"3240","4.99678284","6.176108677507845","","7.27","2.6","2.27","1","0","1","47.946671","15.869000000000002","13.902999999999999","","5264","4.55","-0.353","0.86","0.82","0.03","[Fe/H]","4.57","85.9686"
"3241","2.52559332","6.176108677507845","","7.56","2.66","2.21","1","0","1","48.2262","15.499","13.952","","5754","4.43","-0.11900000000000001","1.01","1.02","0.07","[Fe/H]","4.68","17.0937"
"3242","16.01310205","6.176108677507845","","7.27","2.6","2.27","1","0","1","48.478596","15.402000000000001","13.214","","4913","4.6","-0.664","0.79","0.74","-0.03","[Fe/H]","4.68","32.7283"
"3243","4.49876092","6.176108677507845","","6.35","2.4","2.52","1","0","1","48.791592","15.341","13.807","","5887","4.41","0.14400000000000002","1.03","1.05","0.01","[Fe/H]","3.8","99.95"
"3244","41.43962808","6.176108677507845","","20.1","4.73","1.04","1","0","1","49.017342","15.362","13.519","","5327","4.53","0.557","0.91","0.87","0.15","[Fe/H]","4.68","41.6589"
"3245","8.35390639","6.176108677507845","","7.75","2.7","2.16","1","0","1","49.277347999999996","15.293","13.533","","5352","4.55","-0.405","0.87","0.82","-0.06","[Fe/H]","3.89","16.894"
"3246","4.12554687","6.176108677507845","","20.8","4.83","1.01","1","0","1","49.253986","15.482000000000001","14.198","","6038","4.34","0.371","1.15","1.2","0.14","[Fe/H]","3.16","76.5887"
"3247","15.7259","0.1171","","8.96","2.94","1.94","1","0","1","46.166438","16.4","14.155","G9 V","5331","4.59","-0.428","0.86","0.78","-0.2","[M/H]","1","13.1653"
"3248","2.81650485","6.176108677507845","","482.5116770776483","13.18","4.3812565360303335","1","0","1","49.225291999999996","15.027000000000001","13.315","","5709","4.44","-0.136","0.99","0.99","0.07","[Fe/H]","4.79","50.1178"
"3249","4.28095859","6.176108677507845","","7.7","2.69","2.17","1","0","1","49.314091","15.357999999999999","13.769","","5624","4.47","-0.09","0.97","0.95","0.08","[Fe/H]","4.47","27.4417"
"3250","38.3774623","6.176108677507845","","6.8","2.5","2.39","1","0","1","49.480877","15.130999999999998","13.497","","5627","4.5","-0.121","0.95","0.92","-0.01","[Fe/H]","4.07","3.82287"
"3251","3.72873109","6.176108677507845","","34.8","6.54","0.684","1","0","1","50.054119","15.505999999999998","13.669","","5355","4.54","-0.348","0.88","0.84","0","[Fe/H]","4.47","13.5705"
"3252","2.24338185","6.176108677507845","","3.5","1.69","3.98","1","0","1","50.149817999999996","15.127","12.394","","4192","4.69","-0.879","0.6","0.57","-0.27","[Fe/H]","3.31","50.0898"
"3253","2.33743801","6.176108677507845","","6.53","2.44","2.47","1","0","1","50.230354","15.335999999999999","13.195","","4945","4.6","-0.557","0.79","0.75","-0.05","[Fe/H]","4.68","9.77211"
"3254","11.59822172","6.176108677507845","","9.48","3.04","1.85","1","0","1","50.287237","15.879000000000001","12.628","","3701","4.77","-1.213","0.51","0.49","-0.02","[Fe/H]","4.27","2.34531"
"3255","6.57531678","6.176108677507845","","25","5.38","0.882","1","0","1","50.321609","15.297","13.686","","5723","4.45","0.406","1","0.99","0.06","[Fe/H]","4.57","42.4995"
"3256","7.27503724","6.176108677507845","","23.1","5.14","0.935","1","0","1","50.49456","15.061","13.26","","5520","4.5","0.44799999999999995","0.94","0.91","0.07","[Fe/H]","4.47","9.71331"
"3257","12.39358604","6.176108677507845","","9.32","3.01","1.88","1","0","1","50.567783","15.529000000000002","13.692","","5403","4.54","-0.365","0.87","0.84","-0.09","[Fe/H]","4.47","8.42894"
"3258","5.3988","0.0617","0","7.65","2.354","2.6","1","0","2","49.040271999999995","9.99","8.588","","5793","4.28","0.218","1.08","1.24","0.12","[Fe/H]","6.3","94.8211"
"3259","9.6051","0.09059","0","2.04","1","28","1","0","2","49.040271999999995","9.99","8.588","","5793","4.28","0.218","1.08","1.24","0.12","[Fe/H]","6.3","98.7263"
"3260","634.6","1.4","0.112","267","13.9","0.546","0","0","2","49.040271999999995","9.99","8.588","","5793","4.28","0.218","1.08","1.24","0.12","[Fe/H]","6.3","86.6922"
"3261","3.68992629","6.176108677507845","","6.44","2.42","2.5","1","0","1","50.618237","15.215","13.764000000000001","","5890","4.38","0.188","1.08","1.11","0.13","[Fe/H]","3.72","55.7279"
"3262","26.39435646","6.176108677507845","","9.69","3.08","1.82","1","0","1","51.250324","15.227","13.172","","5021","4.58","-0.47700000000000004","0.8","0.76","-0.04","[Fe/H]","5.01","52.3506"
"3263","12.61190667","6.176108677507845","","42.6","7.37","0.585","1","0","1","51.737381","15.117","13.478","","5559","4.51","0.48700000000000004","0.92","0.89","-0.05","[Fe/H]","3.98","45.3226"
"3264","2.53918318","6.176108677507845","","4.54","1.97","3.26","1","0","1","37.905656","15.001","13.357999999999999","","5703","4.47","-0.068","0.96","0.95","-0.03","[Fe/H]","4.37","56.7921"
"3265","6.77030201","6.176108677507845","","11.2","3.36","1.62","1","0","1","38.273635","15.579","13.828","","5493","4.53","0.17800000000000002","0.89","0.86","-0.11","[Fe/H]","4.37","54.9173"
"3266","1.6255222","6.176108677507845","","78.8","10.58","0.366","1","0","1","38.422948999999996","15.019","13.307","","5963","4.36","-0.135","1.11","1.16","0.15","[Fe/H]","3.39","50.9205"
"3267","1.59474546","6.176108677507845","","482.5116770776483","12.15","4.3812565360303335","1","0","1","39.027485","15.524000000000001","13.917","","5649","4.49","0.064","0.94","0.92","-0.07","[Fe/H]","4.47","22.658"
"3268","20.50586978","6.176108677507845","","12.2","3.52","1.54","1","0","1","39.153285","15.394","13.216","","4841","4.6","-0.622","0.77","0.73","-0.04","[Fe/H]","5.5","58.5846"
"3269","3.89593684","6.176108677507845","","68.7","9.76","0.406","1","0","1","39.308366","15.732000000000001","13.924000000000001","","5715","4.47","-0.099","0.98","0.96","0.02","[Fe/H]","4.27","8.72588"
"3270","22.36656079","6.176108677507845","","8.7","2.89","1.98","1","0","1","39.521744","15.592","13.714","","5518","4.51","-0.205","0.91","0.88","-0.01","[Fe/H]","4.57","29.0104"
"3271","13.722341","0.094","0.16","5.65","2.24","0.913","1","0","1","44.868896","14","12.234000000000002","G4 V","5638","4.4","-0.09699999999999999","0.81","0.93","-0.29","[Fe/H]","9.8","44.5533"
"3272","242.4613","0.64","0.14","3.57","1.71","0.913","1","0","1","44.868896","14","12.234000000000002","G4 V","5638","4.4","-0.09699999999999999","0.81","0.93","-0.29","[Fe/H]","9.8","25.8196"
"3273","7.74809437","6.176108677507845","","29.6","5.95","0.772","1","0","1","39.771446000000005","15.672","14.106","","5913","4.35","0.10400000000000001","1.11","1.16","0.19","[Fe/H]","3.55","61.7387"
"3274","8.114379","6.176108677507845","","5.02","2.09","3.02","1","0","1","40.033398","15.838","12.492","","3715","4.76","-1.273","0.53","0.5","0.04","[Fe/H]","3.98","44.5033"
"3275","21.81293494","6.176108677507845","","9.85","3.11","1.8","1","0","1","40.153738","15.55","13.702","","5440","4.53","-0.289","0.9","0.86","-0.01","[Fe/H]","4.68","67.4785"
"3276","15.37563332","6.176108677507845","","73.8","10.18","0.384","1","0","1","40.358196","16.414","14.177999999999999","","4881","4.61","-0.47700000000000004","0.76","0.72","-0.1","[Fe/H]","4.47","78.6326"
"3277","6.36584161","6.176108677507845","","8.25","2.8","2.07","1","0","1","40.420518","15.085999999999999","13.493","","5700","4.47","-0.099","0.97","0.95","0","[Fe/H]","4.07","21.092"
"3278","3.04033042","6.176108677507845","","62.3","9.21","0.438","1","0","1","40.822362","15.113","12.922","","5181","4.57","-0.259","0.84","0.8","-0.01","[Fe/H]","4.47","80.6438"
"3279","4.19042557","6.176108677507845","","31.3","6.14","0.743","1","0","1","41.137592","15.239","13.624","","5903","4.39","0.13","1.06","1.08","0.07","[Fe/H]","3.98","28.7504"
"3280","3.70987065","6.176108677507845","","16","4.13","1.25","1","0","1","41.346458","15.546","13.785","","5513","4.52","-0.08","0.92","0.88","-0.01","[Fe/H]","4.37","48.5337"
"3281","16.32976218","6.176108677507845","","13.1","3.68","1.44","1","0","1","41.301769","15.432","13.799000000000001","","5612","4.5","0.369","0.94","0.91","-0.03","[Fe/H]","4.27","84.4667"
"3282","27.80756293","6.176108677507845","","482.5116770776483","14.11","4.3812565360303335","1","0","1","41.396091","15.474","13.672","","5330","4.58","0.389","0.81","0.78","-0.26","[Fe/H]","4.57","42.3209"
"3283","4.8854892","0.06067","0.026","140.16303","18.180999999999997","0.14","1","0","1","41.0898","12.865","11.535","","5933","3.98","0.6759999999999999","1.36","1.97","0.11","[Fe/H]","2.9","98.6235"
"3284","80.8720639","6.176108677507845","","30","5.99","0.767","1","0","1","41.565788","15.192","13.569","","5692","4.47","0.19899999999999998","0.98","0.96","0.04","[Fe/H]","4.37","94.2388"
"3285","10.35533177","6.176108677507845","","8.45","2.84","2.03","1","0","1","41.633278000000004","14.968","13.140999999999998","","5343","4.54","-0.28800000000000003","0.88","0.84","0","[Fe/H]","4.47","44.6662"
"3286","10.52629406","6.176108677507845","","61.8","9.17","0.44","1","0","1","41.661770000000004","15.31","13.492","","5419","4.53","-0.183","0.9","0.86","0","[Fe/H]","4.47","41.123"
"3287","4.58352176","6.176108677507845","","51.1","8.2","0.509","1","0","1","41.742682","15.253","13.62","","6185","4.29","-0.057999999999999996","1.18","1.27","0.05","[Fe/H]","2.69","3.9521"
"3288","3.76182115","6.176108677507845","","7.32","2.61","2.26","1","0","1","41.83712","15.249","13.557","","5616","4.46","0.018000000000000002","0.97","0.96","0.09","[Fe/H]","5.13","53.0952"
"3289","56.0560538","0.232","","5.1","2.11","5.55","1","0","1","41.812107","15.852","12.536","","3722","4.75","-1.2890000000000001","0.53","0.51","0.07","[Fe/H]","3.89","35.9441"
"3290","41.40831347","6.176108677507845","","482.5116770776483","13.17","4.3812565360303335","1","0","1","41.944077","15.165999999999999","13.307","","5394","4.54","-0.243","0.87","0.84","-0.06","[Fe/H]","4.79","2.67842"
"3291","2.23749275","6.176108677507845","","2.33","1.33","5.44","1","0","1","42.116459000000006","14.997","13.004000000000001","","5099","4.58","-0.525","0.8","0.76","-0.12","[Fe/H]","4.9","39.7874"
"3292","3.16789194","6.176108677507845","","8.91","2.93","1.95","1","0","1","42.212498","15.508","13.870999999999999","","5692","4.47","0.009000000000000001","0.97","0.96","0.01","[Fe/H]","4.37","91.672"
"3293","16.08524954","6.176108677507845","","8.85","2.92","1.95","1","0","1","42.380318","15.197000000000001","13.145","","5071","4.58","-0.49700000000000005","0.8","0.77","-0.08","[Fe/H]","4.9","55.029"
"3294","4.34728553","6.176108677507845","","4.19","1.88","3.47","1","0","1","42.696144","15.011","13.378","","5611","4.5","0.243","0.94","0.91","-0.04","[Fe/H]","4.17","85.11"
"3295","23.58914398","6.176108677507845","","11.5","3.41","1.59","1","0","1","42.839923999999996","15.329","13.061","","5222","4.56","-0.602","0.84","0.8","-0.04","[Fe/H]","4.37","48.4641"
"3296","21.02247699","6.176108677507845","","11.5","3.41","1.59","1","0","1","42.935261","15.854000000000001","13.841","","5148","4.58","-0.522","0.84","0.78","-0.03","[Fe/H]","3.31","9.94628"
"3297","226.89047","6.176108677507845","","21","4.85","1.01","1","0","1","42.935261","15.854000000000001","13.841","","5148","4.58","-0.522","0.84","0.78","-0.03","[Fe/H]","3.31","36.0305"
"3298","7.411141","6.176108677507845","","6.71","2.48","2.42","1","0","1","43.029831","15.019","13.3","","5785","4.44","-0.016","0.98","0.99","-0.03","[Fe/H]","3.8","71.1222"
"3299","8.09888799","6.176108677507845","","67.6","9.67","0.411","1","0","1","43.272743","15.241","13.825","","5995","4.37","0.467","1.09","1.12","0.04","[Fe/H]","3.55","68.5309"
"3300","10.00652995","6.176108677507845","","13.5","3.75","1.41","1","0","1","43.379397999999995","15.033","13.592","","5871","4.42","0.139","1.04","1.04","0.02","[Fe/H]","3.98","44.7564"
"3301","10.37168453","6.176108677507845","","8.75","2.9","1.97","1","0","1","43.363898999999996","15.155999999999999","13.135","","5099","4.58","-0.52","0.83","0.78","0","[Fe/H]","4.57","0.132573"
"3302","4.40840023","6.176108677507845","","6.44","2.42","2.5","1","0","1","43.34639","15.624","13.995999999999999","","5485","4.53","0.611","0.88","0.85","-0.12","[Fe/H]","4.37","13.0842"
"3303","2.0523499","6.176108677507845","","41600","16.56","50.3","1","0","1","43.503559","15.245999999999999","13.604000000000001","","6191","4.28","0.052000000000000005","1.18","1.3","0.06","[Fe/H]","2.57","70.576"
"3304","5.00731778","6.176108677507845","","54.5","8.52","0.484","1","0","1","43.884453","15.904000000000002","14.126","","5777","4.45","0.395","0.99","0.98","-0.02","[Fe/H]","3.98","61.8712"
"3305","4.70832654","6.176108677507845","","53.4","8.41","0.493","1","0","1","44.170944","15.164000000000001","13.243","","5618","4.49","-0.075","0.95","0.92","0","[Fe/H]","3.63","57.5875"
"3306","5.39202539","6.176108677507845","","7.46","2.64","2.23","1","0","1","44.480534000000006","15.642999999999999","13.627","","5075","4.58","-0.38799999999999996","0.82","0.78","-0.01","[Fe/H]","4.9","38.0544"
"3307","4.09357325","6.176108677507845","","7.41","2.63","2.24","1","0","1","44.55645","15.373","13.841","","5863","4.41","-0.054000000000000006","1.03","1.05","0.02","[Fe/H]","4.37","40.5038"
"3308","105.144749","6.176108677507845","","8.35","2.82","2.05","1","0","1","44.55645","15.373","13.841","","5863","4.41","-0.054000000000000006","1.03","1.05","0.02","[Fe/H]","4.37","78.6796"
"3309","4.08227507","6.176108677507845","","482.5116770776483","12.19","4.3812565360303335","1","0","1","44.658142","15.200999999999999","13.499","","5539","4.51","-0.172","0.92","0.89","0","[Fe/H]","4.57","18.6983"
"3310","3.31494634","6.176108677507845","","10.8","3.29","1.67","1","0","1","44.792797","15.120999999999999","13.367","","5437","4.53","-0.258","0.9","0.86","-0.02","[Fe/H]","4.37","69.2542"
"3311","39.64317811","6.176108677507845","","79.4","10.63","0.363","1","0","1","44.811562","14.993","13.222000000000001","","5363","4.54","-0.319","0.88","0.84","-0.01","[Fe/H]","4.37","27.2133"
"3312","21.80451088","6.176108677507845","","10.7","3.26","1.7","1","0","1","44.887306","15.035","13.329","","5452","4.53","-0.341","0.88","0.85","-0.09","[Fe/H]","4.47","3.16495"
"3313","5.15448442","6.176108677507845","","6.94","2.53","2.35","1","0","1","45.034416","15.352","13.432","","5441","4.53","-0.364","0.89","0.86","-0.01","[Fe/H]","4.79","11.5752"
"3314","5.74347727","6.176108677507845","","11.1","3.34","1.64","1","0","1","45.115528000000005","15.525","13.937000000000001","","5660","4.49","0.217","0.95","0.93","-0.03","[Fe/H]","4.07","25.8368"
"3315","3.16635371","6.176108677507845","","12.5","3.58","1.5","1","0","1","45.414295","15.547","14.085999999999999","","5633","4.5","0.282","0.94","0.91","-0.05","[Fe/H]","4.27","97.4037"
"3316","6.49168281","0.0694","","482.5116770776483","12.33","4.3812565360303335","1","0","1","45.578857","15.610999999999999","14.102","","5620","4.16","0.264","1.05","1.41","0.21","[Fe/H]","9.5","56.2414"
"3317","2.85188338","0.03997","","3.09","1.569","4.39","1","0","1","45.578857","15.610999999999999","14.102","","5620","4.16","0.264","1.05","1.41","0.21","[Fe/H]","9.5","66.9598"
"3318","3.85560355","6.176108677507845","","482.5116770776483","13.88","4.3812565360303335","1","0","1","45.568558","15.285","13.775","","5849","4.41","0.006","1.03","1.06","0.04","[Fe/H]","3.8","1.35584"
"3319","9.46781405","6.176108677507845","","5.39","2.18","2.86","1","0","1","45.958771","15.052","11.720999999999998","","3631","4.79","-1.48","0.49","0.46","-0.01","[Fe/H]","4.47","9.33659"
"3320","0.89304124","6.176108677507845","","2.15","1.27","5.77","1","0","1","45.958771","15.052","11.720999999999998","","3631","4.79","-1.48","0.49","0.46","-0.01","[Fe/H]","4.47","2.90395"
"3321","20.83424726","6.176108677507845","","8.35","2.82","2.05","1","0","1","45.914691999999995","15.395","13.648","","5418","4.53","-0.309","0.9","0.86","0.01","[Fe/H]","4.27","4.03427"
"3322","6.10485286","6.176108677507845","","12.4","3.56","1.51","1","0","1","46.027363","14.412","12.668","","5326","4.59","0.301","0.85","0.78","-0.17","[Fe/H]","2.34","49.124"
"3323","11.51516988","6.176108677507845","","9.01","2.95","1.93","1","0","1","46.172249","15.385","13.453","","5107","4.57","-0.53","0.85","0.8","0.07","[Fe/H]","4.37","94.576"
"3324","3.60147201","6.176108677507845","","8.91","2.93","1.95","1","0","1","46.180939","15.742","13.82","","5217","4.56","-0.354","0.86","0.81","0.03","[Fe/H]","4.27","59.0633"
"3325","28.59915399","6.176108677507845","","4.5","1.96","3.28","1","0","1","46.429256","15.145999999999999","12.097000000000001","","3813","4.77","-1.272","0.51","0.48","-0.24","[Fe/H]","3.89","34.234"
"3326","24.58721573","6.176108677507845","","6.8","2.5","2.39","1","0","1","46.567859000000006","15.591","13.818","","5327","4.55","-0.21100000000000002","0.86","0.82","-0.09","[Fe/H]","4.57","43.0401"
"3327","12.53248465","6.176108677507845","","11","3.32","1.65","1","0","1","46.57914","15.453","13.847000000000001","","5601","4.51","0.012","0.93","0.9","-0.08","[Fe/H]","4.27","69.0096"
"3328","7.340711","0.0781","0","200.22","10.76","0.88","1","0","1","41.355523","14.23","12.958","F8 V","6000","4.44","0.298","1.18","1.12","0.42","[Fe/H]","0.8","70.2645"
"3329","3.58410122","6.176108677507845","","18.9","4.57","1.09","1","0","1","46.692451","15.923","14.177","","5438","4.52","-0.10800000000000001","0.91","0.87","0.03","[Fe/H]","4.79","14.1623"
"3330","7.03902374","6.176108677507845","","9.11","2.97","1.91","1","0","1","46.617531","15.046","13.693","","6129","4.31","0.33799999999999997","1.16","1.24","0.07","[Fe/H]","3.16","37.5405"
"3331","8.36086824","6.176108677507845","","10.6","3.24","1.71","1","0","1","46.789589","15.172","12.817","","4642","4.62","-0.745","0.76","0.71","0.07","[Fe/H]","2.57","15.0208"
"3332","3.17926292","6.176108677507845","","1.92","1.21","5.96","1","0","1","42.806436","12.540999999999999","10.777000000000001","","5486","4.55","-0.22899999999999998","0.94","0.85","0.01","[Fe/H]","1.86","14.2949"
"3333","12.06222443","6.176108677507845","","3.26","1.62","4.21","1","0","1","47.182865","13.584000000000001","11.931","","5594","4.48","-0.24","0.94","0.93","0","[Fe/H]","5.13","50.6247"
"3334","9.93143556","6.176108677507845","","5.31","2.16","2.9","1","0","1","37.059283","15.163","13.620999999999999","","5849","4.42","0.36700000000000005","1.04","1.04","0.06","[Fe/H]","4.07","85.5968"
"3335","3.48159251","6.176108677507845","","1.41","1.11","5.67","1","0","1","37.355117","13.610999999999999","11.815","","5418","4.46","-0.172","0.91","0.93","0.09","[Fe/H]","8.71","76.1661"
"3336","35.61760587","6.176108677507845","","24.1","5.27","0.905","1","0","1","41.029804","15.724","13.63","","5096","4.58","-0.43200000000000005","0.82","0.78","-0.03","[Fe/H]","4.79","8.21224"
"3337","7.40742793","6.176108677507845","","6.9","2.52","2.37","1","0","1","37.236992","15.219000000000001","13.603","","5934","4.38","0.309","1.07","1.1","0.08","[Fe/H]","3.72","23.6512"
"3338","17.31716585","6.176108677507845","","9.8","3.1","1.81","1","0","1","43.903908","15.773","13.515","","5009","4.59","-0.6829999999999999","0.79","0.75","-0.11","[Fe/H]","4.57","16.6699"
"3339","8.8849116","0.0818","0.57","3209.9","11.77","11","1","0","1","36.577386","15.179","13.118","K0 V","5200","4.5","-0.292","0.91","0.89","0.3","[Fe/H]","6.2","86.8918"
"3340","9.42887179","6.176108677507845","","9.64","3.07","1.83","1","0","1","44.004379","14.467","13.103","","6160","4.32","0.34700000000000003","1.15","1.23","0.03","[Fe/H]","3.09","42.3495"
"3341","4.08899022","6.176108677507845","","3.26","1.62","4.21","1","0","1","44.004379","14.467","13.103","","6160","4.32","0.34700000000000003","1.15","1.23","0.03","[Fe/H]","3.09","85.9242"
"3342","17.44490636","6.176108677507845","","6.62","2.46","2.44","1","0","1","44.077686","14.98","13.124","","5387","4.54","-0.31","0.87","0.84","-0.06","[Fe/H]","4.47","14.1051"
"3343","18.82747265","6.176108677507845","","8.3","2.81","2.06","1","0","1","37.955653999999996","15.719000000000001","13.939","","5373","4.54","-0.171","0.87","0.83","-0.08","[Fe/H]","4.07","45.5145"
"3344","5.74772501","6.176108677507845","","4.31","1.91","3.4","1","0","1","37.902288","14.475","11.875","","4346","4.65","-0.885","0.68","0.65","-0.03","[Fe/H]","3.63","97.4993"
"3345","14.5596237","6.176108677507845","","4.7","2.01","3.18","1","0","1","37.846191999999995","15.126","13.515999999999998","","5935","4.39","0.377","1.06","1.08","0.05","[Fe/H]","3.8","39.942"
"3346","1.26909037","6.176108677507845","","3.75","1.76","3.78","1","0","1","41.097338","14.024000000000001","11.879000000000001","","5043","4.58","-0.475","0.82","0.77","-0.01","[Fe/H]","4.9","42.9182"
"3347","2.85313364","6.176108677507845","","2.13","1.26","5.85","1","0","1","41.097338","14.024000000000001","11.879000000000001","","5043","4.58","-0.475","0.82","0.77","-0.01","[Fe/H]","4.9","53.7407"
"3348","1.22486632","6.176108677507845","","1.46","1.12","5.71","1","0","1","41.201093","15.390999999999998","13.535","","5282","4.57","-0.358","0.82","0.79","-0.19","[Fe/H]","4.47","6.90179"
"3349","1.02267882","6.176108677507845","","2.42","1.36","5.29","1","0","1","41.386515","14.764000000000001","13.043","","6014","4.37","0.071","1.08","1.13","0.02","[Fe/H]","3.31","44.274"
"3350","12.1097104","6.176108677507845","","6.71","2.48","2.42","1","0","1","41.135436","14.327","13.11","","6228","4.19","0.525","1.16","1.42","-0.1","[Fe/H]","3.8","63.0773"
"3351","4.75793986","6.176108677507845","","3.5","1.69","3.98","1","0","1","41.135436","14.327","13.11","","6228","4.19","0.525","1.16","1.42","-0.1","[Fe/H]","3.8","9.80574"
"3352","20.4966197","6.176108677507845","","5.14","2.12","2.96","1","0","1","41.135436","14.327","13.11","","6228","4.19","0.525","1.16","1.42","-0.1","[Fe/H]","3.8","48.3083"
"3353","8.1934719","6.176108677507845","","2.96","1.53","4.54","1","0","1","41.135436","14.327","13.11","","6228","4.19","0.525","1.16","1.42","-0.1","[Fe/H]","3.8","12.2013"
"3354","41.805985","6.176108677507845","","5.77","2.27","2.71","1","0","1","41.381498","14.787","12.967","","5860","4.42","0.061","1.04","1.04","0.06","[Fe/H]","3.89","4.38174"
"3355","1.5449298","0.0274","0.078","638.8383","15.244000000000002","1.1","1","0","1","39.619003","13.276","12.092","F","6409","4.2","0.40399999999999997","1.2","1.32","-0.1","[Fe/H]","2.63","7.37159"
"3356","8.70419416","6.176108677507845","","9.59","3.06","1.84","1","0","1","44.179417","15.073","13.239","","5322","4.54","-0.3","0.89","0.85","0.08","[Fe/H]","4.57","46.4353"
"3357","2.46697439","6.176108677507845","","2.79","1.48","4.73","1","0","1","44.179417","15.073","13.239","","5322","4.54","-0.3","0.89","0.85","0.08","[Fe/H]","4.57","47.4219"
"3358","10.12804789","6.176108677507845","","4.78","2.03","3.14","1","0","1","44.143581","14.709000000000001","13.202","","5706","4.48","-0.153","0.95","0.93","-0.09","[Fe/H]","4.07","76.3811"
"3359","3.7705521","6.176108677507845","","482.5116770776483","12.68","4.3812565360303335","1","0","1","47.329491","15.427","13.969000000000001","","5944","4.4","0.308","1.06","1.08","0.02","[Fe/H]","3.8","16.6998"
"3360","1.19655156","6.176108677507845","","1.98","1.22","5.99","1","0","1","47.157352","15.682","13.752","","5166","4.57","-0.364","0.84","0.8","0.01","[Fe/H]","4.79","61.5842"
"3361","7.33683936","6.176108677507845","","3.33","1.64","4.15","1","0","1","47.164627","15.3","13.622","","5557","4.51","-0.16399999999999998","0.92","0.89","-0.06","[Fe/H]","4.17","13.9216"
"3362","27.6655226","6.176108677507845","","6.48","2.43","2.48","1","0","1","47.15567","14.6","13.175","","5901","4.41","0.124","1.05","1.06","0.04","[Fe/H]","3.72","31.7206"
"3363","6.10027804","6.176108677507845","","11.4","3.39","1.61","1","0","1","37.969851","15.648","13.994000000000002","","5992","4.36","0.413","1.1","1.15","0.09","[Fe/H]","3.63","75.879"
"3364","161.5280101","6.176108677507845","","35.7","6.64","0.67","1","0","1","38.035828","15.418","13.812000000000001","","5694","4.48","0.47700000000000004","0.96","0.94","-0.05","[Fe/H]","4.07","64.5464"
"3365","11.3910025","6.176108677507845","","3.86","1.79","3.7","1","0","1","38.393485","15.722999999999999","13.514000000000001","","5108","4.58","-0.5489999999999999","0.82","0.78","-0.03","[Fe/H]","4.57","17.3174"
"3366","7.42608998","6.176108677507845","","8.85","2.92","1.95","1","0","1","38.358213","14.76","13.392000000000001","","6186","4.3","0.133","1.19","1.28","0.06","[Fe/H]","2.88","52.0451"
"3367","15.9870174","6.176108677507845","","3.86","1.79","3.7","1","0","1","38.358213","14.76","13.392000000000001","","6186","4.3","0.133","1.19","1.28","0.06","[Fe/H]","2.88","72.7586"
"3368","3.57878087","0.04501","0","136.661","10.761","0.603","1","0","1","44.345425","13.917","12.360999999999999","G5 V","5520","4.42","-0.052000000000000005","0.95","0.99","0.2","[M/H]","7.5","40.9687"
"3369","18.92540274","6.176108677507845","","5.9","2.3","2.66","1","0","1","38.374907","14.597000000000001","12.923","","5598","4.49","0.012","0.94","0.92","-0.01","[Fe/H]","4.57","68.7151"
"3370","1.47532231","6.176108677507845","","1.87","1.2","5.95","1","0","1","38.374907","14.597000000000001","12.923","","5598","4.49","0.012","0.94","0.92","-0.01","[Fe/H]","4.57","59.6504"
"3371","4.15244722","6.176108677507845","","2.54","1.4","5.09","1","0","1","38.374907","14.597000000000001","12.923","","5598","4.49","0.012","0.94","0.92","-0.01","[Fe/H]","4.57","83.3182"
"3372","8.73485836","6.176108677507845","","3.97","1.82","3.62","1","0","1","38.088431","14.745999999999999","13.202","","5906","4.42","0.311","1.03","1.05","0.01","[Fe/H]","3.72","54.6393"
"3373","12.99207337","6.176108677507845","","3.97","1.82","3.62","1","0","1","38.216590999999994","13.956","12.299000000000001","","5714","4.33","0.442","0.98","1.11","0.03","[Fe/H]","8.13","73.7555"
"3374","3.74910006","6.176108677507845","","2.63","1.43","4.94","1","0","1","38.057567","13.28","11.888","","5850","4.45","0.049","1.04","1.01","0.05","[Fe/H]","2.82","28.8326"
"3375","11.0895723","6.176108677507845","","10.2","3.17","1.76","1","0","1","38.211956","12.77","11.64","","6403","3.87","0.7040000000000001","1.57","2.42","0.04","[Fe/H]","2.14","52.1386"
"3376","0.97486893","6.176108677507845","","1.81","1.19","5.9","1","0","1","41.703438","13.467","11.774000000000001","","5468","4.56","-0.285","0.92","0.84","-0.04","[Fe/H]","1.86","13.6975"
"3377","4.89718784","6.176108677507845","","2.18","1.28","5.71","1","0","1","41.635559","15.42","13.319","","5071","4.58","-0.52","0.83","0.78","0.05","[Fe/H]","4.37","71.7508"
"3378","5.72812599","6.176108677507845","","2.76","1.47","4.77","1","0","1","44.346478000000005","15.94","13.046","","4043","4.71","-0.995","0.58","0.56","-0.17","[Fe/H]","3.16","5.87931"
"3379","3.75574426","6.176108677507845","","3.46","1.68","4.01","1","0","1","44.237514000000004","15.751","13.788","","5102","4.58","-0.419","0.81","0.77","-0.09","[Fe/H]","5.25","20.5993"
"3380","7.09714223","6.176108677507845","","0.721","0.92","5.09","1","0","1","44.310889","15.634","12.607999999999999","","3804","4.81","-1.181","0.46","0.44","-0.43","[Fe/H]","3.89","16.0248"
