"rowid","fpl_hostname","fpl_name","fpl_disc","fpl_orbper","fpl_rads","fst_dist","fst_logg","cluster","simil"
"0","Earth","Earth","0","1000","0.1","40","3","0","1.0"
"1","11 Com","11 Com b","2007","326.03","0.111","93.37","2.31","1","0.6762340531159821"
"2","11 UMi","11 UMi b","2009","516.21997","0.11199999999999999","125.72","1.93","1","0.630946235397522"
"3","14 And","14 And b","2008","185.84","0.11800000000000001","75.59","2.63","1","0.7182313548431238"
"4","14 Her","14 Her b","2002","1773.40002","0.11800000000000001","17.94","4.45","1","0.7989073633589818"
"5","16 Cyg B","16 Cyg B b","1996","798.5","0.12300000000000001","21.15","4.36","1","0.7289401284302197"
"6","18 Del","18 Del b","2008","993.3","0.114","76.38","2.82","1","0.7297167520982691"
"7","1RXS J160929.1-210524","1RXS J160929.1-210524 b","2008","2319.5392238828044","0.171","145","4.354839473684218","1","0.7762443288913912"
"8","24 Boo","24 Boo b","2018","30.3506","0.127","96.25","2.42","1","0.6472807545344971"
"9","24 Sex","24 Sex b","2010","452.8","0.12300000000000001","72.21","3.5","1","0.7778955046826589"
"10","24 Sex","24 Sex c","2010","883","0.127","72.21","3.5","1","0.7773265042408269"
"11","2MASS J01225093-2439505","2MASS J01225093-2439505 b","2013","2319.5392238828044","0.10300000000000001","36","4.354839473684218","1","0.7911180581506542"
"12","2MASS J02192210-3925225","2MASS J02192210-3925225 b","2015","2319.5392238828044","0.14800000000000002","39.4","4.59","1","0.7701387750148901"
"13","2MASS J04414489+2301513","2MASS J04414489+2301513 b","2010","2319.5392238828044","0.11599999999999999","140","4.354839473684218","1","0.7941660798665161"
"14","2MASS J12073346-3932539","2MASS J12073346-3932539 b","2004","2319.5392238828044","0.11900000000000001","64.42","4.354839473684218","1","0.772788241519573"
"15","2MASS J19383260+4603591","2MASS J19383260+4603591 b","2015","416","0.12300000000000001","400.77","3.91","1","0.6202525643579464"
"16","2MASS J21402931+1625183 A","2MASS J21402931+1625183 A b","2009","7336.5","0.09","25","4.354839473684218","1","0.7990774218461907"
"17","2MASS J22362452+4751425","2MASS J22362452+4751425 b","2016","2319.5392238828044","0.113","74","4.354839473684218","1","0.7865152349014914"
"18","30 Ari B","30 Ari B b","2009","335.10001","0.113","44.71","4.43","1","0.6468551219679396"
"19","4 UMa","4 UMa b","2006","269.3","0.11599999999999999","73.58","1.8","1","0.6406652522483557"
"20","42 Dra","42 Dra b","2008","479.1","0.11900000000000001","90.86","1.71","1","0.6041343874037365"
"21","47 UMa","47 UMa b","1996","1078","0.121","13.8","4.27","1","0.7991882841735495"
"22","47 UMa","47 UMa c","2001","2391","0.13","13.8","4.27","1","0.7983630191965281"
"23","47 UMa","47 UMa d","2009","14002","0.124","13.8","4.27","1","0.7989436311787598"
"24","51 Eri","51 Eri b","2015","11688","0.12300000000000001","29.4","4.354839473684218","1","0.5729104544646315"
"25","51 Peg","51 Peg b","1995","4.230785","0.131","15.47","4.33","1","0.8055740915750352"
"26","55 Cnc","55 Cnc b","1996","14.65152","0.128","12.59","4.45","1","0.765187646221726"
"27","55 Cnc","55 Cnc c","2004","44.4175","0.078","12.59","4.45","1","0.7679334630180084"
"28","55 Cnc","55 Cnc d","2002","4825","0.11900000000000001","12.59","4.45","1","0.7657433296039884"
"29","55 Cnc","55 Cnc e","2004","0.736539","0.018000000000000002","12.59","4.45","0","0.9493939723248643"
"30","55 Cnc","55 Cnc f","2007","262","0.07","12.59","4.45","1","0.7682579091693735"
"31","6 Lyn","6 Lyn b","2008","934.3","0.12300000000000001","54.74","3.19","1","0.7505740618118217"
"32","61 Vir","61 Vir b","2009","4.215","0.019","8.51","4.34","1","0.7870127977598765"
"33","61 Vir","61 Vir c","2009","38.021","0.040999999999999995","8.51","4.34","1","0.7865973144643661"
"34","61 Vir","61 Vir d","2009","123.01","0.047","8.51","4.34","1","0.786408991318436"
"35","7 CMa","7 CMa b","2011","796","0.122","19.82","3.25","1","0.7555083814854014"
"36","70 Vir","70 Vir b","1996","116.688","0.11599999999999999","17.91","3.95","1","0.7885220829673809"
"37","75 Cet","75 Cet b","2012","691.9","0.121","83.15","2.63","1","0.7224608503937928"
"38","8 UMi","8 UMi b","2015","93.4","0.125","163.32","2.57","1","0.6997932672718286"
"39","81 Cet","81 Cet b","2008","952.7","0.11800000000000001","101.53","2.35","1","0.7010912489780834"
"40","91 Aqr","91 Aqr b","2013","181.4","0.12","44.08","2.52","1","0.7126157655232658"
"41","AB Pic","AB Pic b","2005","2319.5392238828044","0.113","50.12","4.44","1","0.7539997800219853"
"42","BD+03 2562","BD+03 2562 b","2017","481.9","0.11699999999999999","2618","1.89","1","0.5685114000100742"
"43","BD+14 4559","BD+14 4559 b","2009","268.94","0.126","49.42","4.26","1","0.8071044460050133"
"44","BD+15 2375","BD+15 2375 b","2016","153.22","0.126","774","2.61","1","0.7144173018797257"
"45","BD+15 2940","BD+15 2940 b","2013","137.48","0.126","431.61","2.8","1","0.7218949102934912"
"46","BD+20 2457","BD+20 2457 b","2009","379.63","0.106","1670.85","1.77","1","0.44007166344522114"
"47","BD+20 2457","BD+20 2457 c","2009","621.99","0.113","1670.85","1.77","1","0.44041296026957005"
"48","BD+20 274","BD+20 274 b","2012","578.2","0.11900000000000001","1383.85","1.99","1","0.6476090464433749"
"49","BD+20 594","BD+20 594 b","2016","41.6855","0.024","180.39","4.5","0","0.991129462302338"
"50","BD+48 738","BD+48 738 b","2011","392.6","0.127","892.17","2.24","1","0.6896623983868189"
"51","BD+48 740","BD+48 740 b","2018","733","0.124","678.94","2.48","1","0.7108113522365798"
"52","BD+49 828","BD+49 828 b","2015","2590","0.124","447.59","2.85","1","0.7301979688442578"
"53","BD-06 1339","BD-06 1339 b","2013","3.8728","0.026000000000000002","20.28","4.74","1","0.8251646762223405"
"54","BD-06 1339","BD-06 1339 c","2013","125.94","0.077","20.28","4.74","1","0.8227160236016472"
"55","BD-08 2823","BD-08 2823 b","2009","5.6","0.033","41.38","4.43","1","0.8211465701796188"
"56","BD-08 2823","BD-08 2823 c","2009","237.6","0.114","41.38","4.43","1","0.8151291908609851"
"57","BD-10 3166","BD-10 3166 b","2000","3.48777","0.129","84.61","4.69","1","0.7854557107445345"
"58","BD-11 4672","BD-11 4672 b","2014","1667","0.13","27.3","4.1","1","0.8013585885142879"
"59","BD-13 2130","BD-13 2130 b","2007","714.29999","0.114","948.75","2.2","1","0.654732185140636"
"60","BD-17 63","BD-17 63 b","2008","655.6","0.11800000000000001","34.49","4.26","1","0.8105624742795893"
"61","CFBDSIR J145829+101343","CFBDSIR J145829+101343 b","2011","10037.5","0.114","23.1","4.72","1","0.8202399733383814"
"62","CHXR 73","CHXR 73 b","2006","2319.5392238828044","0.113","191.05","4.354839473684218","1","0.7217670771979366"
"63","CI Tau","CI Tau b","2019","8.9891","0.114","158","4.354839473684218","1","0.7959323379196517"
"64","CT Cha","CT Cha b","2007","2319.5392238828044","0.226","165","4.354839473684218","1","0.6991068109219777"
"65","CoRoT-1","CoRoT-1 b","2008","1.5089557","0.153","805.31","4.25","0","0.8125310853394977"
"66","CoRoT-10","CoRoT-10 b","2010","13.2406","0.1","345","4.65","0","0.9826068527640142"
"67","CoRoT-11","CoRoT-11 b","2010","2.99433","0.147","560","4.22","0","0.9752437862867149"
"68","CoRoT-12","CoRoT-12 b","2010","2.828042","0.14800000000000002","1150","4.38","0","0.9766090101836663"
"69","CoRoT-13","CoRoT-13 b","2010","4.03519","0.091","1060","4.46","0","0.9810369982705244"
"70","CoRoT-14","CoRoT-14 b","2010","1.51214","0.11199999999999999","1340","4.35","0","0.9828876977310849"
"71","CoRoT-16","CoRoT-16 b","2011","5.35227","0.12","840","4.36","0","0.837107639405073"
"72","CoRoT-17","CoRoT-17 b","2011","3.7681","0.105","920","4.4","0","0.9545938878293229"
"73","CoRoT-18","CoRoT-18 b","2011","1.9000693","0.135","870","4.4","0","0.973635908499825"
"74","CoRoT-19","CoRoT-19 b","2011","3.89713","0.133","770","4.07","0","0.9761772873399408"
"75","CoRoT-2","CoRoT-2 b","2008","1.7429935","0.151","200","4.53","0","0.9626252427256846"
"76","CoRoT-20","CoRoT-20 b","2011","9.24285","0.086","864.31","4.2","0","0.9676753009781236"
"77","CoRoT-20","CoRoT-20 c","2018","1675","0.11199999999999999","864.31","4.2","1","0.7884502297245832"
"78","CoRoT-21","CoRoT-21 b","2012","2.72474","0.134","1398.83","3.7","0","0.9662973457302104"
"79","CoRoT-22","CoRoT-22 b","2014","9.75598","0.045","592","4.36","0","0.9855210065214447"
"80","CoRoT-23","CoRoT-23 b","2011","3.6313","0.10800000000000001","600","4.3","0","0.9780893519132652"
"81","CoRoT-24","CoRoT-24 b","2014","5.1134","0.034","600","4.55","0","0.9540674688289581"
"82","CoRoT-24","CoRoT-24 c","2014","11.759","0.045","600","4.55","0","0.9538564734886916"
"83","CoRoT-25","CoRoT-25 b","2013","4.86069","0.111","1000","4.31","0","0.9852420486542456"
"84","CoRoT-26","CoRoT-26 b","2013","4.20474","0.13","1670","3.99","0","0.9627109058779335"
"85","CoRoT-27","CoRoT-27 b","2014","3.57532","0.10300000000000001","1035.15","4.4","0","0.8380929876200832"
"86","CoRoT-28","CoRoT-28 b","2015","5.20851","0.098","560","3.6","0","0.9256591673204582"
"87","CoRoT-29","CoRoT-29 b","2015","2.85057","0.092","765","4.3","0","0.983054410610119"
"88","CoRoT-3","CoRoT-3 b","2008","4.2568","0.10400000000000001","680","4.22","0","0.97561535304978"
"89","CoRoT-4","CoRoT-4 b","2008","9.20205","0.122","741.6","4.41","0","0.9727960061569235"
"90","CoRoT-5","CoRoT-5 b","2009","4.0378962","0.14300000000000002","904.65","4.19","0","0.8244702812557777"
"91","CoRoT-6","CoRoT-6 b","2009","8.886593","0.12","657.24","4.43","0","0.9829206112589222"
"92","CoRoT-7","CoRoT-7 b","2009","0.85359163","0.015","160.64","4.5","0","0.985998120157971"
"93","CoRoT-7","CoRoT-7 c","2009","3.698","0.026000000000000002","160.64","4.5","1","0.8144005921908369"
"94","CoRoT-8","CoRoT-8 b","2010","6.21229","0.059000000000000004","380","4.58","0","0.8434533902236804"
"95","CoRoT-9","CoRoT-9 b","2009","95.272656","0.11","417.89","4.54","0","0.9870833845502763"
"96","CoRoTID 223977153","CoRoTID 223977153 b","2017","6.71837","0.059000000000000004","586.2","4.67","0","0.9935765788141353"
"97","DE CVn","DE CVn b","2018","4098.1","0.113","30.55","4.354839473684218","1","0.6447126403829885"
"98","DENIS-P J082303.1-491201","DENIS-P J082303.1-491201 b","2013","246.36","0.109","20.77","4.354839473684218","1","0.7725753651740219"
"99","DH Tau","DH Tau b","2004","2319.5392238828044","0.27699999999999997","140","4.354839473684218","1","0.7637074642014142"
"100","DP Leo","DP Leo b","2009","10220","0.11699999999999999","305.06","4.354839473684218","1","0.6052320676843272"
"101","DS Tuc A","DS Tuc A b","2019","8.138268","0.052000000000000005","44.12","4.6","0","0.909957085314387"
"102","EPIC 201238110","EPIC 201238110 b","2019","28.1656","0.017","159.98","4.354839473684218","0","0.9897769674303972"
"103","EPIC 201497682","EPIC 201497682 b","2019","2.13174","0.006","254.88","4.354839473684218","0","0.9904948030783172"
"104","K2-166","EPIC 201615463 c","2019","3.80464","0.011000000000000001","481","4.09","0","0.9822281197046222"
"105","K2-16","EPIC 201754305 d","2019","2.71578","0.009000000000000001","338.19","4.63","0","0.9900445214331545"
"106","K2-50","EPIC 201833600 c","2019","3.96151","0.009000000000000001","259.33","4.74","0","0.9953625732194078"
"107","EPIC 201841433","EPIC 201841433 b","2019","4.16959","0.01","441.94","4.354839473684218","0","0.9912129767982462"
"108","K2-168","EPIC 205950854 c","2019","8.050722","0.012","245.56","4.46","0","0.9870356680103654"
"109","EPIC 206024342","EPIC 206024342 b","2019","4.50756","0.016","373.81","4.354839473684218","0","0.9857713486676647"
"110","EPIC 206032309","EPIC 206032309 b","2019","2.87814","0.009000000000000001","162.09","4.354839473684218","0","0.9866886495036284"
"111","EPIC 206042996","EPIC 206042996 b","2019","5.29711","0.015","457.27","4.354839473684218","0","0.9872964736635065"
"112","EPIC 206215704","EPIC 206215704 b","2019","2.25372","0.008","110.22","4.354839473684218","0","0.9881833691550839"
"113","EPIC 206317286","EPIC 206317286 b","2019","1.58252","0.009000000000000001","317.2","4.354839473684218","0","0.9886791534242526"
"114","EPIC 211822797","EPIC 211822797 b","2016","21.169861","0.018000000000000002","187.19","4.354839473684218","0","0.9784308627764836"
"115","EPIC 211945201","EPIC 211945201 b","2018","19.49221","0.053","182.69","4.22","0","0.9852968163237381"
"116","EPIC 212297394","EPIC 212297394 b","2019","2.28943","0.012","423.35","4.354839473684218","0","0.9853971698870125"
"117","EPIC 212424622","EPIC 212424622 b","2019","18.0983","0.02","622.67","4.354839473684218","0","0.9847495578519431"
"118","EPIC 212499991","EPIC 212499991 b","2019","34.885","0.015","285.61","4.354839473684218","0","0.9871941629101886"
"119","EPIC 212587672","EPIC 212587672 b","2019","15.2841","0.01","322.88","4.354839473684218","0","0.9864572985584507"
"120","EPIC 212737443","EPIC 212737443 b","2019","13.603","0.024","347.45","4.62","0","0.9922742090107256"
"121","EPIC 212737443","EPIC 212737443 c","2019","65.55","0.025","347.45","4.62","0","0.9922619489220459"
"122","K2-282","EPIC 220554210 c","2019","0.70531","0.013999999999999999","502.28","4.47","0","0.9897566290056182"
"123","EPIC 220674823","EPIC 220674823 b","2016","0.571331","0.017","246.1","4.45","0","0.9897856119354416"
"124","EPIC 220674823","EPIC 220674823 c","2016","13.339079","0.025","246.1","4.45","0","0.9897147399732378"
"125","EPIC 246851721","EPIC 246851721 b","2018","6.180235","0.10800000000000001","336.7","4.16","0","0.9596311698997495"
"126","EPIC 248847494","EPIC 248847494 b","2018","3650","0.114","560","3.52","0","0.9638514791098668"
"127","FU Tau","FU Tau b","2008","2319.5392238828044","0.11199999999999999","140","4.354839473684218","1","0.772206708488887"
"128","Fomalhaut","Fomalhaut b","2008","555530","0.12300000000000001","7.7","4.14","1","0.7623842427084695"
"129","GJ 1132","GJ 1132 b","2015","1.628931","0.011000000000000001","12.62","4.88","0","0.9657470801851026"
"130","GJ 1132","GJ 1132 c","2018","8.929","0.013000000000000001","12.62","4.88","1","0.7938612451820731"
"131","GJ 1148","GJ 1148 b","2010","41.38","0.109","11.02","4.354839473684218","1","0.8060808117515648"
"132","GJ 1148","GJ 1148 c","2017","532.58","0.08900000000000001","11.02","4.354839473684218","1","0.8077827446964732"
"133","GJ 1214","GJ 1214 b","2009","1.58040456","0.026000000000000002","14.65","4.94","0","0.9755537924166716"
"134","GJ 1265","GJ 1265 b","2018","3.6511","0.024","10.26","5.09","1","0.8129528544957056"
"135","GJ 143","GJ 143 b","2019","35.61253","0.024","16.33","4.61","0","0.9545801529507826"
"136","GJ 163","GJ 163 b","2013","8.63182","0.03","15.14","4.354839473684218","1","0.7774138346192953"
"137","GJ 163","GJ 163 c","2013","25.63058","0.023","15.14","4.354839473684218","1","0.7775610366795755"
"138","GJ 163","GJ 163 d","2013","603.95116","0.054000000000000006","15.14","4.354839473684218","1","0.7764443318214574"
"139","GJ 179","GJ 179 b","2009","2288","0.128","12.36","4.83","1","0.804200942766343"
"140","GJ 273","GJ 273 b","2017","18.6498","0.013999999999999999","3.8","4.354839473684218","1","0.8161246704666916"
"141","GJ 273","GJ 273 c","2017","4.7234","0.01","3.8","4.354839473684218","1","0.8161415378253452"
"142","GJ 3021","GJ 3021 b","2000","133.71","0.12","17.56","4.7","1","0.7256722395809004"
"143","GJ 3138","GJ 3138 b","2017","1.22003","0.011000000000000001","28.49","4.354839473684218","1","0.8233042111190306"
"144","GJ 3138","GJ 3138 c","2017","5.974","0.017","28.49","4.354839473684218","1","0.8232456881817929"
"145","GJ 3138","GJ 3138 d","2017","257.8","0.03","28.49","4.354839473684218","1","0.8229651220256445"
"146","GJ 317","GJ 317 b","2007","692","0.122","15.1","4.354839473684218","1","0.7866527880006193"
"147","GJ 317","GJ 317 c","2018","5312","0.124","15.1","4.354839473684218","1","0.7864526064403312"
"148","GJ 328","GJ 328 b","2013","4100","0.122","20.54","4.354839473684218","1","0.6317059713149825"
"149","GJ 3293","GJ 3293 b","2015","30.5987","0.048","20.2","4.354839473684218","1","0.812852489672733"
"150","GJ 3293","GJ 3293 c","2015","122.6196","0.045","20.2","4.354839473684218","1","0.8129950571758204"
"151","GJ 3293","GJ 3293 d","2017","48.1345","0.025","20.2","4.354839473684218","1","0.8136814147005528"
"152","GJ 3293","GJ 3293 e","2017","13.2543","0.015","20.2","4.354839473684218","1","0.8138265031736032"
"153","GJ 3323","GJ 3323 b","2017","5.3636","0.011000000000000001","5.32","4.354839473684218","1","0.8224613958184379"
"154","GJ 3323","GJ 3323 c","2017","40.54","0.012","5.32","4.354839473684218","1","0.8224565590492643"
"155","GJ 3341","GJ 3341 b","2015","14.207","0.022000000000000002","23.16","4.354839473684218","1","0.8149267419833272"
"156","GJ 3470","GJ 3470 b","2012","3.3366496","0.042","29.45","4.7","0","0.9833814905436226"
"157","GJ 357","GJ 357 b","2019","3.93072","0.011000000000000001","9.44","4.94","0","0.9863882245346997"
"158","GJ 357","GJ 357 c","2019","9.1247","0.015","9.44","4.94","1","0.8178825992092071"
"159","GJ 357","GJ 357 d","2019","55.661","0.021","9.44","4.94","1","0.8178070095291381"
"160","GJ 3634","GJ 3634 b","2010","2.64561","0.026000000000000002","19.8","4.354839473684218","1","0.8079809029149069"
"161","GJ 3779","GJ 3779 b","2018","3.0232","0.025","13.75","5.05","1","0.8203288188823334"
"162","GJ 3942","GJ 3942 b","2017","6.905","0.024","16.94","4.65","1","0.813141554384852"
"163","GJ 3998","GJ 3998 b","2016","2.64977","0.013000000000000001","18.16","4.77","1","0.8263189738600284"
"164","GJ 3998","GJ 3998 c","2016","13.74","0.022000000000000002","18.16","4.77","1","0.8262287708539222"
"165","GJ 411","GJ 411 b","2019","12.9532","0.013999999999999999","2.55","4.354839473684218","1","0.8084172629161749"
"166","GJ 4276","GJ 4276 b","2019","13.352","0.039","21.35","4.97","1","0.8062201406558013"
"167","GJ 433","GJ 433 b","2011","7.3709","0.022000000000000002","9.07","4.81","1","0.8136268681054296"
"168","GJ 436","GJ 436 b","2004","2.64388312","0.038","9.76","4.79","0","0.9910357643148818"
"169","GJ 504","GJ 504 b","2013","2319.5392238828044","0.11900000000000001","17.54","4.6","1","0.7897773197506988"
"170","GJ 536","GJ 536 b","2016","8.7076","0.02","10.41","4.75","1","0.811253144001893"
"171","GJ 581","GJ 581 b","2005","5.3686","0.038","6.3","4.354839473684218","1","0.8230234279862257"
"172","GJ 581","GJ 581 c","2007","12.914","0.02","6.3","4.354839473684218","1","0.8235806296947823"
"173","GJ 581","GJ 581 e","2009","3.149","0.011000000000000001","6.3","4.354839473684218","1","0.8236940753235763"
"174","GJ 625","GJ 625 b","2017","14.628","0.013999999999999999","6.49","4.94","1","0.8007684063270244"
"175","GJ 649","GJ 649 b","2009","598.3","0.114","10.38","4.81","1","0.801967923041929"
"176","GJ 667 C","GJ 667 C b","2011","7.2004","0.02","6.8","4.69","1","0.6618660990529854"
"177","GJ 667 C","GJ 667 C c","2011","28.14","0.016","6.8","4.69","1","0.6619019636372329"
"178","GJ 667 C","GJ 667 C e","2013","62.24","0.013000000000000001","6.8","4.69","1","0.6619172008821771"
"179","GJ 667 C","GJ 667 C f","2013","39.026","0.013000000000000001","6.8","4.69","1","0.6619171973360696"
"180","GJ 667 C","GJ 667 C g","2013","256.2","0.018000000000000002","6.8","4.69","1","0.6618868584731896"
"181","GJ 674","GJ 674 b","2007","4.6938","0.031","4.55","4.354839473684218","1","0.7934115186070977"
"182","GJ 676 A","GJ 676 A b","2010","1056.80005","0.11599999999999999","16.03","4.62","1","0.78353237860863"
"183","GJ 676 A","GJ 676 A c","2016","7337","0.11599999999999999","16.03","4.62","1","0.783530031262214"
"184","GJ 676 A","GJ 676 A d","2012","3.6005","0.018000000000000002","16.03","4.62","1","0.7900399380916152"
"185","GJ 676 A","GJ 676 A e","2012","35.39","0.025","16.03","4.62","1","0.7899228178194966"
"186","GJ 685","GJ 685 b","2019","24.16","0.027000000000000003","14.32","4.72","0","0.9825503064634941"
"187","GJ 687","GJ 687 b","2014","38.14","0.042","4.55","4.82","1","0.8032450497088829"
"188","GJ 832","GJ 832 b","2008","3657","0.129","4.97","4.7","1","0.750787107138006"
"189","GJ 832","GJ 832 c","2014","35.68","0.02","4.97","4.7","1","0.75815423543264"
"190","GJ 849","GJ 849 b","2006","1882","0.127","8.8","4.8","1","0.8049556391642207"
"191","GJ 86","GJ 86 b","1999","15.76491","0.11900000000000001","10.79","4.63","1","0.7101640707181439"
"192","GJ 876","GJ 876 b","1998","61.1166","0.122","4.68","4.354839473684218","1","0.7989345539099799"
"193","GJ 876","GJ 876 c","2000","30.0881","0.128","4.68","4.354839473684218","1","0.7979959282818678"
"194","GJ 876","GJ 876 d","2005","1.93778","0.023","4.68","4.354839473684218","1","0.8070640901934528"
"195","GJ 876","GJ 876 e","2010","124.26","0.036000000000000004","4.68","4.354839473684218","1","0.8067016776856502"
"196","GJ 96","GJ 96 b","2018","73.94","0.043","11.94","4.354839473684218","1","0.8080085984569761"
"197","GJ 9827","GJ 9827 b","2017","1.2089819","0.013999999999999999","29.69","4.66","0","0.8265556434181844"
"198","GJ 9827","GJ 9827 c","2017","3.6480957","0.011000000000000001","29.69","4.66","0","0.8265565696435868"
"199","GJ 9827","GJ 9827 d","2017","6.2014698","0.019","29.69","4.66","0","0.8265446320571355"
"200","GQ Lup","GQ Lup b","2004","2319.5392238828044","0.308","151.82","4.354839473684218","1","0.7362745357548321"
"201","GSC 06214-00210","GSC 06214-00210 b","2010","2319.5392238828044","0.185","145","4.354839473684218","1","0.7741079961284065"
"202","GU Psc","GU Psc b","2014","2319.5392238828044","0.13","48","4.354839473684218","1","0.6766726852077266"
"203","Gl 378","Gl 378 b","2019","3.822","0.034","14.96","4.354839473684218","1","0.8092530967030342"
"204","Gl 49","Gl 49 b","2019","13.8508","0.021","9.86","4.69","1","0.7869273058754109"
"205","Gl 686","Gl 686 b","2018","15.5314","0.023","8.16","4.83","1","0.8214959129577039"
"206","HAT-P-1","HAT-P-1 b","2006","4.46529976","0.135","159.71","4.36","0","0.9805187886791624"
"207","HAT-P-11","HAT-P-11 b","2008","4.88780244","0.04","37.81","4.66","0","0.9824230833927652"
"208","HAT-P-11","HAT-P-11 c","2018","3407","0.124","37.81","4.66","1","0.803419098690954"
"209","HAT-P-12","HAT-P-12 b","2009","3.2130598","0.099","142.5","4.61","0","0.9805261539931998"
"210","HAT-P-13","HAT-P-13 b","2009","2.91625","0.131","214","4.13","0","0.9672031549957797"
"211","HAT-P-13","HAT-P-13 c","2009","446.27","0.113","214","4.13","1","0.7906288692685102"
"212","HAT-P-14","HAT-P-14 b","2010","4.62767","0.146","224.1","4.25","0","0.9641051667465612"
"213","HAT-P-15","HAT-P-15 b","2010","10.8635","0.109","193.56","4.38","0","0.9784683892103663"
"214","HAT-P-16","HAT-P-16 b","2010","2.77596","0.133","235","4.34","0","0.9745620858133716"
"215","HAT-P-17","HAT-P-17 b","2010","10.33852","0.10800000000000001","92.63","4.53","0","0.9809824627118727"
"216","HAT-P-17","HAT-P-17 c","2010","5584","0.12","92.63","4.53","1","0.8042928534725161"
"217","HAT-P-18","HAT-P-18 b","2010","5.508023","0.102","166","4.57","0","0.9493726872651305"
"218","HAT-P-19","HAT-P-19 b","2010","4.008778","0.11599999999999999","215","4.54","0","0.9728181165047797"
"219","HAT-P-2","HAT-P-2 b","2007","5.6335158","0.098","128.25","4.16","0","0.9704716614355825"
"220","HAT-P-20","HAT-P-20 b","2010","2.875317","0.08900000000000001","70","4.63","0","0.9803792491509349"
"221","HAT-P-21","HAT-P-21 b","2010","4.12448","0.114","279.48","4.33","0","0.9619185172974059"
"222","HAT-P-22","HAT-P-22 b","2010","3.21222","0.11800000000000001","81.96","4.36","0","0.944253858704844"
"223","HAT-P-23","HAT-P-23 b","2010","1.21288","0.11199999999999999","368.61","4.33","0","0.9836987125496276"
"224","HAT-P-24","HAT-P-24 b","2010","3.35524","0.134","420.26","4.27","0","0.9795141440897929"
"225","HAT-P-25","HAT-P-25 b","2010","3.65281514","0.11699999999999999","302.95","4.52","0","0.9813273906421189"
"226","HAT-P-26","HAT-P-26 b","2010","4.23452","0.065","142.41","4.56","0","0.9752326558195218"
"227","HAT-P-27","HAT-P-27 b","2011","3.039577","0.105","204","4.51","0","0.9821814717486524"
"228","HAT-P-28","HAT-P-28 b","2011","3.257215","0.125","395","4.36","0","0.9814183976716043"
"229","HAT-P-29","HAT-P-29 b","2011","5.72319","0.12","316.36","4.34","0","0.9731210237339389"
"230","HAT-P-3","HAT-P-3 b","2007","2.8997","0.09699999999999999","135.08","4.56","0","0.9757342571296405"
"231","HAT-P-30","HAT-P-30 b","2011","2.8106","0.14800000000000002","215.29","4.36","0","0.9707176924836443"
"232","HAT-P-31","HAT-P-31 b","2011","5.00542","0.11199999999999999","347.48","4.26","0","0.980596090733413"
"233","HAT-P-32","HAT-P-32 b","2011","2.1500082","0.203","291.51","4.22","0","0.9478513350011666"
"234","HAT-P-33","HAT-P-33 b","2011","3.47447","0.19","400.55","4.15","0","0.9680777868943964"
"235","HAT-P-34","HAT-P-34 b","2011","5.45265","0.139","251.08","4.21","0","0.9672482099850619"
"236","HAT-P-35","HAT-P-35 b","2011","3.64671","0.365","514.2","4.21","0","0.8240566849736579"
"237","HAT-P-36","HAT-P-36 b","2011","1.32734683","0.131","296.93","4.42","0","0.9768175593013928"
"238","HAT-P-37","HAT-P-37 b","2011","2.797436","0.121","411","4.51","0","0.9823212475295616"
"239","HAT-P-38","HAT-P-38 b","2012","4.640382","0.085","249","4.354839473684218","0","0.9652712378842966"
"240","HAT-P-39","HAT-P-39 b","2012","3.54387","0.162","642","4.354839473684218","0","0.97308984647472"
"241","HAT-P-4","HAT-P-4 b","2007","3.056536","0.131","314","4.14","0","0.9744654097904443"
"242","HAT-P-40","HAT-P-40 b","2012","4.45724","0.156","470.68","3.93","0","0.9632017736052612"
"243","HAT-P-41","HAT-P-41 b","2012","2.69405","0.21100000000000002","351.63","4.14","0","0.9608617133174393"
"244","HAT-P-42","HAT-P-42 b","2012","4.641878","0.132","447","4.14","0","0.973185546423924"
"245","HAT-P-43","HAT-P-43 b","2012","3.332687","0.132","542","4.37","0","0.979433517622328"
"246","HAT-P-44","HAT-P-44 b","2014","4.301219","0.128","363","4.46","0","0.9726568768117141"
"247","HAT-P-44","HAT-P-44 c","2014","872.2","0.11900000000000001","363","4.46","1","0.7968601052267648"
"248","HAT-P-45","HAT-P-45 b","2014","3.128992","0.147","305","4.3","0","0.9738867980262966"
"249","HAT-P-46","HAT-P-46 b","2014","4.463129","0.132","296","4.25","0","0.969230909398711"
"250","HAT-P-49","HAT-P-49 b","2014","2.69155","0.163","353.89","4.1","0","0.9661428435207543"
"251","HAT-P-5","HAT-P-5 b","2007","2.78849","0.124","306.01","4.37","0","0.9773161164099361"
"252","HAT-P-50","HAT-P-50 b","2015","3.1220109","0.132","497","4.07","0","0.9760650021736129"
"253","HAT-P-51","HAT-P-51 b","2015","4.2180278","0.133","470","4.39","0","0.9714520536610911"
"254","HAT-P-52","HAT-P-52 b","2015","2.7535953","0.10400000000000001","385","4.48","0","0.9683820941777241"
"255","HAT-P-53","HAT-P-53 b","2015","1.9616241","0.135","719","4.31","0","0.9813449060799234"
"256","HAT-P-54","HAT-P-54 b","2015","3.799847","0.09699999999999999","144.25","4.67","0","0.9915433979343414"
"257","HAT-P-55","HAT-P-55 b","2015","3.5852467","0.121","480","4.43","0","0.9868483109827754"
