"rowid","fpl_hostname","fpl_name","fpl_disc","fpl_orbper","fpl_rads","fst_dist","fst_logg","cluster","simil"
"2884","Kepler-407","Kepler-407 c","2014","3000","0.113","341.69","4.43","1","0.796488403494287"
"2885","Kepler-408","Kepler-408 b","2014","2.46502","0.006999999999999999","89.01","4.29","0","0.9776770269162657"
"2886","Kepler-409","Kepler-409 b","2014","68.9584","0.011000000000000001","68.31","4.5","0","0.984449617977785"
"2887","Kepler-41","Kepler-41 b","2011","1.8555582","0.133","1128.11","4.28","0","0.9717397698138686"
"2888","Kepler-410 A","Kepler-410 A b","2013","17.833648","0.026000000000000002","132","4.26","0","0.9631253242987953"
"2889","Kepler-411","Kepler-411 b","2013","3.005156","0.022000000000000002","153.59","4.6","0","0.9748278589989318"
"2890","Kepler-411","Kepler-411 c","2016","7.834435","0.040999999999999995","153.59","4.6","0","0.9745543767021675"
"2891","Kepler-411","Kepler-411 d","2018","58.02035","0.03","153.59","4.6","0","0.9747328833471107"
"2892","Kepler-411","Kepler-411 e","2018","31.509728","0.03","153.59","4.6","1","0.7977655686903992"
"2893","Kepler-412","Kepler-412 b","2014","1.7208604","0.138","1121.32","4.3","0","0.9756757705766906"
"2894","Kepler-413","Kepler-413 b","2014","66.262","0.04","868.34","4.57","0","0.8367925902458281"
"2895","Kepler-414","Kepler-414 b","2014","4.7","0.016","418.44","4.47","0","0.9866878317202632"
"2896","Kepler-414","Kepler-414 c","2014","7.171","0.027999999999999997","418.44","4.47","0","0.9865914263696117"
"2897","Kepler-415","Kepler-415 b","2014","4.176","0.011000000000000001","538.39","4.62","0","0.9780427386385133"
"2898","Kepler-415","Kepler-415 c","2014","8.708","0.021","538.39","4.62","0","0.9916127506899428"
"2899","Kepler-416","Kepler-416 b","2014","6.319","0.023","704.76","4.42","0","0.988474886763615"
"2900","Kepler-416","Kepler-416 c","2014","12.209","0.022000000000000002","704.76","4.42","0","0.9885009462410774"
"2901","Kepler-417","Kepler-417 b","2014","12.331","0.021","999.47","4.57","0","0.9904949091699178"
"2902","Kepler-417","Kepler-417 c","2014","15.943","0.025","999.47","4.57","0","0.9904610001659382"
"2903","Kepler-418","Kepler-418 b","2014","86.67856","0.12300000000000001","1031.92","4.35","0","0.847679534947095"
"2904","Kepler-419","Kepler-419 b","2014","69.7546","0.099","1041.31","4.1","0","0.9655541624355822"
"2905","Kepler-419","Kepler-419 c","2014","675.47","0.11599999999999999","1041.31","4.1","1","0.7852942654477609"
"2906","Kepler-42","Kepler-42 b","2011","1.2137672","0.006999999999999999","38.7","5.01","0","0.8353481523250408"
"2907","Kepler-42","Kepler-42 c","2011","0.45328509","0.006999999999999999","38.7","5.01","0","0.8353472600369236"
"2908","Kepler-42","Kepler-42 d","2011","1.865169","0.005","38.7","5.01","0","0.8353437202365961"
"2909","Kepler-421","Kepler-421 b","2014","704.1984","0.038","320","4.61","0","0.9864383517565126"
"2910","Kepler-422","Kepler-422 b","2014","7.8914483","0.12","738.2","4.31","0","0.9768427512219771"
"2911","Kepler-423","Kepler-423 b","2014","2.6843285","0.12300000000000001","725","4.41","0","0.8384371730402758"
"2912","Kepler-424","Kepler-424 b","2014","3.3118644","0.091","712.87","4.5","0","0.9755932480120328"
"2913","Kepler-424","Kepler-424 c","2014","223.3","0.11599999999999999","712.87","4.5","1","0.798092108472707"
"2914","Kepler-425","Kepler-425 b","2014","3.79701816","0.10099999999999999","650","4.54","0","0.9841806704435314"
"2915","Kepler-426","Kepler-426 b","2014","3.21751883","0.11199999999999999","880","4.47","0","0.9790383616516757"
"2916","Kepler-427","Kepler-427 b","2014","10.290994","0.126","1100","4.14","0","0.9706398151190101"
"2917","Kepler-428","Kepler-428 b","2014","3.52563254","0.111","720","4.57","0","0.9868589579139831"
"2918","Kepler-43","Kepler-43 b","2011","3.0240949","0.125","1035.9","4.26","0","0.9692716158554574"
"2919","Kepler-430","Kepler-430 b","2015","35.968","0.03","942.26","4.15","0","0.9779263016744706"
"2920","Kepler-430","Kepler-430 c","2015","110.979","0.016","942.26","4.15","0","0.978045113604262"
"2921","Kepler-431","Kepler-431 b","2015","6.803","0.006999999999999999","493.44","4.4","0","0.9864649937746991"
"2922","Kepler-431","Kepler-431 c","2015","8.703","0.006","493.44","4.4","0","0.9864634661111454"
"2923","Kepler-431","Kepler-431 d","2015","11.922","0.01","493.44","4.4","0","0.9864661393580058"
"2924","Kepler-432","Kepler-432 b","2015","52.501129","0.11800000000000001","870","3.35","0","0.816125959520244"
"2925","Kepler-432","Kepler-432 c","2015","406.2","0.122","870","3.35","1","0.6153965447216792"
"2926","Kepler-433","Kepler-433 b","2015","5.33408384","0.149","1870","3.89","0","0.96570829648126"
"2927","Kepler-434","Kepler-434 b","2015","12.8747099","0.11599999999999999","1240","4.24","0","0.9764775122589703"
"2928","Kepler-435","Kepler-435 b","2015","8.6001536","0.205","2070","3.61","0","0.9461143040964878"
"2929","Kepler-436","Kepler-436 b","2015","64.00205","0.025","618","4.62","0","0.988919086064894"
"2930","Kepler-436","Kepler-436 c","2016","16.79713874","0.021","618","4.62","0","0.9889545964734371"
"2931","Kepler-437","Kepler-437 b","2015","66.65062","0.02","417","4.63","0","0.9889459313283858"
"2932","Kepler-438","Kepler-438 b","2015","35.23319","0.01","145","4.74","0","0.9889746715173732"
"2933","Kepler-439","Kepler-439 b","2015","178.1396","0.021","693","4.51","0","0.9841092115050805"
"2934","Kepler-44","Kepler-44 b","2011","3.2467293","0.11199999999999999","1229.15","4.22","0","0.9775128517405051"
"2935","Kepler-440","Kepler-440 b","2015","101.11141","0.017","261","4.71","0","0.979407918599116"
"2936","Kepler-441","Kepler-441 b","2015","207.2482","0.015","284","4.71","0","0.9638331689815217"
"2937","Kepler-442","Kepler-442 b","2015","112.3053","0.012","342","4.67","0","0.9829493269211083"
"2938","Kepler-443","Kepler-443 b","2015","177.6693","0.021","779","4.61","0","0.9875351007035483"
"2939","Kepler-444","Kepler-444 b","2015","3.6001053","0.004","36.48","4.56","0","0.8783321865595359"
"2940","Kepler-444","Kepler-444 c","2015","4.5458841","0.005","36.48","4.56","0","0.8783350636359988"
"2941","Kepler-444","Kepler-444 d","2015","6.189392","0.005","36.48","4.56","0","0.8783364997180727"
"2942","Kepler-444","Kepler-444 e","2015","7.743493","0.005","36.48","4.56","0","0.8783367689470152"
"2943","Kepler-444","Kepler-444 f","2015","9.740486","0.006999999999999999","36.48","4.56","0","0.8783406619889886"
"2944","Kepler-445","Kepler-445 b","2015","2.984151","0.013999999999999999","90","4.83","0","0.98010028219043"
"2945","Kepler-445","Kepler-445 c","2015","4.871229","0.023","90","4.83","0","0.9800504386925436"
"2946","Kepler-445","Kepler-445 d","2015","8.15275","0.011000000000000001","90","4.83","0","0.9801071640789962"
"2947","Kepler-446","Kepler-446 b","2015","1.565409","0.013999999999999999","120","4.87","0","0.9826148029153773"
"2948","Kepler-446","Kepler-446 c","2015","3.036179","0.01","120","4.87","0","0.9826231953467549"
"2949","Kepler-446","Kepler-446 d","2015","5.148921","0.012","120","4.87","0","0.9826191653858194"
"2950","Kepler-447","Kepler-447 b","2015","7.79430132","0.17","270.12","4.4","0","0.9748982485180604"
"2951","Kepler-449","Kepler-449 b","2015","12.58242","0.019","279","4.09","0","0.962589890093282"
"2952","Kepler-449","Kepler-449 c","2015","33.6727","0.025","279","4.09","0","0.9625401797271115"
"2953","Kepler-45","Kepler-45 b","2011","2.455239","0.099","333","4.7","0","0.9717875839942444"
"2954","Kepler-450","Kepler-450 b","2015","28.454851","0.055999999999999994","462","4.17","0","0.975154366918295"
"2955","Kepler-450","Kepler-450 c","2015","15.413135","0.024","462","4.17","0","0.9757824325810658"
"2956","Kepler-450","Kepler-450 d","2015","7.51464","0.008","462","4.17","0","0.9758513459536796"
"2957","Kepler-452","Kepler-452 b","2015","384.843","0.015","560.62","4.32","0","0.9817163761400511"
"2958","Kepler-453","Kepler-453 b","2015","240.503","0.057","448.58","4.57","0","0.7546815037251976"
"2959","Kepler-454","Kepler-454 b","2015","10.57","0.022000000000000002","232.41","4.37","0","0.9833168350653101"
"2960","Kepler-454","Kepler-454 c","2015","523.9","0.11800000000000001","232.41","4.37","1","0.8036347374577896"
"2961","KIC 9663113","Kepler-458 c","2016","20.74028413","0.038","1670.88","4.42","0","0.9802673833403641"
"2962","Kepler-46","Kepler-46 b","2012","33.60134","0.083","794.54","4.58","0","0.966281971290141"
"2963","Kepler-46","Kepler-46 c","2012","57.011","0.124","794.54","4.58","0","0.9642473357521354"
"2964","Kepler-46","Kepler-46 d","2014","6.766589","0.015","794.54","4.58","0","0.9677360772902339"
"2965","KIC 5437945","Kepler-460 c","2016","220.1303357","0.051","1322.48","4.16","0","0.9718239607989106"
"2966","Kepler-461","Kepler-461 b","2016","8.31378306","0.024","468","4.51","0","0.9852481406576555"
"2967","Kepler-462","Kepler-462 b","2016","84.6879808","0.035","733","4.02","0","0.969856664014024"
"2968","Kepler-463","Kepler-463 b","2016","8.98101683","0.027999999999999997","336","4.47","0","0.9769909016695445"
"2969","Kepler-464","Kepler-464 b","2016","7.25696522","0.03","653","4.11","0","0.9772810370370877"
"2970","Kepler-465","Kepler-465 b","2016","9.94067247","0.027000000000000003","587","4.31","0","0.9798273882475718"
"2971","Kepler-466","Kepler-466 b","2016","51.07926307","0.026000000000000002","436","4.42","0","0.9854936492803814"
"2972","Kepler-466","Kepler-466 c","2016","3.70921385","0.011000000000000001","436","4.42","0","0.9855915128628842"
"2973","Kepler-467","Kepler-467 b","2016","24.99324193","0.021","458","4.18","0","0.9745747601656101"
"2974","Kepler-468","Kepler-468 b","2016","38.47875707","0.122","474","4.54","0","0.9785398999871775"
"2975","Kepler-47","Kepler-47 b","2012","49.4643","0.027999999999999997","1055.33","4.49","0","0.7440279788858623"
"2976","Kepler-47","Kepler-47 c","2012","303.227","0.043","1055.33","4.49","0","0.743929822926231"
"2977","Kepler-47","Kepler-47 d","2019","187.366","0.065","1055.33","4.49","0","0.7436623825076772"
"2978","Kepler-470","Kepler-470 b","2016","24.66919569","0.132","989","4.14","0","0.9647651147594039"
"2979","Kepler-471","Kepler-471 b","2016","5.01423457","0.13699999999999998","1373","4.1","0","0.9635212316121026"
"2980","Kepler-472","Kepler-472 b","2016","4.17625551","0.03","302","4.59","0","0.9870365111284534"
"2981","Kepler-473","Kepler-473 b","2016","14.55731705","0.037000000000000005","641","4.21","0","0.9791760893562474"
"2982","Kepler-474","Kepler-474 b","2016","5.66067294","0.027999999999999997","568","4.36","0","0.9826597739096775"
"2983","Kepler-475","Kepler-475 b","2016","3.10550819","0.023","280","4.58","0","0.9856136382803151"
"2984","Kepler-476","Kepler-476 b","2016","14.00640607","0.027999999999999997","687","4.38","0","0.986179983798801"
"2985","Kepler-477","Kepler-477 b","2016","11.11990653","0.019","367","4.58","0","0.986571311807917"
"2986","Kepler-478","Kepler-478 b","2016","13.2217576","0.025","420","4.56","0","0.9892728489366185"
"2987","Kepler-479","Kepler-479 b","2016","12.49341307","0.019","371","4.56","0","0.9916292442420305"
"2988","Kepler-48","Kepler-48 b","2012","4.778","0.017","309.47","4.49","0","0.9863621981588034"
"2989","Kepler-48","Kepler-48 c","2012","9.67395","0.025","309.47","4.49","0","0.9863019447754684"
"2990","Kepler-48","Kepler-48 d","2014","42.8961","0.019","309.47","4.49","0","0.9863539771830441"
"2991","Kepler-48","Kepler-48 e","2014","982","0.12300000000000001","309.47","4.49","1","0.8067145400387186"
"2992","Kepler-480","Kepler-480 b","2016","4.9195838","0.025","806","4.28","0","0.9782428004961302"
"2993","Kepler-481","Kepler-481 b","2016","10.06082567","0.023","713","4.36","0","0.9830853162491254"
"2994","Kepler-482","Kepler-482 b","2016","56.35418576","0.022000000000000002","290","4.6","0","0.9865831659152177"
"2995","Kepler-483","Kepler-483 b","2016","30.229104","0.028999999999999998","953","4.21","0","0.9801546055899503"
"2996","Kepler-484","Kepler-484 b","2016","10.04556931","0.021","377","4.54","0","0.9817408914569551"
"2997","Kepler-485","Kepler-485 b","2016","3.2432598","0.132","1173","4.39","0","0.9757537222155201"
"2998","Kepler-486","Kepler-486 b","2016","30.36044667","0.10099999999999999","428","4.6","0","0.9861699186528904"
"2999","Kepler-487","Kepler-487 b","2016","15.3587684","0.105","835","4.51","0","0.9860660249772935"
"3000","Kepler-487","Kepler-487 c","2016","38.6519976","0.025","835","4.51","0","0.9890247676467784"
"3001","Kepler-488","Kepler-488 b","2016","3.12082923","0.145","1157","4.39","0","0.9742341918983424"
"3002","Kepler-489","Kepler-489 b","2016","17.27629612","0.071","379","4.59","0","0.9896816546543669"
"3003","Kepler-49","Kepler-49 b","2012","7.2037945","0.025","314.02","4.73","0","0.9902677939121869"
"3004","Kepler-49","Kepler-49 c","2012","10.9129343","0.023","314.02","4.73","0","0.9902831054729491"
"3005","Kepler-49","Kepler-49 d","2014","2.576549","0.015","314.02","4.73","0","0.9903457900201688"
"3006","Kepler-49","Kepler-49 e","2014","18.596108","0.013999999999999999","314.02","4.73","0","0.9903472351036446"
"3007","Kepler-490","Kepler-490 b","2016","3.26869515","0.107","1249","4.37","0","0.9815407459796311"
"3008","Kepler-491","Kepler-491 b","2016","4.22538451","0.08199999999999999","657","4.42","0","0.9784689088354391"
"3009","Kepler-492","Kepler-492 b","2016","11.72012266","0.08800000000000001","642","4.5","0","0.9869998260514705"
"3010","Kepler-493","Kepler-493 b","2016","3.00387658","0.139","1942","4.19","0","0.9681281780123584"
"3011","Kepler-494","Kepler-494 b","2016","8.02511821","0.065","862","4.28","0","0.9842713691741415"
"3012","Kepler-495","Kepler-495 b","2016","3.41303622","0.048","630","4.55","0","0.9905772172512717"
"3013","Kepler-496","Kepler-496 b","2016","8.30864937","0.021","655","4.55","0","0.9906045222485494"
"3014","Kepler-497","Kepler-497 b","2016","3.57320367","0.055","1070","4.39","0","0.982962559196083"
"3015","Kepler-498","Kepler-498 b","2016","9.61375356","0.027999999999999997","746","4.47","0","0.9878728843086132"
"3016","Kepler-499","Kepler-499 b","2016","5.63252845","0.02","523","4.55","0","0.9899507526792142"
"3017","Kepler-5","Kepler-5 b","2009","3.5484657","0.146","923.41","3.96","0","0.9685926069131373"
"3018","Kepler-50","Kepler-50 b","2012","7.81254","0.016","251.91","4.13","0","0.9789080480215602"
"3019","Kepler-50","Kepler-50 c","2012","9.37647","0.02","251.91","4.13","0","0.9788834117803652"
"3020","Kepler-500","Kepler-500 b","2016","8.5083244","0.024","747","4.42","0","0.9875577223934403"
"3021","Kepler-501","Kepler-501 b","2016","5.64067757","0.039","1044","4.42","0","0.9868787298620155"
"3022","Kepler-502","Kepler-502 b","2016","4.28686431","0.044000000000000004","1433","4.33","0","0.983543551485305"
"3023","Kepler-504","Kepler-504 b","2016","9.54927542","0.015","75","4.94","0","0.9835828143667553"
"3024","Kepler-505","Kepler-505 b","2016","27.52197994","0.024","222","4.73","0","0.9890522060953827"
"3025","Kepler-506","Kepler-506 b","2016","6.8834055","0.025","231","4.36","0","0.9805236139769584"
"3026","Kepler-507","Kepler-507 b","2016","3.56809693","0.012","410","4.26","0","0.9818276221542626"
"3027","Kepler-508","Kepler-508 b","2016","25.30889748","0.015","325","4.3","0","0.9825879388177711"
"3028","Kepler-509","Kepler-509 b","2016","41.74600392","0.023","339","4.32","0","0.984176652593201"
"3029","Kepler-51","Kepler-51 b","2012","45.154","0.065","801.76","4.51","0","0.9729146204460216"
"3030","Kepler-51","Kepler-51 c","2012","85.312","0.083","801.76","4.51","0","0.9721650039728941"
"3031","Kepler-51","Kepler-51 d","2014","130.194","0.08900000000000001","801.76","4.51","0","0.9718385900466766"
"3032","Kepler-510","Kepler-510 b","2016","19.55659418","0.023","378","4.09","0","0.9481688092011485"
"3033","Kepler-511","Kepler-511 b","2016","296.637865","0.057999999999999996","448","4.28","0","0.975107239291894"
"3034","Kepler-512","Kepler-512 b","2016","34.43587975","0.025","531","4.28","0","0.9800138815258693"
"3035","Kepler-513","Kepler-513 b","2016","28.86235584","0.02","467","4.39","0","0.9846484238682379"
"3036","Kepler-514","Kepler-514 b","2016","5.65179605","0.016","489","4.23","0","0.9719653774882084"
"3037","Kepler-515","Kepler-515 b","2016","19.96371318","0.013000000000000001","255","4.55","0","0.9861141105670408"
"3038","Kepler-516","Kepler-516 b","2016","24.85462415","0.053","777","4.04","0","0.9706722025741473"
"3039","Kepler-517","Kepler-517 b","2016","60.92832271","0.024","284","4.43","0","0.9859403927105362"
"3040","Kepler-518","Kepler-518 b","2016","8.51203588","0.019","324","4.53","0","0.9798995694147742"
"3041","Kepler-519","Kepler-519 b","2016","24.3078946","0.019","234","4.58","0","0.9860768411494737"
"3042","Kepler-52","Kepler-52 b","2012","7.8773565","0.019","324.54","4.73","0","0.9890150767594246"
"3043","Kepler-52","Kepler-52 c","2012","16.3850021","0.017","324.54","4.73","0","0.9890199006528532"
"3044","Kepler-52","Kepler-52 d","2014","36.445171","0.018000000000000002","324.54","4.73","0","0.9890459526378522"
"3045","Kepler-520","Kepler-520 b","2016","19.67416124","0.015","492","4.41","0","0.9827043010539968"
"3046","Kepler-520","Kepler-520 c","2016","5.21104261","0.01","492","4.41","0","0.9827174375104144"
"3047","Kepler-521","Kepler-521 b","2016","22.20813214","0.028999999999999998","737","4.24","0","0.9736062992353084"
"3048","Kepler-522","Kepler-522 b","2016","38.58422849","0.063","749","4.04","0","0.9618908475156506"
"3049","Kepler-523","Kepler-523 b","2016","5.83598311","0.018000000000000002","270","4.54","0","0.9862159641404918"
"3050","Kepler-524","Kepler-524 b","2016","7.97419807","0.018000000000000002","730","4.39","0","0.9834241232371228"
"3051","Kepler-524","Kepler-524 c","2016","1.88897906","0.009000000000000001","730","4.39","0","0.9834478259512627"
"3052","Kepler-525","Kepler-525 b","2016","18.68404933","0.024","566","4.29","0","0.9617953583019465"
"3053","Kepler-526","Kepler-526 b","2016","5.45849832","0.018000000000000002","504","4.38","0","0.9748174146885348"
"3054","Kepler-527","Kepler-527 b","2016","13.28535633","0.026000000000000002","901","4.22","0","0.9788946689519403"
"3055","Kepler-528","Kepler-528 b","2016","19.78297415","0.019","711","4.39","0","0.9853403529440721"
"3056","Kepler-529","Kepler-529 b","2016","1.98035766","0.017","787","4.35","0","0.9843281517929237"
"3057","Kepler-529","Kepler-529 c","2016","12.8345022","0.018000000000000002","787","4.35","0","0.9843203990538436"
"3058","Kepler-53","Kepler-53 b","2012","18.6489525","0.026000000000000002","1420.1","4.53","0","0.9897803869271569"
"3059","Kepler-53","Kepler-53 c","2012","38.5583038","0.028999999999999998","1420.1","4.53","0","0.9897748519950577"
"3060","Kepler-53","Kepler-53 d","2014","9.751962","0.019","1420.1","4.53","0","0.9899497108601439"
"3061","Kepler-530","Kepler-530 b","2016","39.30941904","0.027999999999999997","464","4.53","0","0.9822513605768567"
"3062","Kepler-531","Kepler-531 b","2016","29.88485741","0.025","254","4.58","0","0.9813292666863636"
"3063","Kepler-532","Kepler-532 b","2016","12.92491623","0.024","325","4.58","0","0.9842053965204337"
"3064","Kepler-533","Kepler-533 b","2016","28.51120525","0.031","305","4.61","0","0.9878296988838292"
"3065","Kepler-534","Kepler-534 b","2016","15.95994513","0.021","473","4.48","0","0.9804623277384683"
"3066","Kepler-535","Kepler-535 b","2016","4.90332155","0.022000000000000002","678","4.3","0","0.9810924559526433"
"3067","Kepler-536","Kepler-536 b","2016","1.8270823","0.027999999999999997","446","4.51","0","0.9874523279570554"
"3068","Kepler-537","Kepler-537 b","2016","3.24755522","0.013000000000000001","465","4.47","0","0.976215292153947"
"3069","Kepler-538","Kepler-538 b","2016","81.73780699","0.021","165","4.51","0","0.9856495588056816"
"3070","Kepler-539","Kepler-539 b","2016","125.63243","0.077","310.01","4.5","0","0.9834082752636556"
"3071","Kepler-539","Kepler-539 c","2016","1000","0.122","310.01","4.5","1","0.8051167816746544"
"3072","Kepler-54","Kepler-54 b","2012","8.0109434","0.019","273.8","4.73","0","0.986853514160324"
"3073","Kepler-54","Kepler-54 c","2012","12.0717249","0.011000000000000001","273.8","4.73","0","0.9868906810378004"
"3074","Kepler-54","Kepler-54 d","2014","20.995694","0.013999999999999999","273.8","4.73","0","0.9868837582010703"
"3075","Kepler-540","Kepler-540 b","2016","172.7049784","0.025","350","4.38","0","0.9858497679610261"
"3076","Kepler-541","Kepler-541 b","2016","5.08005848","0.031","1020","3.96","0","0.9760865837454155"
"3077","Kepler-542","Kepler-542 b","2016","13.14497566","0.013999999999999999","439","4.5","0","0.9904492288944398"
"3078","Kepler-543","Kepler-543 b","2016","13.89961966","0.023","212","4.63","0","0.9888986202546957"
"3079","Kepler-544","Kepler-544 b","2016","21.41616926","0.019","797","4.33","0","0.9838769790709954"
"3080","Kepler-545","Kepler-545 b","2016","13.24934059","0.025","831","4.39","0","0.9877881100985264"
"3081","Kepler-546","Kepler-546 b","2016","4.14702026","0.064","896","4.36","0","0.9836541585637479"
"3082","Kepler-547","Kepler-547 b","2016","6.01038429","0.037000000000000005","361","4.61","0","0.9884710577713961"
"3083","Kepler-548","Kepler-548 b","2016","4.45419434","0.11","776","4.5","0","0.9853185975399675"
"3084","Kepler-549","Kepler-549 b","2016","42.9495649","0.024","648","4.54","0","0.988770125261212"
"3085","Kepler-549","Kepler-549 c","2016","117.040498","0.027000000000000003","648","4.54","0","0.9887342822898462"
"3086","Kepler-55","Kepler-55 b","2012","27.9481449","0.022000000000000002","588.47","4.68","0","0.9879307915373619"
"3087","Kepler-55","Kepler-55 c","2012","42.1516418","0.02","588.47","4.68","0","0.9879483278891208"
"3088","Kepler-55","Kepler-55 d","2014","2.211099","0.015","588.47","4.68","0","0.9879828458730855"
"3089","Kepler-55","Kepler-55 e","2014","4.617534","0.013999999999999999","588.47","4.68","0","0.9879842640365333"
"3090","Kepler-55","Kepler-55 f","2014","10.198545","0.015","588.47","4.68","0","0.9879828484877669"
"3091","Kepler-550","Kepler-550 b","2016","8.60010411","0.040999999999999995","563","4.55","0","0.9884102365576626"
"3092","Kepler-551","Kepler-551 b","2016","12.3764661","0.025","312","4.66","0","0.9889157007555052"
"3093","Kepler-552","Kepler-552 b","2016","5.26341577","0.036000000000000004","834","4.42","0","0.985903403201062"
"3094","Kepler-553","Kepler-553 b","2016","4.03046804","0.042","725","4.55","0","0.9835520834828044"
"3095","Kepler-553","Kepler-553 c","2016","328.2399546","0.10300000000000001","725","4.55","0","0.9811357855222065"
"3096","Kepler-554","Kepler-554 b","2016","1.90220856","0.039","642","4.49","0","0.9847887149772462"
"3097","Kepler-555","Kepler-555 b","2016","16.21775407","0.026000000000000002","772","4.42","0","0.9883779430530889"
"3098","Kepler-556","Kepler-556 b","2016","11.72292176","0.021","729","4.46","0","0.9894828804985752"
"3099","Kepler-557","Kepler-557 b","2016","3.70598955","0.024","1126","4.35","0","0.984397579608646"
"3100","Kepler-558","Kepler-558 b","2016","29.00790538","0.022000000000000002","652","4.56","0","0.9903157041780812"
"3101","Kepler-559","Kepler-559 b","2016","17.58752333","0.033","793","4.47","0","0.9884150895269865"
"3102","Kepler-56","Kepler-56 b","2012","10.5016","0.06","936.96","3.31","0","0.9523014011369574"
"3103","Kepler-56","Kepler-56 c","2012","21.40239","0.09","936.96","3.31","0","0.9509860554409426"
"3104","Kepler-56","Kepler-56 d","2016","1002","0.11699999999999999","936.96","3.31","1","0.7663445871278298"
"3105","Kepler-560","Kepler-560 b","2016","18.47764449","0.016","88","4.94","0","0.9613512102737238"
"3106","Kepler-561","Kepler-561 b","2016","58.3620495","0.064","667","4.48","0","0.9874048275706356"
"3107","Kepler-561","Kepler-561 c","2016","5.35016198","0.025","667","4.48","0","0.988331686451048"
"3108","Kepler-562","Kepler-562 b","2016","18.00931444","0.048","822","4.5","0","0.9879136303069321"
"3109","Kepler-563","Kepler-563 b","2016","22.18432708","0.027999999999999997","557","4.58","0","0.9887098852356233"
"3110","Kepler-564","Kepler-564 b","2016","3.75083228","0.042","830","4.49","0","0.9878262848853199"
"3111","Kepler-565","Kepler-565 b","2016","4.24374723","0.033","1041","4.47","0","0.987347267554054"
"3112","Kepler-566","Kepler-566 b","2016","18.42794624","0.02","628","4.57","0","0.98895481799409"
"3113","Kepler-567","Kepler-567 b","2016","16.54297375","0.021","568","4.57","0","0.9889011064309084"
"3114","Kepler-568","Kepler-568 b","2016","11.02347475","0.021","126","4.73","0","0.9869469306590691"
"3115","Kepler-569","Kepler-569 b","2016","34.18890521","0.028999999999999998","645","4.48","0","0.9872588848042387"
"3116","Kepler-57","Kepler-57 b","2012","5.7293196","0.02","656.23","4.63","0","0.9905167637277096"
"3117","Kepler-57","Kepler-57 c","2012","11.6092567","0.013999999999999999","656.23","4.63","0","0.9906408287692794"
"3118","Kepler-570","Kepler-570 b","2016","4.301662","0.022000000000000002","642","4.5","0","0.9872600252010097"
"3119","Kepler-571","Kepler-571 b","2016","4.79859939","0.024","756","4.51","0","0.987605911460615"
"3120","Kepler-572","Kepler-572 b","2016","17.20523483","0.024","532","4.57","0","0.9875201879773666"
"3121","Kepler-573","Kepler-573 b","2016","22.18329658","0.026000000000000002","758","4.41","0","0.984050921259644"
"3122","Kepler-574","Kepler-574 b","2016","7.65880414","0.022000000000000002","747","4.5","0","0.9864509360064407"
"3123","Kepler-575","Kepler-575 b","2016","9.37891944","0.022000000000000002","852","4.47","0","0.9899428568197899"
"3124","Kepler-576","Kepler-576 b","2016","29.91136794","0.03","698","4.46","0","0.9889381793041115"
"3125","Kepler-577","Kepler-577 b","2016","25.69578251","0.023","549","4.61","0","0.990887995189801"
"3126","Kepler-578","Kepler-578 b","2016","1.6168837","0.018000000000000002","568","4.54","0","0.9908933933388614"
"3127","Kepler-579","Kepler-579 b","2016","9.66857723","0.018000000000000002","663","4.47","0","0.9881238755745114"
"3128","Kepler-58","Kepler-58 b","2012","10.2184954","0.025","996.32","4.37","0","0.9830060863133478"
"3129","Kepler-58","Kepler-58 c","2012","15.5741568","0.026000000000000002","996.32","4.37","0","0.9829967328335485"
"3130","Kepler-58","Kepler-58 d","2014","40.101371","0.027000000000000003","996.32","4.37","0","0.9829889599786553"
"3131","Kepler-580","Kepler-580 b","2016","8.22241966","0.024","333","4.66","0","0.9911382605260964"
"3132","Kepler-581","Kepler-581 b","2016","40.6069821","0.024","833","4.44","0","0.9886944285198997"
"3133","Kepler-582","Kepler-582 b","2016","18.49235668","0.034","751","4.49","0","0.9894394253893328"
"3134","Kepler-583","Kepler-583 b","2016","6.5100253","0.021","805","4.5","0","0.9891492211522532"
"3135","Kepler-584","Kepler-584 b","2016","35.1810304","0.039","1445","4.31","0","0.9829012047961163"
"3136","Kepler-585","Kepler-585 b","2016","2.75235975","0.026000000000000002","604","4.49","0","0.9882866037171678"
"3137","Kepler-586","Kepler-586 b","2016","2.10472218","0.026000000000000002","707","4.5","0","0.9885587396084202"
"3138","Kepler-587","Kepler-587 b","2016","10.94027841","0.02","852","4.51","0","0.9881127911686927"
"3139","Kepler-588","Kepler-588 b","2016","4.22162536","0.024","972","4.44","0","0.9866152874074514"
"3140","Kepler-589","Kepler-589 b","2016","16.54964934","0.021","643","4.55","0","0.9887878084663293"
"3141","Kepler-59","Kepler-59 b","2012","11.8681707","0.01","1203.57","4.51","0","0.9868267854205233"
"3142","Kepler-59","Kepler-59 c","2012","17.9801235","0.018000000000000002","1203.57","4.51","0","0.9868007926356441"
"3143","Kepler-590","Kepler-590 b","2016","5.85296257","0.037000000000000005","986","4.35","0","0.9833785978048728"
"3144","Kepler-591","Kepler-591 b","2016","81.1694299","0.031","793","4.48","0","0.9872440802720593"
"3145","Kepler-592","Kepler-592 b","2016","2.82019241","0.022000000000000002","1034","4.42","0","0.9857997669888089"
"3146","Kepler-593","Kepler-593 b","2016","21.21708973","0.026000000000000002","1016","4.39","0","0.9849225670201884"
