"rowid","fpl_hostname","fpl_letter","fpl_name","fpl_discmethod","fpl_controvflag","fpl_disc","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_bmassj","fpl_bmassprov","fpl_rade","fpl_radj","fpl_rads","fpl_dens","fpl_eqt","fpl_insol","fpl_tranflag","fpl_cbflag","fpl_snum","ra_str","ra","dec_str","dec","fst_dist","fst_optmag","fst_optmagband","fst_nirmag","fst_nirmagband","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age"
"1558","Kepler-115","c","Kepler-115 c","Transit","0","2014","8.990889","0.087","","7.27","0.0229","M-R relationship","2.6","0.23199999999999998","0.024","2.27","","209.1","1","0","1","19h50m50.84s","297.71184900000003","+45d15m42.9s","45.261925","634.97","13.392000000000001","G (Gaia)","11.97","Ks (2MASS)","","5979","4.31","0.121","1.07","1.21","0.07","[Fe/H]","4.57"
"1559","Kepler-1150","b","Kepler-1150 b","Transit","0","2016","2.78786839","6.176108677507845","","1.04","0.00328","M-R relationship","1.02","0.091","0.009000000000000001","5.39","","153.74","1","0","1","19h46m53.88s","296.724492","+49d31m57.8s","49.532715","373","14.423","G (Gaia)","12.128","Ks (2MASS)","","4754","4.61","-0.728","0.76","0.72","0.01","[Fe/H]","4.68"
"1560","Kepler-1151","b","Kepler-1151 b","Transit","0","2016","65.6478424","6.176108677507845","","5.56","0.0175","M-R relationship","2.22","0.198","0.02","2.79","","4.86","1","0","1","19h28m59.47s","292.247793","+47d52m42.4s","47.878452","763","14.857000000000001","G (Gaia)","13.126","Ks (2MASS)","","5470","4.53","-0.369","0.88","0.85","-0.11","[Fe/H]","4.37"
"1561","Kepler-1152","b","Kepler-1152 b","Transit","0","2016","1.64680191","6.176108677507845","","0.59","0.00186","M-R relationship","0.87","0.078","0.008","4.92","","139.6","1","0","1","19h21m44.17s","290.434033","+44d06m27.5s","44.107651000000004","184","14.597999999999999","G (Gaia)","11.683","Ks (2MASS)","","3964","4.73","-1.1179999999999999","0.55","0.53","-0.25","[Fe/H]","3.47"
"1562","Kepler-1153","b","Kepler-1153 b","Transit","0","2016","1.75583533","6.176108677507845","","3.64","0.0115","M-R relationship","1.73","0.154","0.016","3.86","","761.81","1","0","1","19h16m35.33s","289.147217","+45d51m58.2s","45.866181","1185","15.798","G (Gaia)","14.029000000000002","Ks (2MASS)","","5470","4.52","-0.31","0.91","0.88","0.03","[Fe/H]","4.57"
"1563","Kepler-1154","b","Kepler-1154 b","Transit","0","2016","5.1856142","6.176108677507845","","6.08","0.0191","M-R relationship","2.34","0.209","0.021","2.61","","652.97","1","0","1","19h49m54.51s","297.477127","+39d52m38.1s","39.877247","1531","14.779000000000002","G (Gaia)","13.347999999999999","Ks (2MASS)","","6327","4.23","0.325","1.26","1.43","0.04","[Fe/H]","2.29"
"1564","Kepler-1154","c","Kepler-1154 c","Transit","0","2016","8.45808312","6.176108677507845","","6.17","0.0194","M-R relationship","2.36","0.21100000000000002","0.022000000000000002","2.58","","339.57","1","0","1","19h49m54.51s","297.477127","+39d52m38.1s","39.877247","1531","14.779000000000002","G (Gaia)","13.347999999999999","Ks (2MASS)","","6327","4.23","0.325","1.26","1.43","0.04","[Fe/H]","2.29"
"1565","Kepler-1155","b","Kepler-1155 b","Transit","0","2016","33.469743","6.176108677507845","","4.78","0.015","M-R relationship","2.03","0.18100000000000002","0.019","3.14","","","1","0","1","19h15m16.94s","288.820587","+39d31m22.2s","39.522827","987","14.739","G (Gaia)","13.184000000000001","Ks (2MASS)","","5842","4.43","0.047","1.03","1.03","0.04","[Fe/H]","3.72"
"1566","Kepler-1156","b","Kepler-1156 b","Transit","0","2016","11.89520511","6.176108677507845","","2.3","0.007240000000000001","M-R relationship","1.32","0.11800000000000001","0.012","5.5","","83.01","1","0","1","19h15m41.77s","288.92402400000003","+46d03m27.5s","46.057632","759","14.126","G (Gaia)","12.66","Ks (2MASS)","","5778","4.44","-0.08199999999999999","1","1","0.02","[Fe/H]","4.47"
"1567","Kepler-1157","b","Kepler-1157 b","Transit","0","2016","4.45743164","6.176108677507845","","1.32","0.0041600000000000005","M-R relationship","1.09","0.09699999999999999","0.01","5.6","","95.44","1","0","1","18h52m29.05s","283.121049","+43d31m32.3s","43.525642","346","14.377","G (Gaia)","12.015","Ks (2MASS)","","4679","4.62","-0.733","0.76","0.71","0.05","[Fe/H]","3.39"
"1568","Kepler-1158","b","Kepler-1158 b","Transit","0","2016","13.5396293","6.176108677507845","","6.08","0.0191","M-R relationship","2.34","0.209","0.021","2.61","","449.7","1","0","1","19h28m56.15s","292.233946","+41d34m30.8s","41.575213","1258","13.574000000000002","G (Gaia)","12.270999999999999","Ks (2MASS)","","6203","4.01","0.815","1.41","1.95","0.18","[Fe/H]","2.88"
"1569","Kepler-1159","b","Kepler-1159 b","Transit","0","2016","22.70816791","6.176108677507845","","6.21","0.0195","M-R relationship","2.37","0.21100000000000002","0.022000000000000002","2.56","","80.98","1","0","1","19h37m03.92s","294.266335","+45d12m15.5s","45.204315","1238","14.545","G (Gaia)","13.155999999999999","Ks (2MASS)","","6217","4.3","0.253","1.19","1.28","0.04","[Fe/H]","2.75"
"1570","Kepler-116","b","Kepler-116 b","Transit","0","2014","5.968734","0.069","","11.6","0.0364","M-R relationship","3.42","0.305","0.031","1.59","","594.45","1","0","1","19h38m58.10s","294.74207","+43d32m12.6s","43.536834999999996","982.04","13.689","G (Gaia)","12.383","Ks (2MASS)","","6142","4.2","0.374","1.21","1.45","0.04","[Fe/H]","3.31"
"1571","Kepler-116","c","Kepler-116 c","Transit","0","2014","13.07163","0.116","","5.9","0.0186","M-R relationship","2.3","0.205","0.021","2.66","","208.98","1","0","1","19h38m58.10s","294.74207","+43d32m12.6s","43.536834999999996","982.04","13.689","G (Gaia)","12.383","Ks (2MASS)","","6142","4.2","0.374","1.21","1.45","0.04","[Fe/H]","3.31"
"1572","Kepler-1160","b","Kepler-1160 b","Transit","0","2016","7.97034958","6.176108677507845","","5.22","0.0164","M-R relationship","2.14","0.191","0.02","2.93","","93.31","1","0","1","19h11m31.05s","287.87938399999996","+43d21m50.7s","43.364075","1293","15.8","G (Gaia)","14.16","Ks (2MASS)","","5519","4.51","-0.34","0.92","0.89","0.01","[Fe/H]","4.57"
"1573","Kepler-1161","b","Kepler-1161 b","Transit","0","2016","10.71252541","6.176108677507845","","5.18","0.0163","M-R relationship","2.13","0.19","0.02","2.95","","26.23","1","0","1","19h56m18.50s","299.07710299999997","+45d26m26.3s","45.44064","428","15.8","G (Gaia)","13.140999999999998","Ks (2MASS)","","4253","4.7","-0.768","0.59","0.57","-0.35","[Fe/H]","3.39"
"1574","Kepler-1162","b","Kepler-1162 b","Transit","0","2016","32.5637069","6.176108677507845","","5.52","0.0174","M-R relationship","2.21","0.19699999999999998","0.02","2.81","","12.24","1","0","1","18h53m10.11s","283.29213","+45d26m02.8s","45.434115999999996","989","15.485","G (Gaia)","13.753","Ks (2MASS)","","5390","4.54","-0.321","0.89","0.84","-0.03","[Fe/H]","4.37"
"1575","Kepler-1163","b","Kepler-1163 b","Transit","0","2016","6.11786898","6.176108677507845","","1.08","0.0034","M-R relationship","1.03","0.092","0.009000000000000001","5.43","","511.76","1","0","1","19h20m56.60s","290.235843","+50d01m48.3s","50.030087","487","12.118","G (Gaia)","10.970999999999998","Ks (2MASS)","","6302","4.26","0.389","1.22","1.35","0.02","[Fe/H]","2.88"
"1576","Kepler-1164","b","Kepler-1164 b","Transit","0","2016","3.97599768","6.176108677507845","","1.46","0.0045899999999999995","M-R relationship","1.12","0.1","0.01","5.71","","181.21","1","0","1","19h10m07.11s","287.529634","+38d53m40.2s","38.894513","447","14.09","G (Gaia)","12.203","Ks (2MASS)","","5183","4.57","-0.43","0.85","0.79","-0.03","[Fe/H]","3.63"
"1577","Kepler-1165","b","Kepler-1165 b","Transit","0","2016","9.478522","6.176108677507845","","3.02","0.00951","M-R relationship","1.55","0.138","0.013999999999999999","4.46","","464.77","1","0","1","19h07m53.10s","286.971267","+44d42m29.9s","44.708302","1081","14.392000000000001","G (Gaia)","13.07","Ks (2MASS)","","6080","4.34","0.5579999999999999","1.13","1.18","0.05","[Fe/H]","3.24"
"1578","Kepler-1166","b","Kepler-1166 b","Transit","0","2016","33.2406882","6.176108677507845","","3.5","0.011","M-R relationship","1.69","0.151","0.015","3.98","","14.19","1","0","1","19h21m23.64s","290.348519","+50d54m10.3s","50.902854999999995","648","14.466","G (Gaia)","12.737","Ks (2MASS)","","5446","4.53","-0.272","0.9","0.86","-0.02","[Fe/H]","4.9"
"1579","Kepler-1167","b","Kepler-1167 b","Transit","0","2016","1.00393374","6.176108677507845","","3.57","0.0112","M-R relationship","1.71","0.153","0.016","3.92","","1039.7","1","0","1","19h53m12.65s","298.30271400000004","+47d41m38.5s","47.694023","811","15.929","G (Gaia)","13.663","Ks (2MASS)","","4971","4.6","-0.612","0.79","0.75","-0.05","[Fe/H]","4.27"
"1580","Kepler-1168","b","Kepler-1168 b","Transit","0","2016","55.8226539","6.176108677507845","","6.8","0.0214","M-R relationship","2.5","0.223","0.023","2.39","","4.11","1","0","1","19h09m11.45s","287.297694","+47d27m19.6s","47.455436999999996","911","15.609000000000002","G (Gaia)","13.686","Ks (2MASS)","","5157","4.56","-0.547","0.87","0.82","0.13","[Fe/H]","4.27"
"1581","Kepler-1169","b","Kepler-1169 b","Transit","0","2016","6.11009134","6.176108677507845","","0.779","0.00245","M-R relationship","0.94","0.084","0.009000000000000001","5.15","","348.05","1","0","1","19h39m38.78s","294.911573","+46d29m29.3s","46.491463","538","12.685","G (Gaia)","11.409","Ks (2MASS)","","6191","4.35","0.245","1.24","1.23","0.26","[Fe/H]","1.38"
"1582","Kepler-117","b","Kepler-117 b","Transit","0","2014","18.7959228","0.1445","0.0493","29.875","0.094","Mass","8.059","0.7190000000000001","0.07400000000000001","0.3","984","157.54","1","0","1","19h15m10.33s","288.793037","+48d02m24.8s","48.040234000000005","1430","14.247","G (Gaia)","13.011","Ks (2MASS)","F8 V","6150","4.1","0.532","1.13","1.61","-0.04","[Fe/H]","5.3"
"1583","Kepler-117","c","Kepler-117 c","Transit","0","2014","50.790391","0.2804","0.0323","584.78","1.84","Mass","12.341","1.101","0.113","1.74","704","41.86","1","0","1","19h15m10.33s","288.793037","+48d02m24.8s","48.040234000000005","1430","14.247","G (Gaia)","13.011","Ks (2MASS)","F8 V","6150","4.1","0.532","1.13","1.61","-0.04","[Fe/H]","5.3"
"1584","Kepler-1170","b","Kepler-1170 b","Transit","0","2016","9.98969327","6.176108677507845","","6.39","0.0201","M-R relationship","2.41","0.215","0.022000000000000002","2.51","","69.54","1","0","1","19h28m40.46s","292.16857999999996","+43d46m46.8s","43.779675","911","15.909","G (Gaia)","13.806","Ks (2MASS)","","5069","4.58","-0.369","0.8","0.76","-0.09","[Fe/H]","4.9"
"1585","Kepler-1171","b","Kepler-1171 b","Transit","0","2016","1.44259224","6.176108677507845","","7.08","0.0223","M-R relationship","2.56","0.228","0.023","2.32","","10171","1","0","1","19h39m50.14s","294.958925","+38d35m29.7s","38.591578000000005","615","11.459000000000001","G (Gaia)","10.547","Ks (2MASS)","","7044","4.05","0.8109999999999999","1.58","1.95","-0.01","[Fe/H]","1.35"
"1586","Kepler-1172","b","Kepler-1172 b","Transit","0","2016","26.0204423","6.176108677507845","","10.3","0.0325","M-R relationship","3.2","0.285","0.028999999999999998","1.73","","26.36","1","0","1","19h21m53.88s","290.47450699999996","+37d45m59.8s","37.766597999999995","1292","15.845999999999998","G (Gaia)","14.14","Ks (2MASS)","","5558","4.51","-0.182","0.92","0.89","-0.04","[Fe/H]","4.37"
"1587","Kepler-1173","b","Kepler-1173 b","Transit","0","2016","0.7698536","6.176108677507845","","0.64","0.00201","M-R relationship","0.89","0.079","0.008","4.99","","1462.1","1","0","1","19h32m31.46s","293.131095","+45d39m48.8s","45.663548","402","13.804","G (Gaia)","11.884","Ks (2MASS)","","5252","4.55","-0.439","0.86","0.82","0","[Fe/H]","4.79"
"1588","Kepler-1174","b","Kepler-1174 b","Transit","0","2016","6.89225223","6.176108677507845","","3.15","0.00993","M-R relationship","1.59","0.142","0.015","4.31","","641.81","1","0","1","18h47m19.55s","281.83144500000003","+42d17m56.1s","42.298916","829","14.159","G (Gaia)","12.762","Ks (2MASS)","","5936","4.42","0.542","1.04","1.04","-0.04","[Fe/H]","3.55"
"1589","Kepler-1175","b","Kepler-1175 b","Transit","0","2016","37.94563","6.176108677507845","","9.22","0.029","M-R relationship","2.99","0.267","0.027000000000000003","1.9","","12.94","1","0","1","19h16m34.25s","289.142702","+46d48m46.4s","46.812897","1244","15.915999999999999","G (Gaia)","14.149000000000001","Ks (2MASS)","","5453","4.53","-0.35100000000000003","0.9","0.86","-0.04","[Fe/H]","4.17"
"1590","Kepler-1176","b","Kepler-1176 b","Transit","0","2016","24.1738579","6.176108677507845","","6.57","0.0207","M-R relationship","2.45","0.21899999999999997","0.022000000000000002","2.45","","26.09","1","0","1","19h51m40.73s","297.91972799999996","+45d16m27.0s","45.274162","1023","15.05","G (Gaia)","13.31","Ks (2MASS)","","5844","4.42","-0.233","1.01","1.02","-0.01","[Fe/H]","3.8"
"1591","Kepler-1177","b","Kepler-1177 b","Transit","0","2016","106.247547","6.176108677507845","","4.27","0.0134","M-R relationship","1.9","0.17","0.017","3.42","","11.86","1","0","1","19h06m41.14s","286.671437","+49d24m22.6s","49.406288","829","14.508","G (Gaia)","12.967","Ks (2MASS)","","5712","4.46","0.342","0.98","0.97","0.02","[Fe/H]","4.47"
"1592","Kepler-1178","b","Kepler-1178 b","Transit","0","2016","31.80634","6.176108677507845","","1.24","0.0039","M-R relationship","1.07","0.095","0.01","5.56","","23.24","1","0","1","19h13m49.45s","288.45606200000003","+45d48m07.6s","45.802124","336","13.96","G (Gaia)","11.735","Ks (2MASS)","","4990","4.59","-0.282","0.8","0.75","-0.05","[Fe/H]","4.68"
"1593","Kepler-1179","b","Kepler-1179 b","Transit","0","2016","2.68505749","6.176108677507845","","2.3","0.007240000000000001","M-R relationship","1.32","0.11800000000000001","0.012","5.5","","288.57","1","0","1","18h56m23.43s","284.09764","+47d48m38.3s","47.810638","454","14.068","G (Gaia)","12.189","Ks (2MASS)","","5212","4.56","-0.475","0.84","0.81","-0.03","[Fe/H]","4.9"
"1594","Kepler-118","b","Kepler-118 b","Transit","0","2014","7.518496","0.073","","4.5","0.0142","M-R relationship","1.96","0.175","0.018000000000000002","3.28","","79.75","1","0","1","19h56m51.16s","299.213164","+41d25m29.4s","41.424824","583.81","14.719000000000001","G (Gaia)","12.710999999999999","Ks (2MASS)","","5274","4.32","-0.428","0.85","1.09","-0.01","[Fe/H]","4.68"
"1595","Kepler-118","c","Kepler-118 c","Transit","0","2014","20.17202","0.141","","45.7","0.144","M-R relationship","7.68","0.685","0.07","0.554","","21.41","1","0","1","19h56m51.16s","299.213164","+41d25m29.4s","41.424824","583.81","14.719000000000001","G (Gaia)","12.710999999999999","Ks (2MASS)","","5274","4.32","-0.428","0.85","1.09","-0.01","[Fe/H]","4.68"
"1596","Kepler-1180","b","Kepler-1180 b","Transit","0","2016","16.8601286","6.176108677507845","","4.62","0.0145","M-R relationship","1.99","0.17800000000000002","0.018000000000000002","3.22","","175.85","1","0","1","19h43m33.00s","295.88751","+43d09m21.8s","43.156063","1284","14.984000000000002","G (Gaia)","13.520999999999999","Ks (2MASS)","","6077","4.36","0.324","1.09","1.14","0","[Fe/H]","3.09"
"1597","Kepler-1181","b","Kepler-1181 b","Transit","0","2016","4.89337519","6.176108677507845","","3.09","0.00972","M-R relationship","1.57","0.14","0.013999999999999999","4.39","","831.14","1","0","1","19h18m59.36s","289.747314","+39d31m24.5s","39.523468","867","13.455","G (Gaia)","12.363","Ks (2MASS)","","6176","4.27","0.45","1.17","1.3","0.03","[Fe/H]","3.24"
"1598","Kepler-1182","b","Kepler-1182 b","Transit","0","2016","11.17394617","6.176108677507845","","6.39","0.0201","M-R relationship","2.41","0.215","0.022000000000000002","2.51","","197.88","1","0","1","19h45m13.91s","296.307949","+43d49m16.9s","43.82135","1258","15.345","G (Gaia)","13.67","Ks (2MASS)","","5924","4.41","0.168","1.04","1.05","0.01","[Fe/H]","3.39"
"1599","Kepler-1183","b","Kepler-1183 b","Transit","0","2016","28.5057189","6.176108677507845","","8.35","0.0263","M-R relationship","2.82","0.252","0.026000000000000002","2.05","","61.66","1","0","1","19h28m55.78s","292.232425","+38d53m32.0s","38.892222","1378","15.83","G (Gaia)","14.005999999999998","Ks (2MASS)","","5765","4.45","0.18600000000000003","1","0.99","0.04","[Fe/H]","4.27"
"1600","Kepler-1184","b","Kepler-1184 b","Transit","0","2016","53.5991044","6.176108677507845","","7.65","0.0241","M-R relationship","2.68","0.239","0.025","2.18","","18.04","1","0","1","19h25m07.69s","291.28205499999996","+46d57m57.6s","46.965996000000004","1193","14.931","G (Gaia)","13.49","Ks (2MASS)","","5983","4.41","0.054000000000000006","1.05","1.07","-0.04","[Fe/H]","3.55"
"1601","Kepler-1185","b","Kepler-1185 b","Transit","0","2016","104.3518976","6.176108677507845","","2.33","0.00733","M-R relationship","1.33","0.11900000000000001","0.012","5.44","","9.31","1","0","1","19h08m57.88s","287.241174","+39d19m57.9s","39.332757","296","12.552","G (Gaia)","10.981","Ks (2MASS)","","5622","4.54","0.201","0.96","0.87","-0.04","[Fe/H]","1.55"
"1602","Kepler-1186","b","Kepler-1186 b","Transit","0","2016","16.07677615","6.176108677507845","","5.6","0.0176","M-R relationship","2.23","0.19899999999999998","0.02","2.77","","85.39","1","0","1","19h13m55.11s","288.479641","+47d06m06.4s","47.101768","1112","15.267000000000001","G (Gaia)","13.672","Ks (2MASS)","","5635","4.49","0.064","0.95","0.93","0","[Fe/H]","4.47"
"1603","Kepler-1187","b","Kepler-1187 b","Transit","0","2016","18.87064068","6.176108677507845","","7.32","0.023","M-R relationship","2.61","0.233","0.024","2.26","","72.96","1","0","1","19h07m34.08s","286.892005","+38d19m06.8s","38.318556","1029","14.565999999999999","G (Gaia)","13.151","Ks (2MASS)","","5975","4.39","0.08800000000000001","1.06","1.09","-0.01","[Fe/H]","3.39"
"1604","Kepler-1188","b","Kepler-1188 b","Transit","0","2016","17.1369543","6.176108677507845","","4.98","0.0157","M-R relationship","2.08","0.18600000000000003","0.019","3.04","","165.57","1","0","1","18h52m24.92s","283.103838","+43d08m53.0s","43.148045","1202","14.968","G (Gaia)","13.519","Ks (2MASS)","","5913","4.4","0.39899999999999997","1.04","1.06","0","[Fe/H]","4.17"
"1605","Kepler-1189","b","Kepler-1189 b","Transit","0","2016","3.78858982","6.176108677507845","","3.78","0.0119","M-R relationship","1.77","0.158","0.016","3.75","","449.94","1","0","1","19h53m42.32s","298.42634300000003","+47d56m48.4s","47.946785","883","14.249","G (Gaia)","12.675","Ks (2MASS)","","6012","4.36","-0.006","1.11","1.16","0.08","[Fe/H]","3.39"
"1606","Kepler-119","b","Kepler-119 b","Transit","0","2014","2.422082","0.035","","12.6","0.0398","M-R relationship","3.6","0.321","0.033","1.48","","745.28","1","0","1","19h43m47.14s","295.946421","+42d39m32.1s","42.658924","716.23","14.2","G (Gaia)","12.58","Ks (2MASS)","","5595","4.57","-0.081","1.01","0.84","0.01","[Fe/H]","3.63"
"1607","Kepler-119","c","Kepler-119 c","Transit","0","2014","4.125103","0.049","","0.721","0.00227","M-R relationship","0.92","0.08199999999999999","0.008","5.09","","367.32","1","0","1","19h43m47.14s","295.946421","+42d39m32.1s","42.658924","716.23","14.2","G (Gaia)","12.58","Ks (2MASS)","","5595","4.57","-0.081","1.01","0.84","0.01","[Fe/H]","3.63"
"1608","Kepler-1190","b","Kepler-1190 b","Transit","0","2016","10.45843441","6.176108677507845","","2.33","0.00733","M-R relationship","1.33","0.11900000000000001","0.012","5.44","","24.21","1","0","1","18h59m59.91s","284.999621","+49d28m47.9s","49.479977000000005","384","14.494000000000002","G (Gaia)","12.212","Ks (2MASS)","","4730","4.62","-0.8","0.76","0.72","-0.02","[Fe/H]","3.98"
